"Speaker","Text","Page"
"REGIE","Die   drei  ???   und    der  weinende       Sarg    (42)","1"
"REGIE","-  Hörspielskript von Stoertebeker (September 2003) –","1"
"REGIE","Titelmusik","1"
"Erzähler","Michael verlebte mit seinen Eltern den Urlaub in Rocky Beach in Kalifornien.","1"
"Erzähler","Eine gähnend langweilige Angelegenheit wie er fand. Ein wenig interessanter","1"
"Erzähler","für ihn wurde es erst, als er damit begann nach den berühmten drei Detektiven","1"
"Erzähler","zu suchen, von denen er schon so oft und so viel gehört hatte. Sie lebten in","1"
"Erzähler","Rocky Beach, also mussten sie hier auch zu finden sein. Ansonsten schleppte","1"
"Erzähler","ihn seine Mutter von einer Sehenswürdigkeit zur nächsten und eines Tages","1"
"Erzähler","auch in ein Haus, das als eine der Hauptattraktionen von Rocky Beach","1"
"Erzähler","angesehen wurde. Da konnte Michael nur müde lächeln. Was gab es denn da","1"
"Erzähler","schon zu sehen? Nichts als einen leeren Sarg mit drei Totenköpfen darauf und","1"
"Erzähler","jede Menge leere Tresore.","1"
"REGIE","Stimmengewirr und Fotoknipsen. Im weiteren Verlauf der gesamten Szene hört man im","1"
"REGIE","Hintergrund Menschenstimmen und Knipsgeräusche von Fotokameras.","1"
"Margie","Mr. Jonathan Douglas Markels betrieb zu Lebzeiten ein erfolgreiches","1"
"Margie","Unternehmen zur Herstellung von Wand- und anderen Geheimtresoren. Kein","1"
"Margie","Wunder also, dass es in diesem Haus eine große Zahl von Tresoren gibt.","1"
"Margie","Nahezu hinter jedem Bild ist einer versteckt. Aber nun zu der außerordentlich","1"
"Margie","kostbaren Bronzeplastik im Nebenraum. Wenn sie mir bitte folgen wollen.","1"
"REGIE","Stimmengewirr tritt wieder in den Vordergrund","1"
"Michael","Mama, müssen wir das wirklich sehen? Hier ist doch nichts los, nur leere","1"
"Michael","Tresore.","1"
"Mrs. Cross","Und die chinesischen Vasen, Michael? Und die Bilder, ist das nicht toll? Sieh","1"
"Mrs. Cross","doch mal! Diese Vase dort!","1"
"Michael","Uralt!","1"
"Mrs. Cross","lacht Ja richtig! Uralt und unendlich wertvoll. Sie stammt aus dem alten China","1"
"Mrs. Cross","und wahrscheinlich gibt es davon nur ein einziges Exemplar auf der ganzen","1"
"Mrs. Cross","Welt. Jonathan Markels hat sein ganzes Vermögen in solchen Schätzen","1"
"Mrs. Cross","angelegt.","1"
"Michael","Finde ich trotzdem nicht doll!","1"
"Mrs. Cross","Und was sagst du zu dem berühmten Sarg dort? Es ist der weinende Sarg!","1"
"Mrs. Cross","Siehst du, die Totenköpfe darauf haben Tränen in den Augenhöhlen. Markels","1"
"Mrs. Cross","hat den Sarg schon lange vor seinem Tod gekauft. Er wollte unbedingt darin","1"
"Mrs. Cross","und in diesem Raum bestattet werden. Da steht es; Meine letzte Ruhestatt.","1"
"Michael","Sag mal, wieso fotografiert dieser Rotbart eigentlich jede Vase und jedes Bild?","1"
"Mrs. Cross","Lass ihn doch, wenn’s ihm Spaß macht.","2"
"Michael","Finde ich ja komisch. Ob der irgendwas plant?","2"
"Mrs. Cross","Irgendwas plant, wie meinst du das?","2"
"Michael","Na weist du, vielleicht ein Verbrechen. Wenn diese Vasen so wertvoll sind,","2"
"Michael","könnte er ja vorhaben, sie zu klauen.","2"
"Mrs. Cross","lacht Aber Michael, musst du schon wieder Detektiv spielen? Komm wir gehen","2"
"Mrs. Cross","weiter, ich möchte die anderen Bilder sehen.","2"
"REGIE","Schritte","2"
"Michael","Was wohl die drei Totenschädel auf dem Sarg zu bedeuten haben? Und die","2"
"Michael","Tränen, sieht unheimlich aus, oder?","2"
"Mrs. Cross","Das weiß ich leider auch nicht. Na, komm jetzt!","2"
"REGIE","Schritte; Stimmengewirr tritt in den Vordergrund","2"
"Michael","Wer ist das denn?","2"
"Mrs. Cross","Wer? Wen meinst du?","2"
"Michael","Na den dünnen Mann dort! Er hat ein Messer in der Hand.","2"
"Mrs. Cross","Ja, und? Das ist der Gärtner. Ich habe ihn vorhin im Garten gesehen. Er hat","2"
"Mrs. Cross","Rosen geschnitten.","2"
"Michael","Ich glaube, er hat was vor. Er sieht wirklich gefährlich aus. Mama, das ist…","2"
"REGIE","bricht den Satz ab","2"
"REGIE","schreit","2"
"Michael","Da ist was passiert! Schnell, wir müssen hin! Eine Frau hat geschrieen !","2"
"Michael","Komm Mama, schnell!","2"
"Mrs. Cross","amüsiert Aber Michael, hört das denn gar nicht auf mit deiner","2"
"Mrs. Cross","Detektivspielerei? Was soll schon sein, vielleicht ist sie gestolpert.","2"
"Frau","aufregt Sie sind weg! Meine Reiseschecks! Wie soll ich ohne Geld nach hause","2"
"Frau","kommen, alles weg! Ich bin bestohlen worden.","2"
"Mann","Augenblick Madam. Ich wollte sie vorhin schon darauf aufmerksam machen,","2"
"Mann","dass die Schecks aus ihrer offenen Handtasche heraushingen, aber sie äh…","2"
"Frau","unterbricht aufgeregt Das ist doch möglich! Mein Brillenetui, es ist auch weg!","2"
"Frau","Polizei! Rufen sie die Polizei! Sofort!","2"
"Margie","Bitte Madam beruhigen sie sich. Hier ist ihr Eigentum, die Brille und die","2"
"Margie","Schecks. Sie lagen dort hinten auf dem Fußboden. Kurze Pause Bitte.","2"
"Frau","Auf dem Fußboden? Ja, dann sind sie mir aus der Tasche gefallen. Ja,","2"
"Frau","Danke. Vielen Dank!","2"
"REGIE","Schritte, Stimmengewirr tritt in den Vordergrund","3"
"Michael","Sieht ganz so aus, als hätte diese Fremdenführerin, Margie oder wie sie heißt,","3"
"Michael","versucht, die Schecks zu klauen. Sie führt nicht nur die Leute durch das Haus,","3"
"Michael","sondern...","3"
"Mrs. Cross","unterbricht schroff Nun ist es aber genug Michael!","3"
"Margie","Bitte beruhigen sie sich. Es ist ja alles in Ordnung. Wenden wir uns diesem","3"
"Margie","wunderschönen Gemälde zu. Es ist ein Selbstbildnis von Mr. Markels, der zu","3"
"Margie","seinen Lebzeiten viel gemalt hat.","3"
"Michael","Klar hat er zu Lebzeiten gemalt, als Toter konnte er es ja nicht mehr.","3"
"REGIE","Musik","3"
"Erzähler","Plötzlich hatte Michael Glück. Er spürte das Gebrauchtwagencenter von Titus","3"
"Erzähler","Jonas auf. Er hatte gehört, dass fast alle Abenteuer der drei Fragezeichen von","3"
"Erzähler","diesem Schrottplatz aus ihren Anfang nahmen. Nun schob er sich vorsichtig","3"
"Erzähler","durch einen Berg aus Gerümpel auf die geheimnisvolle Zentrale zu.","3"
"REGIE","Der typische Schrottplatzlärm setzt ein und dient als Geräuschkulisse für die gesamte","3"
"REGIE","Szene","3"
"Michael","Hallo ihr drei!","3"
"Peter","Na, wie bist du denn hier hereingekommen?","3"
"Justus","Ganz einfacher Fall Peter. Aus dem gewählten Weg lässt sich mühelos den","3"
"Justus","Schluss ziehen, dass unser unangemeldeter Besucher Zugriff zu irgendeiner","3"
"Justus","Informationsquelle über uns hat. Das verschaffte ihm zwar Zugang zu uns,","3"
"Justus","aber nicht die nötigen Spezialkenntnisse um den erschwerten Weg durch","3"
"Justus","Tunnel II zu bewältigen. Alles klar?","3"
"Bob","Mann Just, kannst du nicht mal im Klartext sprechen?","3"
"Michael","Ihr seit die drei Detektive, stimmt’s?","3"
"REGIE","brummt zustimmend","3"
"Michael","Justus Jonas","3"
"REGIE","brummt zustimmend","3"
"Michael","führt fort Peter Shaw und Bob Andrews!","3"
"Justus","Aha, scharfsinnig ist er also auch noch.","3"
"REGIE","lacht","3"
"Michael","Ich bin Michael, Michael Cross! Es gibt ein geheimnisvollen Fall aufzuklären,","3"
"Michael","deshalb bin ich hier. Euer Scharfsinn ist gefragt.","3"
"Bob","Ach tatsächlich? Ja und worum geht’s dabei?","3"
"Michael","Um die Villa Markels. Ich glaube, da ist ein großer Diebstahl geplant. Ein","4"
"Michael","rotbärtiger Mann war dar und hat jede Kleinigkeit fotografiert. Auf die","4"
"Michael","Alarmanlagen hatte er es besonders abgesehen. Und dann war da noch ein","4"
"Michael","Mann mit einem Messer, angeblich der Gärtner. Die beiden könnten","4"
"Michael","Komplizen sein.","4"
"Justus","Die Villa Markels kennen wir. Jedes Schulkind in der Stadt kennt sie, weil eine","4"
"Justus","Führung durch das Haus zum Kunstunterricht gehört. [ Zustimmender Einwurf","4"
"Justus","von Peter] Klingt interessant was du da erzählst. Bob, Peter habt ihr Lust?","4"
"Justus","Heute Abend haben wir ja nichts besonderes vor.","4"
"Peter","Ja, einverstanden, aber ich finde Michael sollte noch ein bisschen über sich","4"
"Peter","erzählen.","4"
"Bob","Finde ich auch. Komm Michael, lass mal ein paar Infos raus.","4"
"REGIE","Musik","4"
"Erzähler","Als es dunkel geworden war, stahl sich Michael aus dem Haus, das er","4"
"Erzähler","zusammen mit seinen Eltern während der Ferien bewohnte. Die drei","4"
"Erzähler","Fragezeichen warteten vor der Villa Markels auf ihn. Gemeinsam umrundeten","4"
"Erzähler","sie das Haus, fanden schließlich ein offenes Fenster und stiegen ein.","4"
"Erzähler","Vorsichtig tasteten sie sich durch die Korridore, bereit sofort die Flucht zu","4"
"Erzähler","ergreifen falls die Alarmanlage losgehen sollte.","4"
"REGIE","Standuhr schlägt, Schritte","4"
"Michael","leise Da ist der Sarg mit den drei Totenköpfen. Vom Mondlicht beschienen.","4"
"Peter","leise Weist du eigentlich, dass man ein grässliches Stöhnen hört, wenn das","4"
"Peter","Mondlicht draufscheint?","4"
"Michael","leise Nein, davon hab ich nichts gehört.","4"
"Bob","leise Ist doch Quatsch! Der Mond scheint drauf, aber niemand stöhnt.","4"
"Michael","leise Aber, aber man sieht die Tränen ganz deutlich. Sie schimmern wie Glas.","4"
"Justus","flüsternd Pst, seid mal leise!","4"
"Bob","leise Was ist denn Just?","4"
"Justus","leise Es ist noch jemand im Haus. Hört doch mal!","4"
"REGIE","Schritte, Tür fällt zu","4"
"Michael","etwas lauter Hinter der Glastür! Jemand mit einem Schlapphut.","4"
"Bob","flüsternd Leise Michael, leise!","4"
"REGIE","Schritte; Tür knarrt; Schritte die sich langsam entfernen","4"
"Michael","etwas lauter Jetzt ist er weg.","4"
"Justus","etwas lauter Das war ein Einbrecher, ganz klar! Schnell nach draußen,","5"
"Justus","vielleicht sehen wir noch, wer das war, aber macht nicht so einen Lärm.","5"
"REGIE","Schritte","5"
"Peter","Das Fenster auf.","5"
