"Speaker","Text","Page"
"REGIE","Die   drei   ???    – Das    Auge      des   Drachen","1"
"REGIE","- Hörspielskript von LaFlamme -","1"
"REGIE","*Theme Song*","1"
"REGIE","*Vogelgezwitscher*","1"
"Peter","Shaw:  ""Mmmmm, na herrlich Kollegen. *gähnend* Endlich mal nichts tun und","1"
"Peter","nur den Bauch in die Sonne halten.""","1"
"Bob Andrews","""Ja, toll.""","1"
"Justus","Jonas: *lacht*","1"
"Peter","""Wer hätte gedacht dass ich das noch mal mit euch erlebe. Ein ganz","1"
"Peter","normaler Sommertag.""","1"
"Bob","""Mhmmmmm.""","1"
"Peter","""Picknick im Wald, keine Aufregung, kein Stress…""","1"
"Justus","""Keine Tante Mathilda.""","1"
"Peter","*lacht* ""…kein neuer Fall, der mir die Nerven raubt…""","1"
"Bob","""Jaaaa.""","1"
"Peter","""…keine verschwundenen Schätze, irgendwelche","1"
"Peter","Geistererscheinungen, keine gruseligen Häuser mit finsteren Kellern und","1"
"Peter","noch finstereren Geheimnissen…""","1"
"Bob","""Jaja, du sprichst mir aus der Seele, Peter. Ganz einfach Ruhe und","1"
"Bob","Frieden, und Sonne, da ist die Sonne, und Kirschkuchen.""","1"
"REGIE","*lacht*","1"
"Bob","""Aaaaaah, wunderbar.""","1"
"Peter","""Ja.""","1"
"Emily","Silverstone: *schreit laut*","1"
"Emily","Die Fragezeichen: *erschrecken*","1"
"REGIE","*ein Vogel schreit*","1"
"Peter","""Was war denn das?""","1"
"Justus","""Da… da schreit ein Kind!""","1"
"Peter","""Ja.""","1"
"Emily","""Hilfe!""","1"
"Bob","""Das kommt von dort. Das kommt von dort, los, hin!""","1"
"Peter","und Justus: ""Ja.""","1"
"Bob","""Hier lang.""","1"
"REGIE","*laufende Schritte*","1"
"Justus","""Da! Da ist ein Mädchen!""","1"
"REGIE","*weint*","2"
"Bob","""Ja.""","2"
"Emily","""Lasst mich!""","2"
"Peter","""Was?""","2"
"Bob","""Wir tun dir doch nichts, keine Angst, wir wollen dir helfen. Was ist denn","2"
"Bob","los, bist du verletzt?""","2"
"Emily","""Ja.""","2"
"Bob","""Was hast du denn?""","2"
"Justus","""Lass mich mal kurz sehen.""","2"
"Peter","*stotternd* ""Der Kratzer auf der Stirn.""","2"
"REGIE","*weint*","2"
"Justus","""Ah, ist nicht so schlimm. Sag mal, wie ist denn das passiert? War das","2"
"Justus","eine Katze?""","2"
"Emily","""Es, es war ein Drache. Ein Drache hat mich angegriffen.""","2"
"Justus","""Was?""","2"
"Bob","""Wie bitte?""","2"
"Justus","""Ein Drache?""","2"
"Emily","""Er… er ist… ist gerade in die Bäume geflogen. Es tut so weh. Seid ihr","2"
"Emily","Trolle?""","2"
"Justus","*ungläubig* ""Bitte?""","2"
"Bob","""Was?""","2"
"REGIE","*lacht*","2"
"Justus","""Trolle?""","2"
"Bob","*lacht* ""Justus vielleicht.""","2"
"Peter","*lacht* ""Ja.""","2"
"Emily","""Habt ihr den Drachen geschickt? Oder habt ihr ihn verjagt?""","2"
"Peter","""Sie ist schon verwirrt.""","2"
"Bob","""Ja.""","2"
"Peter","""Hör mal, Kleine. Wie heißt du?""","2"
"Emily","""Emily. Emily Silverstone.""","2"
"Peter","""Emily Silverstone, aha.""","2"
"Justus","""Also, Emily, du blutest ein bisschen. Es ist nicht schlimm, aber wir","2"
"Justus","wollen ja nicht dass sich der Kratzer entzündet, na? Ein Stückchen","2"
"Justus","durch den Wald Richtung Straße ist ein Haus, dort können wir dich","2"
