"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei    ???    -  Der    Mann       ohne     Kopf","1","0"
"REGIE","Hörspielskript von Janet -","1","0"
"REGIE","Anmerkung: Monique Carrera spricht die ganze Folge über mit ihrem Akzent. Dadurch ist ihre","1","0"
"REGIE","Aussprache teilweise eigentlich fehlerhaft; ihr Text hier wurde jedoch leicht abgeändert,","1","0"
"REGIE","sodass die Wörter und die Grammatik stimmen.","1","0"
"REGIE","[Titelmusik]","1","0"
"REGIE","[Geschüttel]","1","0"
"Bob","So, jetzt pass mal schön auf, Peter!","1","4"
"Peter","Ja, dann mach mal!","1","3"
"Bob","Jetzt kommt der Obersechserpasch; was ist das?!","1","4"
"Peter","[lachend] Das ist kein Sechserpasch!","1","3"
"Bob","Das ist fast ein Sechserpasch!","1","4"
"Peter","Ja, oke, fast ist aber nicht... [entrüstet] Heey, hey! Welcher Idiot hämmert","1","3"
"Peter","denn da gegen unsere Wohnwagentür?","1","3"
"Bob","Ja, sieh nach, dann weißt du's!","1","4"
"REGIE","[Tür wird geöffnet]","1","0"
"Jeffrey","Uuuuuuh!","1","556"
"Die drei ???","[erschrocken] Aaaaah!","1","-1"
"Jeffrey","[mit tiefer Stimme] Ich bin Norman Hammley, der Kopflose, und lade euch","1","556"
"Jeffrey","ein zu einer Audienz ins Planet Evil!","1","556"
"Peter","[geschockt] Boah, Jeffrey! Mensch, du hast mich ja erschreckt! Hämmerst","1","3"
"Peter","wie 'n Irrer gegen die Tür und machst hier einen auf Dämon! Hast du sie","1","3"
"Peter","noch alle?!","1","3"
"Justus","Peter, willst du unseren Gast nicht erstmal hereinbitten, bevor du ihm den","1","2"
"Justus","Kopf abreißt?","1","2"
"Jeffrey","Ein vernünftiger Vorschlag.","1","556"
"Justus","Apropos Kopfabreißen: Hatte es mit deiner Begrüßung [ahmt Stimme","1","2"
"Justus","nach] ""Ich bin Norman Hammley, der Kopflose"" eine tiefere Bedeutung","1","2"
"Justus","oder wie darf man deinen spektakulären Auftritt interpretieren?","1","2"
"Jeffrey","Deiner Frage ist deutlich zu entnehmen, dass das Stadtgespräch, das","1","556"
"Jeffrey","spätestens seit gestern Nacht ganz Rocky Beach beschäftigt, noch nicht","1","556"
"Jeffrey","zu euch durchgedrungen ist?!","1","556"
"Peter","Ne?","2","3"
"Justus","Wie?","2","2"
"Bob","Na, dann lass mal die Katze aus dem Sack!","2","4"
"Jeffrey","Den Planet Evil Club kennt ihr doch sicher, oder?","2","556"
"Peter und Bob","Joa... jaaah...","2","-1"
"Justus","Falls du damit die Diskothek meinst, die letztes Jahr in Rocky Beach","2","2"
"Justus","eröffnet hat; die ist mir ein Begriff. Obwohl ich zugeben muss, die","2","2"
"Justus","Örtlichkeit noch nicht besucht zu haben; das Tanzen gehört schließlich","2","2"
"Justus","nicht zu meinen größten Hobbies.","2","2"
"Peter","[lacht] Ja, kann man wohl sagen!","2","3"
"Bob","Dem kann ich mich nur anschließen. Ja und außerdem ist mir mal zu","2","4"
"Bob","Ohren gekommen, dass die ein unverschämt hohes Eintrittsgeld","2","4"
"Bob","verlangen!","2","4"
"Peter","[zustimmend] Ja! Dreißig Dollar, wenn mich nicht alles täuscht.","2","3"
"Bob","Huu! Dreißig Dollar?!","2","4"
"Peter","Dreißig, ja!","2","3"
"Jeffrey","Is' ne Menge Schotter.","2","556"
"Bob","Ne Frechheit!","2","4"
"Jeffrey","Und trotzdem hab ich mir den Schuppen letzte Nacht mal angesehen; war","2","556"
"Jeffrey","sozusagen ein Pflichtbesuch, nachdem mir meine Freunde von dem","2","556"
