"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei   ???  und   die  bedrohte      Ranch","1","0"
"REGIE","- Hörspielskript von Stoertebeker -","1","0"
"REGIE","Titelmusik","1","0"
"Erzähler","Ein Luxuswagen blockierte die Einfahrt der Firma Titus Jonas und ein","1","574"
"Erzähler","älterer Herr mit eisgrauen Haaren stolzierte zwischen dem Trödelkram auf dem Platz","1","574"
"Erzähler","herum, auf dem Justus Jonas und Patrick arbeiteten. Er machte einen recht","1","574"
"Erzähler","friedlichen Eindruck bis Patrick ihn ansprach und ihm Hilfe anbot.","1","574"
"Erzähler","Der typische Schrottplatzlärm, Schritte","1","574"
"Patrick","Entschuldigen sie Sir, ihr Wagen versperrt die Einfahrt. Ist es ihnen recht,","1","81"
"Patrick","wenn ich ihn zur Seite fahre?","1","81"
"Mr. Barron","erregt Wag ja nicht dieses Auto anzufassen, sonst zieh ich dir mit der","1","254"
"Mr. Barron","Reitpeitsche eins über!","1","254"
"Patrick","Gleich kommt ein Lastwagen mit Bauholz an. Der kommt an ihrem Wagen","1","81"
"Patrick","nicht vorbei, wenn ich ...","1","81"
"Mr. Barron","unterbricht unfreundlich Du hast an meinem Wagen nicht verloren.","1","254"
"Mr. Barron","Ich habe es gründlich satt, dass Idioten sich an meinem Eigentum vergreifen!","1","254"
"Patrick","erbost Idioten? Ich? Oh, da kommt der Chef, Mr. Jonas!","1","81"
"Patrick","Schritte","1","81"
"Titus Jonas","Mr. Barron, sie sind uns als Kunde willkommen, aber es steht ihnen","1","-1"
"Titus Jonas","nicht zu meine Mitarbeiter zu beleidigen! Wenn sie nicht wollen, dass Patrick ihren","1","-1"
"Titus Jonas","Wagen wegfährt, müssen sie es selbst tun. Aber ein bisschen fix, mein Lastwagen","1","-1"
"Titus Jonas","kommt schon!","1","-1"
"Mr. Barron","Was fällt ihnen ein! Ich denke gar nicht daran!","1","254"
"Mr. Barron","Schritte","1","254"
"Mrs. Barron","Charles, was ist denn?","1","255"
"Mr. Barron","Der Wagen. Dieser Mensch wollte sich an meinem Eigentum","1","254"
"Mr. Barron","vergreifen.","1","254"
"Mrs. Barron","Ach, ich versteh schon. Bitte Charles fahr den Wagen zur Seite, es","2","255"
"Mrs. Barron","wäre schade, wenn er beschädigt wird.","2","255"
"Mrs. Barron","Ein Hund bellt; der typische Schrottplatzlärm","2","255"
"Mr. Barron","Also gut, das will ich natürlich auch nicht.","2","254"
"Mr. Barron","Eine Autotür fällt zu. Motorengeräusch eines Autos","2","254"
