"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei  ???   und   der  verschwundene          Schatz","1","0"
"REGIE","-Hörspielskript von Pyramus -","1","0"
"REGIE","Titelmusik","1","0"
"Erzähler","Als in Rocky Beach eine Ausstellung kostbarer Edelsteine und Schmuckstücke","1","574"
"Erzähler","stattfand, ließen die drei Detektive sich dieses Ereignis schon deshalb nicht","1","574"
"Erzähler","entgehen, weil die ausgestellten Kostbarkeiten mit ungewöhnlichem Aufwand","1","574"
"Erzähler","gesichert wurden.","1","574"
"REGIE","Schritte, Stimmen","1","0"
"Justus","Die Kollektionen sind Millionen wert.","1","2"
"Bob","Allein schon dieser Gürtel. Was der wert ist?","1","4"
"Peter","Welcher, Bob?","1","3"
"Bob","Der da drüben in der Vitrine an der Treppe, Peter. In der Zeitung stand, dass er","1","4"
"Bob","über 6 Kilo wiegt.","1","4"
"REGIE","(erstaunen)","1","0"
"Bob","Früher war er im Besitz des japanischen Kaiserhauses.","1","4"
"Justus","Wenn den jemand stehlen würde ...","1","2"
"Peter","Na, das kann niemand, Justus. Bei den Sicherheitseinrichtungen ist das","1","3"
"Peter","unmöglich.","1","3"
"Bob","Wer weiß?","1","4"
"REGIE","eilige Schritte","1","0"
"Rawley","Lasst mich mal vorbei, Jungs.","1","169"
"REGIE","(Entrüstung)","1","0"
"REGIE","(Entrüstung)","1","0"
"Justus","Bitte.","1","2"
"Bob","Wer war das denn?","1","4"
"Peter","Keine Ahnung. He, seht mal. Die Pfadfinder sind auch da.","1","3"
"Bob","Die überlegen vielleicht, ob ein Kunstraub die gute Tat des Tages sein könnte.","1","4"
"REGIE","allgemeines Lachen der Drei","1","0"
"Justus","(belustigt) Hör bloß auf Bob.","1","2"
"REGIE","Schritte","2","0"
"Mr. Frank","Hob, da hätte ich euch zwei ja fast umgerannt. Entschuldigung.","2","170"
"Justus","(leicht lachend) Oh, guten tag, Mr. Frank.","2","2"
"Mr. Frank","Ach, das ist ja Justus. Das Pummelchen von unserem gemeinsamen Film. Na,","2","170"
"Mr. Frank","so was. Aber ein Pummelchen bist du jetzt nicht mehr.","2","170"
"Peter","(spitz) Finden Sie?","2","3"
"REGIE","(fast wütendes Schnauben)","2","0"
"REGIE","(lacht)","2","0"
"Bob","Sei doch nicht so gehässig Peter.","2","4"
"Mr. Frank","Ich würde gerne mit dir noch ein bisschen plaudern, aber es ist Zeit für meinen","2","170"
"Mr. Frank","Auftritt.","2","170"
"Justus","Was für ein Auftritt?","2","2"
"Mr. Frank","Ja, passt nur auf. Das gibt ein riesen Spaß. Da ist der Aufseher. Den muss ich","2","170"
"Mr. Frank","auf mich aufmerksam machen.","2","170"
"REGIE","Schritte","2","0"
"Mr. Frank","Oh, Herr Inspektor.","2","170"
"Wachmann","Ja? Was ist denn?","2","41"
"Mr. Frank","Mir ist so schlecht. Äh, bitte, kann ich etwas Wasser haben?","2","170"
"Wachmann","Wasser? Aber ja doch.","2","41"
"Mr. Frank","Ach ja, das ist ...","2","170"
"Wachmann","Was ist denn das?","2","41"
"Mr. Frank","Was denn? Ach ...","2","170"
"REGIE","leichtes Geklimper","2","0"
"Wachmann","Ein Edelstein. Warten Sie mal. Nein, bleiben Sie hier!","2","41"
"Mr. Frank","Ich werde ...","2","170"
"Wachmann","Alarm!","2","41"
"Mr. Frank","Lassen Sie mich los!","2","170"
"Wachmann","Alarm!","2","41"
"Wachmann","Pfeifen, Musik setzt ein, Schritte, Stimmen: ""Ein Überfall""","3","41"
"Wachmann","Zwei Mann zum Mittelkasten. Schnell.","3","41"
"REGIE","heftiges Scheibengeklirr, Stimmengewirr, Schreie","3","0"
"Peter","Justus. Bob. Ein Überfall auf die Juwelen.","3","3"
"Bob","Da! Alarm.","3","4"
