"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei ???  - Nacht   der Tiger  (159)","1","0"
"REGIE","+++ Hörspielskript von Markus L. +++","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Schrottplatzgeräusche; Schritte","1","0"
"Bob","(mit Bauchredner-Stimme) Jetzt bist du dran Kleiner! (Die drei Fragezeichen","1","4"
"REGIE","lachen)","1","0"
"Peter","Das is' ja unglaublich Bob. Mach das nochmal!","1","3"
"Bob","Ja, OK! (mit Bauchredner-Stimme) Von diesem Schrottplatz gibt es kein","1","4"
"Bob","Entrinnen mehr. (Die drei Fragezeichen und Tante Mathilda lachen)","1","4"
"Tante Mathilda","(lachend) Also mich gruselt es ja richtig Junge.","1","13"
"Justus","Klingt wie Gollum.","1","2"
"Tante Mathilda","Sag mal, wann hast du das denn gelernt? Und, na, sag mal, wie geht das","1","13"
"Tante Mathilda","denn?","1","13"
"Bob","Ja, also, i... ich bin doch in diesem... in diesem Varietee-Kurs Misses Jonas,","1","4"
"Bob","ja?","1","4"
"Tante Mathilda","Ah!","1","13"
"Bob","Und, äh, jeder von uns muss ein Kunststück erarbeiten, das sich auf einer","1","4"
"Bob","echten Bühne aufführen ließe.","1","4"
"Tante Mathilda","Aha!","1","13"
"Bob","Ja, und da ist mir plötzlich wieder dieser Mister Hugo Asmodi eingefallen.","1","4"
"Justus","Der Bauchredner aus dem Fall mit der singenden Schlange.","1","2"
"Bob","Genau der.","1","4"
"Tante Mathilda","Das is' ja toll.","1","13"
"Onkel Titus","Hört sich toll an Bob. Richtig professionell.","1","73"
"Peter","Da kann unser Dritter auf einmal bauchreden. (Bob lacht)","1","3"
"Justus","Ja, äh, wobei der Begriff ""bauchreden"" eine missverständliche Vorstellung von","1","2"
"Justus","den tatsächlichen anatomischen und physikalischen Vorgängen vermittelt,","1","2"
"Justus","denn... (Bob stöhnt) keiner der Laute wird bei dieser Art zu sprechen im","1","2"
"Justus","Bauchraum erzeugt.","1","2"
"Bob","Ganz genau.","1","4"
"Justus","Man unterscheidet grob die sogenannten Kiefer- und Lippenlaute und die damit","1","2"
"Justus","verb...","1","2"
"Peter","(unterbricht) Ja, nun gönn Bob doch seinen Auftritt Erster...","2","3"
"Justus","Was?","2","2"
"Peter","...und raub uns nicht gleich wieder alle Illusionen.","2","3"
"Justus","Ich wollt es doch nur erklären.","2","2"
"Peter","Weißt du was der Arzt nach deiner Geburt zu deiner Mutter gesagt hat?","2","3"
"Justus","Ich höre?","2","2"
"Peter","Gratuliere Misses Jonas! Sie haben soeben ein acht Pfund schweres Lexikon","2","3"
"Peter","zur Welt gebracht. (allgemeines Gelächter)","2","3"
"Onkel Titus","Sehr lustig!","2","73"
"Justus","(genervt ironisch) Ha, ha! Sehr witzig!","2","2"
"REGIE","Zwischenmusik","2","0"
"Erzähler","Es war bereits kurz nach Mitternacht als Justus von seiner Tante unsanft aus","2","574"
"Erzähler","dem Schlaf gerissen wurde. (Tür wird geöffnet; Schritte; Bettzeug raschelt)","2","574"
"Tante Mathilda","Justus! Justus! Aufwachen Junge! Justus, wach auf! Bitte!","2","13"
"Justus","(stöhnt verschlafen) Tante Mathilda!","2","2"
"Tante Mathilda","Ja!","2","13"
"Justus","Was... was... was is' los?","2","2"
"Tante Mathilda","Komm! Da draußen ist wer.","2","13"
"Justus","Was? Wo is' wer? Wer... w... wer is' wo?","2","2"
"Tante Mathilda","Ja, da draußen auf dem Schrottplatz.","2","13"
"Justus","Was?","2","2"
"Tante Mathilda","Da ist ein Einbrecher.","2","13"
"Justus","Was?","2","2"
"Tante Mathilda","Ja! Titus hat schon die Polizei gerufen. Sie müsste jeden Moment da sein.","2","13"
"Tante Mathilda","Komm! Ja, komm!","2","13"
