"Speaker","Text","Page"
"REGIE","Die   drei    ???    (85)    - Feuerturm","1"
"REGIE","- Hörspielskript von Jwl39 –","1"
"Chris","Hi, seid ihr die drei Fragezeichen?","1"
"Justus","Ja.","1"
"Chris","Ich soll euch diesen Umschlag hier geben.","1"
"Bob","Von wem ist der denn?","1"
"Chris","Ein Mann hat ihn mir vorhin gegeben.","1"
"Justus","Wie heißt du denn?","1"
"Chris","Chris.","1"
"Peter","Und was hat der Mann zu dir gesagt?","1"
"Chris","Dass er nicht selbst zu euch kommen könnte.","1"
"Justus","Sieh dich doch mal um. Vielleicht beobachtet er uns ja gerade. Siehst du ihn","1"
"Justus","irgendwo?","1"
"Chris","Ne, er ist nicht mehr da.","1"
"Peter","Ist es vielleicht der Typ da, der gerade zu uns herüber sieht?","1"
"Chris","Der verrückte Mike? Der doch nicht!","1"
"Chris","Beach.","1"
"Peter","Der taucht doch immer am Strand auf und verwickelt die Leute in komische","1"
"Peter","Gespräche.","1"
"Bob","Aber er ist schon in Ordnung.","1"
"Justus","Stimmt. Also Chris, danke für den Brief.","1"
"Chris","Schon klar. Ich geh dann mal, macht’s gut!","1"
"Peter","Ja, selber","1"
"Bob","Nun mach doch mal den Umschlag auf Just.","1"
"Peter","Was machst du denn? Nun mach ihn doch auf.","1"
"Justus","Ich bin dafür dieses Vorhaben auf später in unsere Zentrale zu verschieben.","1"
"Justus","Jetzt ist erst einmal Badespass angesagt Kollegen!","1"
"Bob","Also dann, rein in die Fluten!","1"
"Alle","Ja!!!","1"
"Erzähler","Erst am Abend trafen die drei Detektive von ihrem Badetag am Meer in der","2"
"Erzähler","Zentrale ein.","2"
"Peter","Mach das Ding doch endlich auf Just.","2"
"Justus","Ja doch.","2"
"Bob","Na, na, und was ist denn drin?","2"
"Justus","Ein weiterer Umschlag.","2"
"Bob","Weiterer Umschlag?","2"
"Bob","Herren! Wie sie sehen liegt diesem Schreiben ein Brief bei. Bitte öffnen sie","2"
"Bob","ihn nicht. Es wäre gefährlich. Da ich bedroht werde, kann ich dieses","2"
"Bob","Schreiben nicht selbst überbringen. Es enthält eine, für eine bestimmte","2"
"Bob","Person sehr wichtige Botschaft. Diese Person ist in Gefahr. Der Name des","2"
"Bob","Empfängers ist gleichzeitig das Kennwort! Jonny. Treffpunkt ist Carey Street","2"
"Bob","Ecke Arden Street, heute Abend 19 Uhr.","2"
"Peter","Wie bitte? 19 Uhr? Es ist schon 20 Uhr durch! Na bravo Just! Deshalb","2"
"Bob","Nun hör doch auf Peter! Das konnte Justus doch nun wirklich nicht wissen!","2"
"Bob","Lies mal weiter Just.","2"
"Justus","Meine Herren, sie stehen in dem Ruf ein erfolgreiches Detektivbüro zu","2"
"Justus","führen und ich setze auf ihre Diskretion und Zuverlässigkeit. Bei gelungener","2"
"Justus","Übergabe werde ich mich selbstredend kenntlich erweisen.","2"
"Justus","Hochachtungsvoll, der Absender.","2"
"Peter","Was machen wir jetzt?","2"
"Justus","Ist doch ganz einfach. Da der Übergabetermin verstrichen ist, öffnen wir den","2"
"Justus","Umschlag.","2"
"Peter","Und? Ja was ist drin?","2"
"Justus","Häh? Hört euch das an Kollegen: Jonny, ich weiß du magst mich nicht, aber","2"
"Justus","jetzt bist du mich ja los und mein Zeug magst du auch nicht. Trotzdem bist","2"
"Justus","du so scharf darauf wie alle, und einer von euch wird es bekommen, das","2"
"Justus","große Finale. Ich verschenke es und zwar an den, der es zuerst findet und","2"
"Justus","zu Notar Pallister bringt. Hier ist der erste Hinweis: Du weißt der Prinz muss","2"
"Justus","sich verstecken denn Charly der Schlächter ist hinter ihm her. Du weißt er","2"
"Justus","hatte ihm viel versprochen und ihn in eine Falle gelockt. Zum Glück findet","2"
"Justus","der Prinz eine alte Hütte im geschützten Königreich. Etwas Geld hat er","2"
"Justus","gerettet und er versteckt es im Rauchabzug. Doch sein Herz sehnt sich","2"
