"Speaker","Text","Page"
"REGIE","Die   drei  ???","1"
"REGIE","und  die gefährliche   Erbschaft","1"
"REGIE","Höspielskript von Graf Zahl","1"
"REGIE","Titelmusik","1"
"Erzähler","Bob Andrews war gerade dabei, ein Protokoll zum letzten erfolgreich ausgeführten","1"
"Erzähler","Auftrag anzufertigen, als sein Vater zu ihm ins Zimmer kam.","1"
"REGIE","Klappern einer mechanischen Schreibmaschine","1"
"REGIE","Poltern","1"
"Mr. Andrews","Na, würde es dir und deinen Detektivkollegen Spaß machen, ein Riesenvermögen zu","1"
"Mr. Andrews","finden – und auch zu behalten?","1"
"REGIE","Schreibmaschinengeräusche hören auf","1"
"Bob","Hoppla, ist das dein Ernst, Papa? Jemand hat etwas wertvolles verloren und wir sollen","1"
"Bob","es wiederfinden?","1"
"Mr. Andrews","Nicht verloren, sondern versteckt. Sogar Euer hochgeschätzter Alfred Hitchcock hat","1"
"Mr. Andrews","damit zu tun. Hier, lies.","1"
"REGIE","Rascheln","1"
"Bob","Danke, Papa. Blättern (liest vor) Reicher Sonderling fordert zum Wettstreit auf. Wer","1"
"Bob","sein Erbe findet, darf es behalten. Das ist 'n Ding, Papa!","1"
"Mr. Andrews","Lies weiter, Bob.","1"
"Bob","Dazu der Anwalt der Hinterbliebenen: ""Völlig absurdes Testament."" Der Einsiedler","1"
"Bob","Marcus Towne, auch Dingo genannt, der am vergangenen Sonntag in Rocky Beach","1"
"Bob","verstarb, hat allem Anschien nach sein gesamtes Vermögen demjenigen hinterlassen,","1"
"Bob","der es aufzufinden vermag.","1"
"Mr. Andrews","Das ist doch was für Detektive, oder?","1"
"Bob","Die Bombe platze gestern, rascheln als Mr. Townes langjähriger Freund John Dillon","1"
"Bob","bei der Testamentseröffnung mit dem von ihm vorgelegten letzten Willen für eine","1"
"Bob","Überraschung sorgte. Mr. Roger Callow von der hiesigen Anwaltskanzlei Sink &","1"
"Bob","Waters erklärte den bislang geheimgehaltenen letzten Willen als Beweis dafür, dass","1"
"Bob","Mr. Towne bei der Niederschrift bereits geistig umnachtet war.","1"
"Mr. Andrews","Ein starkes Stück.","1"
"Bob","Mr. Callow erklärte, er wisse, daß ein rechtsgültiges Testament existiere, worin das","1"
"Bob","Gesamtvermögen der Schwiegertochter und dem Enkel vermacht werde.","1"
"Mr. Andrews","Nun?","1"
"Bob","rascheln Moment noch, Papa. Die für alle überraschend aufgetauchten,","1"
"Bob","handschriftlich abgefassten letzen Willens wurde jedoch von Mr. Dillon und einer","1"
"Bob","guten Bekannten des Verstorbenen, Mrs. Sadie Jingle einwandfrei bezeugt.","1"
"Bob","Mann, das ist ja phantastisch! Darf ich das Peter und Just zeigen, Papa?","1"
"Mr. Andrews","Du darfst. Und nimm diese auch noch mit. rascheln Da ist das ganze Testament","1"
"Mr. Andrews","abgedruckt.","1"
"Bob","Danke, Papa!","2"
"REGIE","Musik","2"
"Erzähler","Kurz darauf trafen sich die drei Detektive in der Zentrale auf dem Schrottplatz der","2"
"Erzähler","Firma Titus Jonas Gebrauchtwarenhandel zu einer Besprechung. Justus Jonas, der","2"
"Erzähler","Erste Detektiv, las das Testament laut vor.","2"
"REGIE","Die typischen Schrotplatzgeräusche","2"
"REGIE","Blacky","2"
"Justus","Ich, Marcus Towne, der ich im Gegensatz zur Mehrzahl meiner Zeitgenossen im","2"
"Justus","Vollbesitz meiner geistigen Kräfte bin, sehe nicht ein, weshalb ich mein Vermögen","2"
"Justus","trägen, habgierigen und nichtsnutzigen Leuten, die mein Geld mehr schätzen als mich","2"
"Justus","selbst, hinterlassen sollte.","2"
"Peter","(amüsiert) Das sind harte Worte.","2"
"Bob","Ja, laß mal, Peter. Bitte lies weiter, Just.","2"
"Justus","Deshalb vermache ich in diesem meinem letzten Willen und Testament meiner","2"
"Justus","Schwiegertochter, meinem Enkel, meiner Nichte und meinem Neffen jeweils den","2"
"Justus","Betrag von einem Dollar.","2"
"Peter","(amüsierter Laut)","2"
"Justus","Den Rest meiner Habe vererbe ich ohne jegliche Einschränkung demjenigen, der","2"
"Justus","meinen Schatz zu finden vermag.","2"
"Bob","Und jetzt kommt's ...","2"
"Justus","Als Hilfe für die einigermaßen Intelligenten hinterlasse ich diese Folge von Rätseln.","2"
"Justus","Wer kann, löse sie. Er wird den Schatz finden.","2"
"Peter","Na, mit den Intelligenten kann er eigentlich nur uns meinen. (lacht)","2"
"Justus","Wo der Windhund1 haust, das beschirmte Auge Rechts: zum Billabong. Über Holz,","2"
"Justus","über Holz, über Stein – droben Knall & Fall und die Abfahrt vom Freund. Zähl und lies","2"
"Justus","bis zehn, und Stop bei T.","2"
"Peter","(lachend) Das hört sich kompliziert an.","2"
"Justus","Wie hinein, so heraus. Ha! So siehst du aus!","2"
"Peter, Bob","(lachen)","2"
"Justus","Es blinkt der Panzer, doch wo ist das Schwert? Trotzdem, immer der Nase nach.","2"
"Justus","Aber2 hier hat die bessere Hälfte das sagen. Raus, wenn du kannst! In die Falle","2"
"Justus","gelockt ... Über fünfhundert gebietet die Königin. Na dann gute Nacht! Der Segen","2"
"Justus","kommt von oben. Wer hätte gedacht, daß der alte Mann noch so viel Geld in sich","2"
"Justus","hätte? Der Würfel muß rollen. Sechs oben, Eins unten, und alles ist dein!","2"
"Justus","Zu Testamentsvollstreckern ernenne ich: John Dillon, der mich schätzt; Sink &","2"
"Justus","Waters, die Geld und Gut schätzen; Alfred Hitchcock, der das Geheimnis schätzt.","2"
"Peter","(pfeift, ratlos) Mann, das ist schon eine geheimnisvolle Erbschaft.","2"
"Justus","Ja.","2"
"Justus","1 im Buch: Wildhund","2"
"Justus","2 im Buch: Ab","2"
"Peter","Nichts als Rätsel. Na, ist das denn nun ernst gemeint oder nicht?","3"
"Justus","Das ist echt. Aber – ob so ein Testament gültig ist?","3"
"Bob","Vielleicht weiß Mr. Hitchcock, ob das Testament gültig ist.","3"
"Justus","Ja, ein glänzender Einfall! Ich ruf' ihn gleich an. Paßt auf, ich schalte auf Lautsprecher","3"
"Justus","um, damit ihr mithören könnt.","3"
"REGIE","Wählscheibe","3"
"Justus","So. (hustet)","3"
"Hitchcock","(schlecht gelaunt) Hitchcock!","3"
"Justus","Justus Jonas. Entschuldigen Sie bitte die Störung, Mr. Hitchcock. Ich rufe wegen","3"
"Justus","eines Testaments an, das ....","3"
"Hitchcock","(schlecht gelaunt) Das darf doch wohl nicht wahr sein! Muß mir denn alle Welt damit","3"
"Hitchcock","auf die Nerven gehen? Dieser verrückte Kerl hatte überhaupt kein Recht, meinen","3"
"Hitchcock","Namen zu nennen. Ich kannte den alten Halunken ja kaum.","3"
"Justus","Gewiß, Sir. Aber ... wir man so was anerkennen?","3"
"Hitchcock","(schlecht gelaunt) Anerkennen? Ja, zum Kuckuck, es ist voll rechtsgültig. Du kannst ja","3"
"Hitchcock","deine Zeit mit dieser Idiotie verschwenden, aber meine eigene Zeit ist mir dafür zu","3"
"Hitchcock","kostbar!","3"
"REGIE","Auflegen des Hörers","3"
"Peter","Wumm!","3"
"Bob","(räuspern)","3"
"REGIE","Auflegen des Hörers","3"
"Peter","Na, der ist stinksauer. Aber die Idee war dennoch gut.","3"
"Bob","Marcus Towne war doch nur ein verrückter Kauz, und das Geld kriegen am Ende doch","3"
"Bob","die rechtmäßigen Erben.","3"
"Justus","Aber merkt ihr denn nichts? Erst müssen noch die Rätsel gelöst werden","3"
"REGIE","Telefonklingeln","3"
"REGIE","Abheben des Hörers","3"
"Justus","Justus Jonas von den drei ...","3"
"Justus","Hitchock Verdammt nochmal! Womöglich ist das ein Fall für euch Lausejungen. (lacht) Ich habe","3"
"Justus","soeben erfahren, dass die Familie sich bereits eingeschaltet hat. Das Testament wird","3"
"Justus","mit Sicherheit aufgehoben und die Hinterbliebenen machen sich Sorgen, ja. Ich habe","3"
"Justus","deshalb eure Dienste angeboten.","3"
"Justus","Sorgen, Sir? Worüber denn Sorgen?","3"
