"Speaker","Text","Page"
"REGIE","Die    drei     ???","1"
"REGIE","und     der     Teufelsberg","1"
"REGIE","- Hörspielskript von Mike Hall -","1"
"REGIE","Titelmusik","1"
"Erzähler","Peter, Justus und Bob kauerten auf einem langgestreckten Bergrücken,","1"
"Erzähler","in einem abgelegenen Bereich der Mendoza-Ranch. Nur etwa 100","1"
"Erzähler","Meter landeinwärts von der Pazifikküste. Ein unheimliches Heulen","1"
"Erzähler","erfüllte die Nacht.","1"
"Erzähler","Hintergrund: Im Freien - Wind - Nacht- Unheimliches Heulen - verschiedene Tierlaute","1"
"Peter","(ängstlich) Da, hört doch! Es fängt wieder an. Unheimlich dieses","1"
"Peter","Heulen. Na, ich kann es den Cowboys von der Ranch nicht verkneifen,","1"
"Peter","dass sie nicht mehr hier bleiben wollen.","1"
"Bob","Vielleicht kommt es von dem Leuchtturm her, den wir unterwegs","1"
"Bob","gesehen haben. Ein Echo vom Nebelhorn oder sowas.","1"
"Justus","Nein, Bob. Also ich glaub das nicht. Der Klang ist ganz anders als bei","1"
"Justus","einem Nebelhorn. Und außerdem haben wir heute Abend keinen Nebel.","1"
"REGIE","Schritte","1"
"Bob","Was könnte es dann - äh? Hey, wo willst du hin, Justus? Weißt du was","1"
"Bob","Justus vor hat, Peter?","1"
"Peter","Ach, keine Ahnung. (kurze Pause) Jetzt bleibt er stehen.","1"
"Bob","Nun geht er dort drüber hin. (laut) Soll das ein längerer Spaziergang","1"
"Bob","werden, Just?","1"
"Justus","(aus der Entfernung) Nein, Bob. Das Experiment ist schon","1"
"Justus","beendet.","1"
"REGIE","Schritte","1"
"Bob","Was denn für ein Experiment? Davon weiß ich ja gar nichts.","1"
"Justus","Wir haben uns das Stöhnen von drei verschiedenen Punkten auf diesem","1"
"Justus","Hügel angehört. Im Geist hab ich eine Linie von meinem jeweiligen","1"
"Justus","Standpunkt bis dahin woher das Stöhnen zu kommen scheint gezogen.","1"
"Justus","Wo die drei Linien sich kreuzen, ist der genaue Ursprungsort der Töne.","1"
"Bob","Aber ja, Peter. Das ist trigonometrische Vermessung.","1"
"Justus","Natürlich war meine Methode grob, aber sie erfüllt den Zweck.","1"
"Peter","(ahnungslos) Welchen Zweck, Justus. Ich meine - was haben wir damit","2"
"Peter","herausgefunden?","2"
"Justus","Dass die Töne von dem Berg dort kommen. Aus El Diablos Höhle.","2"
"Peter","Was?","2"
"Justus","Nun müssen wir nur noch herausfinden, was da so stöhnt und heult.","2"
"Peter","Ach was, Just. Mr. Dalton und der Sheriff haben die Höhle schon drei","2"
"Peter","mal untersucht und sie haben nichts gefunden. Vielleicht ist es irgendein","2"
"Peter","Tier.","2"
"Justus","Das hört sich nach keinem mir bekannten Tier an.","2"
"Peter","Na, vielleicht ist es ein Tier, das hier niemand vermuten würde.","2"
"Justus","Oder es ist El Diablo selbst!","2"
"Peter","Du bist ja nicht bei Trost. Wir glauben doch nicht an Gespenster.","2"
"Justus","Wer hat denn was von Gespenstern gesagt?","2"
"Bob","El Diablo ist schon seit Jahrzehnten tot. Wenn du kein Gespenst meinst,","2"
"Bob","Just, was meinst du dann?","2"
"Bob","Entferntes, lautes Krachen - Explosion","2"
"Peter","(beunruhigt) Was war das, Justus?","2"
"Justus","Weiß ich nicht.","2"
"Bob","Ich kann's euch sagen, was das war: Die Marine! Wir haben doch die","2"
"Bob","vielen Schiffe gesehen. Bestimmt machen die Zielschießen bei den","2"
"Bob","Kanalinseln.","2"
"Peter","Ah - natürlich, das stand ja auch in der Zeitung.","2"
"Justus","Na dann ist ja alles klar. Kommt, wir gehen zurück zur Ranch.","2"
"REGIE","Schritte","2"
"REGIE","Musiksequenz","2"
"REGIE","Hintergrund: Im Freien - Wind bläst","2"
"REGIE","Steine Krachen - Schrei","2"
"Peter","Das ist aber nicht das Stöhnen aus der Höhle!","2"
"Justus","Das ist ein Mensch! Er muss da drüber sein, [erneuter Schrei] wo der","2"
"Justus","Steinschlag war.","2"
"Bob","Jemand in Not! Kommt, Freunde.","2"
"REGIE","Schnelle Schritte, mehrmals","3"
"REGIE","(schreit im Hintergrund einige Male um Hilfe)","3"
"Peter","Ja, wir sind ja schon da. Bleiben Sie ruhig liegen, wir machen das","3"
"Peter","schon!","3"
"Bob","Sein Bein liegt unter den Steinen. Wir müssen es frei räumen.","3"
"Bob","Castro stöhnt - die Steine werden weggeräumt","3"
"Cardigo","Geht zur Mendoza-Ranch! Da arbeite ich. Sagt Mr. Dalton er soll ein","3"
"Cardigo","paar Männer herschicken. Das verdammte Tal mit seinem Geheul!","3"
"Justus","Diesmal war es das bestimmt nicht. Ich vermute, dass sich bei den","3"
"Justus","Detonationen des Marinemanöwers ein paar Steine losgelöst und einen","3"
"Justus","Steinschlag verursacht haben.","3"
"Cardigo","(überzeugt) Und es war doch das Geheul! Es war das Heulen von El","3"
"Cardigo","Diablo!","3"
"Peter","Ach, wir sollten jetzt Hilfe holen!","3"
"Bob","Da kommt jemand!","3"
"REGIE","Pferdehufe klappern, kommen näher","3"
"Justus","Mr. Dalton ist es. (ruft) Hier her, Mr. Dalton! Hier ist ein Verletzter!","3"
"Mr. Dalton","[steigt vom Pferd ab] Cardigo! Wie konnte das passieren?","3"
"Cardigo","(verärgert) Ich hab mir das Bein gebrochen. Und Schuld daran ist dieses","3"
"Cardigo","verfluchte Tal von El Diablo! Ich bleibe hier nicht länger!","3"
"REGIE","Musiksequenz","3"
"Erzähler","An diesem Abend sahen die drei Detektive die Männer der Ranch in","3"
"Erzähler","Grüppchen zusammenstehen und miteinander flüstern. Offensichtlich","3"
"Erzähler","ging es um den Unfall. Die Jungen wollten gerade ins Haus gehen, da","3"
"Erzähler","kam eine kleine magere Gestalt auf sie zu, Luke Hardin, der Vorarbeiter","3"
"Erzähler","der Ranch.","3"
"REGIE","Schritte","3"
"REGIE","Hintergrund: Im Haus","3"
"Hardin","Wo habt ihr Burschen auch wieder 'rumgetrieben? [Tür wird geöffnet]","3"
"Hardin","Ganz schön groß die Ranch, da verirrt man sich leicht mal.","3"
"Justus","Wir sind an freies Land und Berge gewöhnt, Mr. Hardin. Wir passen","3"
"Justus","schon auf.","3"
"Hardin","Ich hab schon gehört, wo ihr gewesen seid. Im Tal der Wehklagen. Das","3"
"Hardin","ist durchaus nicht der richtige Ort für euch Grünschnäbel! Bleibt in","3"
"Hardin","Zukunft weg da!","3"
"Mrs. Dalton","Unsinn, Luke! Die Jungen sind keine kleinen Kinder! Und sie scheinen","4"
"Mrs. Dalton","eine ganze Menge mehr Verstand zu haben als du!","4"
"Hardin","Das Tal der Wehklagen ist eine üble Gegend.","4"
"Mrs. Dalton","Ein erwachsener Mann wie du, und hat Angst vor einer Höhle!","4"
