"Speaker","Text","Page"
"REGIE","Die   drei  ???    und   das   Gespensterschloss","1"
"REGIE","- Hörspielscript erstellt von Mr. Maximilian © -","1"
"REGIE","Anfangsmusik;","1"
"Blacky","krächzt; Luke zur Zentrale wird geöffnet;","1"
"Justus","Aahh! - Hallo Kollegen!","1"
"Peter","Hallo!","1"
"Justus","Dacht ich’s mir doch, dass ich Euch in der Zentrale treffe, während ich draussen schwerste","1"
"Justus","Arbeit für Tante Mathilda erledige.","1"
"Peter","Na, ich hab gehört, so was soll ein guter Ausgleich sein für geistige Arbeit, die Du ja so liebst","1"
"Peter","-","1"
"Justus","Ach -","1"
"Peter","- und ausserdem hilft es bei Übergewicht.","1"
"Bob","Stimmt nicht Peter, körperliche Arbeit verringert nicht das Übergewicht, sondern steigert den","1"
"Bob","Appetit.","1"
"REGIE","Telefon klingelt;","1"
"Justus","Genau Bob, das ist ja das Problem. - Ach Moment, ich geht mal ran, schalte bitte den","1"
"Justus","Verstärker an Bob.","1"
"Bob","Mach ich.","1"
"REGIE","Hörer wird abgehoben;","1"
"Justus","Ja, Justus Jonas, von den drei Detektiven!","1"
"Hitchcock","Justus - Wie geht’s euch?","1"
"Justus","Oh, Mister Hitchcock. Ausgezeichnet, danke für die Nachfrage.","1"
"Justus","Mm, kann ich etwas für Sie tun?","1"
"Hitchcock","Du meinst ob mal wieder einer meiner Freunde und Bekannten einen Hund oder eine Katze","1"
"Hitchcock","verloren hat, ha ha ha - Nein, nein, nein – Ich habe selbst ein Problem.","1"
"Justus","Sie Mister Hitchcock?","1"
"Hitchcock","Hör zu. - Ich suche für ein Filmprojekt einen geeigneten Drehplatz. Ja, ich plane einen","1"
"Hitchcock","Gruselfilm und dafür benötige ich ein Spukschloss. Ihr kennt euch doch recht gut aus in der","1"
"Hitchcock","Gegend, wie wär’s wenn ihr euch ein wenig umsehen würdet?","1"
"Justus","Gern, Mister Hitchcock.","1"
