"Speaker","Text","Page"
"REGIE","Die    drei   ???     und     das    Gold     der   Wikinger","1"
"REGIE","- Hörspielskript von Stoertebeker -","1"
"REGIE","Titelmusik","1"
"Erzähler","Justus, Bob und Peter waren zum Angeln aufs Meer hinaus gefahren. Sie","1"
"Erzähler","versuchten ihr Glück vor Ragnarson Rock, einer kleinen Insel, an deren","1"
"Erzähler","westlichen Ende ein gewaltiger Felsen aufragte.","1"
"REGIE","Im Hintergrund ist Meerrauschen, hin und wieder Möwen sowie das Schwanken/Knarren eines","1"
"REGIE","Bootes zu hören","1"
"Bob","Sieht aus wie der Felsen von Gibraltar.","1"
"Justus","Aber nur fast, Bob. Ein bisschen kleiner, findest du nicht?","1"
"Peter","Ungefähr tausendmal kleiner. Eine Taschenausgabe.","1"
"Justus","Bob, was sollen wir hier draußen eigentlich für deinen Vater fotografieren? Hier","1"
"Justus","ist doch nichts als diese Felseninsel und Wasser.","1"
"Bob","Ja, das hat mir mein Vater auch nicht gesagt. Er meinte nur, wir sollten hier am","1"
"Bob","Dienstagmorgen vor Ragnarson Rock fischen. Er drückte mir die Kamera in die","1"
"Bob","Hand und sagte, wenn mir gute Aufnahmen gelängen, würde er sie für seine","1"
"Bob","Zeitung kaufen und gut bezahlen.","1"
"Peter","Aber wir wissen doch gar nicht was wir fotografieren sollen.","1"
"Bob","Das habe ich auch gesagt, aber er meinte, wenn es soweit wäre, wüssten wir es","1"
"Bob","schon.","1"
"Justus","Mich interessiert an der Sache das Honorar. In der Kasse unseres Unternehmens","1"
"Justus","herrscht beklagenswerte Ebbe. Wenn wir nicht demnächst wieder Einnahmen","1"
"Justus","verbuchen können, werden wir uns notgedrungen meiner Tante Mathilda als","1"
"Justus","Helfer andienen müssen.","1"
"Peter","zerknirscht Bloß das nicht!","1"
"Justus","Da, seht mal! Was ist denn das für ein Schiff?","1"
"REGIE","Zu den bisherigen Hintergrundgeräuschen kommt nun noch ein Durcheinander von männlichen","1"
"REGIE","Stimmen.","1"
"Bob","langsam sprechend Lang, niedrig, mit einem großen Drachenkopf vorn dran. Ein","1"
"Bob","Wikingerschiff!","1"
"Peter","Es ist voller Krieger!","1"
"Justus","Das muss es sein. Ganz klar! Bob, wir sollen das Wikingerschiff fotografieren.","1"
"Justus","Seht euch bloß mal diese Gestalten an.","1"
"Peter","Die sehen wirklich aus wie echte Wikinger.","1"
"Bob","Ja.","2"
"Peter","Mit den gehörnten Helmen, den Bärten, den Felljacken und den Streitäxten.","2"
"Bob","Wir müssen näher ran.","2"
"REGIE","Etwas längere Sprechpause, der Motor eines Motorbootes wird gestartet und ist für einen","2"
"REGIE","Augenblick zu hören.","2"
"Peter","Ist besser so?","2"
"Bob","Ja, viel besser! Das reicht schon. Das genügt für ein paar Fotos.","2"
"REGIE","Der Motor wird leiser und verstummt. Im Hintergrund wieder Meerrauschen und ein","2"
"REGIE","Durcheinander an Männerstimmen der Wikinger.","2"
"Peter","Sieben Wikinger sind es.","2"
"Justus","Da kommt noch ein Schiff. Ein Zwischending aus Ruderboot und Kanu.","2"
"Peter","Ja, aber es hat auch einen Außenborder, genau wie das der Wikinger.","2"
"Bob","Eins, zwei, vier, sechs Indianer sind in dem Boot.","2"
"REGIE","Zu den bisherigen Hintergrundgeräuschen tritt nun auch noch Indianergeheul.","2"
"Peter","Ich wusste gar nicht, dass die Cumash auch auf Ragnarson Rock gesiedelt","2"
"Peter","haben.","2"
"Justus","Haben sie ja gar nicht. Ihre Wohnplätze lagen weiter nördlich auf den großen","2"
"Justus","Inseln.","2"
"Bob","Ist doch jetzt egal! Haltet lieber das Boot ruhig, damit ich fotografieren kann.","2"
