"Speaker","Text","Page","speaker_id"
"REGIE","Anfangsmusik","1","0"
"REGIE","Motorengeräusche","1","0"
"Bob","Vorsicht, Morton!","1","4"
"Peter","Aufpassen, das Auto da!","1","3"
"REGIE","Gehupe, Reifen quietschen","1","0"
"Morton","Der hat aber geschlafen, was?","1","12"
"Justus","erleichtert Das war stark, Morton, um ein Haar hätten wir den gerammt.","1","2"
"Morton","räuspert sich Mit dem habe ich ein Wörtchen zu reden steigt aus","1","12"
"REGIE","vorbeifahrende Autos im Hintergrund","1","0"
"Morton","aus dem Hintergrund Hören Sie, guter Mann, Sie haben ein Stoppschild","1","12"
"Morton","überfahren. Ich bin auf der Vorfahrtstraße.","1","12"
"Justus","Kommt, Bob, Peter, wir leisten Morton Schützenhilfe.","1","2"
"Bob","Ja.","1","4"
"REGIE","Türen klappen zu","1","0"
"Bengt","Beinahe hätten Sie Lars Holmqvist umgebracht!","1","187"
"Bengt","Sven        Im Zweifelsfall hat ein Holmqvist immer freie Fahrt.","1","187"
"Bengt","Sie haben wohl keine Ahnung, mit wem Sie es zu tun haben?","1","187"
"Morton","Ich habe die Verkehrsregeln beachtet, Sie dagegen nicht. Ihr Fahrer war Schuld.","1","12"
"Peter","Von wem reden die denn da? Holmqvist? Ist das ein hohes Tier?","1","3"
"Bob","Du liest wohl keine Zeitung, Peter, was? Lars Holmqvist ist der junge Schwede","1","4"
"Bob","aus Texas. Hoffnungsvoller Erbe der Magnus-Werke.","1","4"
"REGIE","Justus brummt zustimmend","1","0"
"Bob","Zur Zeit auf Ferienreise in Kalifornien. Das stand gestern in unserem Lokalblatt.","1","4"
"REGIE","Justus brummt noch einmal","1","0"
"Peter","Ja, du lieber Himmel. Und diesen prominenten Jüngling haben wir so mir nichts,","1","3"
"Peter","dir nichts in seinem Erfolgskurs gebremst.","1","3"
"Justus","Morton hatte eindeutig Vorfahrt, Peter.","1","2"
"Bob","Hey, du, der Blonde da, das ist er wohl.","1","4"
"Lars","Ich bitte um Entschuldigung, mein Fahrer hat einen Fehler gemacht. Es tut mir","1","-1"
"Lars","leid.","1","-1"
"Justus","Zum Glück hat Morton schnell genug reagiert.","1","2"
"Lars","Ich bin Lars Holmqvist aus Magnusstad in Texas. Ich verbringe ein paar","2","-1"
"Lars","Ferientage hier in Kalifornien, bevor ich die Nachfolge meines Vaters als","2","-1"
"Lars","Geschäftsführer unseres Unternehmens antreten muss. Und ihr?","2","-1"
"Justus","Hier ist unsere Karte. Die Namen stehen drauf.","2","2"
"Lars","Aha. Liest Die drei Detektive, drei Fragezeichen. Erster Detektiv: Justus Jonas.","2","-1"
"Lars","Das bist Du wohl, was?","2","-1"
"Justus","zustimmend Hm.","2","2"
"Lars","Zweiter Detektiv: Peter Shaw.","2","-1"
"Peter","zustimmend Hm, das bin ich.","2","3"
"Bob","Und ich bin Bob Andrews, verantwortlich für Recherchen und Archiv.","2","4"
"Lars","Utmärkt. Ausgezeichnet. fragend Ich nehme an, die drei Fragezeichen sind euer","2","-1"
