"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei  ???    - Die   Höhle    des   Grauens","1","0"
"REGIE","- Hörspielskript von JAVA JIM 's Erbe © -","1","0"
"REGIE","* Titelmusik *","1","0"
"REGIE","* Blacky krächzt *","1","0"
"Justus","Tja, man - Wie soll Peter das bloß überstehen?","1","2"
"Peter","Hä?","1","3"
"Justus","Eine ganze Woche in der Geisterburg.","1","2"
"Justus","- Bob schmunzelt -","1","2"
"Justus","Wo man doch seine Zähne schon klappern hört wenn Nachts eine Maus","1","2"
"Justus","über den Schrottplatz läuft.","1","2"
"Justus","- Bob lacht -","1","2"
"Peter","*genervt* Das hab ich mir doch gedacht, ihr legt mal wieder die alte","1","3"
"Peter","Platte auf.","1","3"
"Bob","Was denn für ne alte Platte?","1","4"
"Peter","*redet Bob dazwischen* ""Peter, der Angsthase"", ja ist doch immer das","1","3"
"Peter","selbe! Nein, ich fürchte mich nicht vor der Geisterburg!","1","3"
"Bob","Mhm.","1","4"
"Peter","Ihr wisst so gut wie ich, dass das alles nur ein großes Spiel ist und zur","1","3"
"Peter","Unterhaltung der Gäste dienen soll.","1","3"
"Justus","Mhmmm.","1","2"
"Peter","Das ganze ist ein Erlebnishotel!","1","3"
"Justus","*ironisch* Ach ja?","1","2"
"Peter","Wovor sollte ich da bitteschön Angst haben?","1","3"
"Bob","*schmunzelt* Na vielleicht sind die Gespenster ja echt, Peter!?","1","4"
"Peter","*lacht* Lass doch den Blödsinn, man. Wir drei haben beim großen","1","3"
"Peter","Detektivwettbewerb den Kurztrip in die Geisterburg gewonnen, also","1","3"
"Peter","werden wir die Reise dorthin auch zu dritt antreten.","1","3"
"Justus","Aha.","1","2"
"Peter","Und außerdem bin ich auf die Gewinner aus San Francisco gespannt. Sie","2","3"
"Peter","heißen ""Callidae"". Das heißt soviel wie ""Die Schlauen"". Hm, vielleicht sind","2","3"
"Peter","sie sogar klüger als du, Justus.","2","3"
"Justus","*lacht* Das hättest du wohl gerne. Mehr als deine Sticheleien","2","2"
"Justus","überraschen mich jedoch deine Lateinkenntnisse....","2","2"
"Peter","....Callidae? Tja, ich war neugierig und hab es nachgeschlagen. Gib's","2","3"
"Peter","doch zu, du hast Angst vor den Detektiven!","2","3"
"Justus","Tze.","2","2"
"Peter","Du fürchtest dich vor Konkurrenz!","2","3"
"Bob","Mhm.","2","4"
"Justus","Wer außer uns kommt ist mir egal. Ich möchte in der Geisterburg den","2","2"
"Justus","Grusel genießen und mich ganz klassisch durch das ein oder andere","2","2"
"Justus","unterhaltsam gestellte Rätsel entspannen und verwöhnen lassen.","2","2"
"Peter","Ohne Handy und sonstigen Firrlefanz!","2","3"
"Justus","*erstaunt* Ohne Handy?","2","2"
"Bob","Was?","2","4"
"Justus","Wieso das denn?","2","2"
"Peter","Ja ...hier, die Reisebestimmungen. Das stand hier irgendwo.... Moment.","2","3"
"Peter","- Geräusche vom wühlen in Zeitungen, Blacky krächzt -","2","3"
"Bob","Lies mal vor.","2","4"
"Peter","Ja, hier! ""Sehr geehrte Gäste, wir freuen uns ...bla,bla,bla ...glauben Sie","2","3"
"Peter","uns, ohne Verbindung in Ihre gewohnte Welt werden Sie für unsere","2","3"
"Peter","Einfälle viel empfänglicher sein. Ohnehin ist in dieser Region kein","2","3"
"Peter","Handyverkehr möglich. Für Notfälle stehen im Haus selbstverständlich","2","3"
"Peter","ein Telefon und auch eine Funkanlage bereit. Ihre Zimmer haben keine","2","3"
"Peter","Fernseher, es gibt im Haus nur eine Computeranlage, die unsere","2","3"
"Peter","Installationen steuert. Verzichten Sie also auf Internet und E-mails,","2","3"
"Peter","gönnen Sie sich die Freiheit und den Luxus der Unerreichbarkeit"".","2","3"
"Bob","Schweineteuer und nicht mal ne Glotze auf dem Zimmer.","2","4"
"Bob","- Peter lacht -","2","4"
"Bob","*atmet schwer aus* Zum Glück haben wir die Reise gewonnen.","2","4"
"Justus","Zeig mal her Peter!","2","2"
"Peter","Ja..","2","3"
"Justus","Aha, die Geisterburg ist nur mit dem Zug erreichbar, man wird dann an","3","2"
"Justus","der Station Haunted Corner vom Hoteljeep abgeholt.","3","2"
"Bob","Mhm.","3","4"
"Justus","Und hier! Hört mal, ""...ganz besonders freuen wir uns darauf Sie zum","3","2"
"Justus","allerersten Mal in die Höhle des Grauens zu führen....Eine Höhle, auf die","3","2"
"Justus","wir während den Bauarbeiten zum Hotel der Geister gestoßen sind und","3","2"
"Justus","die wir in monatelanger Arbeit von Dreck und Schlamm befreien","3","2"
"Justus","mussten.""","3","2"
"Bob","Das ist ja interessant.","3","4"
"Justus","""Lassen Sie sich überraschen von der indianischen Mystik des Raums,","3","2"
"Justus","von dem Geheimnis des alten Skeletts, -- und erschrecken Sie nicht vor","3","2"
"Justus","dem schwarzen Henker, der die Höhle bewacht.""","3","2"
"Bob","*lacht gehässig* Na Peter?","3","4"
"Peter","*ängstlich* Ich glaube ihr könnt doch alleine fahren. Das klingt verdammt","3","3"
"Peter","nach einem Alptraum.","3","3"
"Peter","- Gelächter bei Justus und Bob, Zwischenmusik -","3","3"
"Erzähler","Der Zug war nicht gerade leer und die drei ??? mussten sich erst einmal","3","574"
"Erzähler","durch die Waggons kämpfen, bevor sie den letzten Wagen erreicht","3","574"
"Erzähler","hatten, in dem ihre Plätze reserviert waren.","3","574"
"Erzähler","- Geräusch von Schritten im Zug -","3","574"
"Erzähler","Zwei Mädchen saßen darin, die die drei Detektive kritisch in Augenschein","3","574"
"Erzähler","nahmen.","3","574"
"Erzähler","- Geräusche vom öffnen einer Abteiltür, Koffer schleifen, Zugpfeifen und Schienenrattern -","3","574"
"Peter","Hallo!","3","3"
"Bob","Hallo!","3","4"
"Peter","Ich glaube wir hatten hier reserviert.","3","3"
"Justus","*stöhnt angestrengt beim Koffer heben* Ich glaube, äh... ich muss mal","3","2"
"Justus","dort auf die Ablage.","3","2"
"Bob","*stöhnt im Gedränge* Justus, mach dich bitte nicht ganz so dick!","3","4"
"Peter","Ich bin Peter - das ist Bob - das ist äh... Justus.","3","3"
"Justus","*stöhnt* Ich bin ganz erschöpft.","3","2"
"Bob","Ich bin Bob.","3","4"
"Peter","Ja, der ist Bob.","4","3"
"Mädchen 1","Hallo!","4","1062"
"Bob","Hallo!","4","4"
"Mädchen 1","Ja.","4","1062"
"Mädchen 2","Angenehm, ich heiße Althena und das ist meine Freundin Corona.","4","1063"
"Mädchen 2","- Gelächter -","4","1063"
"Althena","Dankeschön.","4","771"
"Bob","Corona.","4","4"
"Erzähler","Es dauerte keine Minute da hatte Peter Althena und Corona schon das","4","574"
"Erzähler","Urlaubsziel verraten und nicht ohne Stolz erwähnt, dass sie die Reise als","4","574"
