"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei   ???    und    die   Perlenvögel","1","0"
"REGIE","Hörspielskript von Graf Zahl","1","0"
"REGIE","Anmerkungen: Die Japaner sprechen mit asiatischem Akzent. Miss Melodys Sprechweise ist zwitschernd (lt. Buch singend).","1","0"
"REGIE","Titelmusik","1","0"
"Erzähler","Justus, Bob und Peter, die drei Detektive, machten nach einem langen Badetag Pause in dem klei-","1","574"
"Erzähler","nen Restaurant Seahorse. Ein Mann saß an der Theke. Er hielt einen mit Verbandsmull umwickelten","1","574"
"Erzähler","Kasten im Arm und zwinkerte alle paar Augenblicke. Unwillkürlich lächelte Justus ihm zu, was zur","1","574"
"Erzähler","Folge hatte, daß der Mann zu ihm, Peter und Bob an den Tisch kam. Die Kiste brachte er mit","1","574"
"REGIE","Musik","1","0"
"REGIE","Stimmengewirr","1","0"
"REGIE","Schritte","1","0"
"REGIE","Stühlerücken","1","0"
"Blinky","Na, seid ihr beim Schwimmen gewesen, im Ozean?","1","297"
"Peter","Ja, oben bei Wills Beach.","1","3"
"Blinky","So? Na, kein Wunder, daß ihr Hunger habt. Ach, ähm, ich heiße Stan.","1","297"
"Justus","Und wir sind Bob, Peter und Justus. Das ist Bob, das ist Peter.","1","2"
"Peter","Ja, und und er ist Justus, klar? (lacht)","1","3"
"Blinky","Eigentlich heiße ich ja Stanley. Stan ist nur die Abkürzung. Aber alle nennen mich Blinky. Warum ist","1","297"
"Blinky","ja wohl klar. Ich habe ein nervöses Leiden, ich muß immer blinzeln. Ich bezahle alles zusammen, ja?","1","297"
"Justus","(erfreut) Oh, Dankeschön.","1","2"
"Bob","Wie kommen wir zu der Ehre?","1","4"
"Bob","Rascheln von Geldscheinen und Klappern von Münzen","1","4"
"Peter","Ja.","1","3"
"Justus","Das ist sehr nett.","1","2"
"Justus","Wohnen sie gern in Santa Monica, Blinky?","1","2"
"Kellnerin","(leise) Ja, danke.","1","132"
"Blinky","Woher weißt du denn, wo ich wohne, Justus?","1","297"
"Justus","Och, ich hatte nicht vor, Sie zu erschrecken. Das ist nur ein Spiel, mit dem ich mir manchmal die Zeit","1","2"
"Justus","vertreibe. Auf dem Parkplatz stehen nur drei Autos. In einem liegt ein Teddybär auf dem Beifahrer-","1","2"
"Justus","sitz und das zweite hat ein Surfbrett auf dem Dach. Beides sind wohl nicht ihre Wagen.","1","2"
"Blinky","Das ist allerdings richtig.","1","297"
"Justus","Am dritten Auto steht unter dem Nummernschild der Name eines Händlers aus Santa Monica. Also","1","2"
"Justus","schloß ich daraus, daß das nur ihr Wagen sein kann.","1","2"
"Blinky","Aha, Aha. Alle Achtung. Das ist ja wie Detektivspielen.","1","297"
"Justus","Wir sind Detektive: die drei Fragezeichen. Hier Karte wird herausgesucht unsere Karte.","1","2"
"Blinky","Was? (erstaunt) Was, eine Karte habt ihr auch? Hmhm, die drei Detektive, drei Fragezeichen. Wir","1","297"
"Blinky","übernehmen jeden Fall. Erster Detektiv: Justus Jonas. Ah, das bist Du.","1","297"
"Justus","Genau.","2","2"
"Blinky","Zweiter Detektiv: Peter Shaw, Recherchen und Archiv: Bob Andrews. Das bist du, Bob. Aha, Aha.","2","297"
"Blinky","Und das ist eure Telefonnummer? Was bedeuten denn die drei Fragezeichen?","2","297"
"Justus","Sie sind unser Markenzeichen. Und sie sind das Symbol für das unerforschte. Für unerforschte Ge-","2","2"
"Justus","heimnisse und ungelöste Rätsel.","2","2"
"REGIE","Aufstehen, Schritte","2","0"
"Bob","Aber, Blinky, wo wollen Sie denn hin?","2","4"
"Peter","Warten Sie doch, Sie haben ihren Kasten vergessen!","2","3"
"Bob","Sowas.","2","4"
"Justus","Ja, also wirklich.","2","2"
"Bob","Haut einfach ab. Ob er hinter dem grünen Transporter mit dem Japaner am Steuer her ist? Na ja, wir","2","4"
"Bob","können den Kasten ja bei der Kellnerin abgeben.","2","4"
"Peter","Hm.","2","3"
"Bob","Blinky kommt bestimmt wieder her und fragt danach.","2","4"
"Justus","Nein. Ich bin dafür, daß wir die Kiste in die Zentrale mitnehmen. Wir bewahren Sie für Blinky auf, bis","2","2"
"Justus","er sich bei uns meldet. Er hat ja unsere Karte mit der Telefonnummer.","2","2"
"Peter","Ja, stimmt.","2","3"
"Justus","Außerdem hat er sie nicht bei der Kellnerin gelassen, sonder bei uns, hm?","2","2"
"Bob","M-hm.","2","4"
"REGIE","Musik","2","0"
"Erzähler","Eine halbe Stunde später waren die drei Detektive in ihrer Zentrale auf dem Schrottplatz. Sie be-","2","574"
"Erzähler","schlossen, die Kiste zu öffnen, nachdem sie darin ein seltsames Geräusch wahrgenommen hatten.","2","574"
"REGIE","Blacky","2","0"
"REGIE","Blättern","2","0"
"Bob","Das hört sich an, als ob darin irgendwas flattert.","2","4"
"Peter","Du meinst, es könnte ''n Vogel drin sein?","2","3"
"Justus, Bob","Ja.","2","-1"
"Justus","Mach doch mal das Klebeband ab, Peter.","2","2"
"Peter","Hm, gut. So! (angestrengt)","2","3"
"REGIE","Gurren","2","0"
"Peter","(überrascht, erfreut) Hey, eine Taube! Im Kasten ist 'ne Taube! Eine sehr schöne Taube, finde ich.","2","3"
"Justus","An der mir vor allem auffällt, daß sie am rechten Fuß drei Zehen hat und am linken nur zwei.","2","2"
"Peter","Ja, also in so einem engen Käfig können wir sie nicht sitzen lassen. Die braucht 'nen größeren.","2","3"
"Justus","Den bauen wir für sie.","3","2"
"Peter","Ja.","3","3"
"Justus","Kommt. Das ist kein Problem. Das Material dazu haben wir schnell zusammengesucht.","3","2"
"Erzähler","Justus, Bob und Peter machten sich an die Arbeit. Material war auf dem Schrottplatz wirklich genü-","3","574"
"Erzähler","gend vorhanden. Und bald war eine schöne große Kiste für die Taube fertig. Am nächsten morgen","3","574"
"Erzähler","trafen sich die Detektive erneut auf dem Schrottplatz.","3","574"
"REGIE","Typische Schrottplatzgeräusche (Säge, Hundegebell)","3","0"
"Bob","Es ist eine Belgische Brieftaube. Ein ganz schnelle Rasse.","3","4"
"Justus","Und es ist ein wahres Wundertier.","3","2"
"Peter","Wieso?","3","3"
"Justus","Ihm ist über Nacht eine Zehe nachgewachsen. Seht euch das an! Sie hat an beiden Füßen drei Ze-","3","2"
"Justus","hen.","3","2"
"Bob","(erstaunt) Was? Dann hat doch jemand die Tauben ausgetauscht.","3","4"
"Justus","Genau das, Bob. Was hast du über Belgische Brieftauben herausgefunden? Ich darf doch wohl an-","3","2"
