"Speaker","Text","Page"
"REGIE","Die     drei      Fragezeichen                  –","1"
"REGIE","172       und      der      Eisenmann","1"
"REGIE","Skript von buchfrau76","1"
"REGIE","Anfangsmusik","2"
"REGIE","Meeresrauschen","2"
"PETER","So, Leute. (Seufzer) Das war ein wunderbar fauler Tag am Strand, aber jetzt","2"
"PETER","reicht’s auch, oder? Los, packen wir zusammen.","2"
"JUSTUS","Peter! Jetzt wird es doch erst richtig gemütlich hier. Außerdem wollte ich","2"
"JUSTUS","nachher noch mal ins Meer.","2"
"PETER","„Nachher“ ist Nacht! Was meinst Du, Bob? Aufbruch?","2"
"BOB","Wenn du mich in einer Sänfte zum Auto trägst, dann vielleicht. Ansonsten","2"
"BOB","gehe ich garantiert nirgendwohin.","2"
"PETER","(Stöhnen) Oh, ich hab’s doch geahnt! Aber ich bin ja selber Schuld, wenn ich","2"
"PETER","mit solchen Faultieren wie euch meine Zeit verbringe.","2"
"JUSTUS","(Grunzen)","2"
"BOB","Jaja… – Äh, Zweiter? Was starrst du denn so zu der Insel rüber?","2"
"PETER","(Musik setzt ein) Mora Island… Das tödliche Geheimnis, dass sie bis vor","2"
"PETER","kurzem gehütet hat, ist für Menschen unsichtbar gewesen. Nie und nimmer","2"
"PETER","würde ich einen Fuß auf die Insel setzen. Da können die sagen, was sie","2"
"PETER","wollen.","2"
"JUSTUS","Jetzt ist alles entseucht.","2"
"PETER","Justus, wenn man da im 2. Weltkrieg einen Bioerreger ausprobiert hat, dann","2"
"PETER","ist nicht alles entseucht. Da können sie die Erde abtragen, wie sie wollen!","2"
"JUSTUS","Na ja, seit einiger Zeit darf man Mora Island offiziell betreten.","2"
"PETER","Ach? Und wieso heißt es dann immer noch „Betreten auf eigene Gefahr“?","2"
"PETER","Wenn es so sicher ist, dann schwimm doch rüber.","2"
"BOB","(lacht ungläubig auf)","2"
"JUSTUS","(Grunzen) Ja, genau das werde ich jetzt machen. Ich schwimme zur Insel.","2"
"JUSTUS","Ich schaffe das! Du hast es so gewollt.","2"
"PETER","Äh, Justus…","2"
"BOB","Moment mal!","2"
"PETER","Das habe ich nicht so gemeint, das sind bestimmt drei Kilometer, und es","2"
"PETER","dämmert fast!","2"
"JUSTUS","Die Entfernung beträgt exakt 760 Meter. Und du weißt, ich bin ein guter","2"
"JUSTUS","Schwimmer. In 40 Minuten bin ich wieder da.","2"
"BOB","Justus, Justus, ich weiß nicht, ob das wirklich so ein guter Plan ist, denn…","3"
"JUSTUS","(unterbricht) Wenn ich eure Hilfe brauche, winke ich, okay?","3"
"REGIE","Wassergeplätscher","3"
"PETER","Aber…","3"
"BOB","Justus!","3"
"PETER","Der, der spinnt doch! Gib mir mal das Fernglas, Bob. Das ist im Rucksack.","3"
"BOB","Ja. Hier.","3"
"PETER","Danke.","3"
"BOB","Was machen wir denn, wenn Justus in Schwierigkeiten kommt? Hier ist doch","3"
"BOB","niemand, den wir zu Hilfe rufen können. Siehst du ihn noch?","3"
"PETER","(zustimmend) Hmm.","3"
"REGIE","Musik, im Hintergrund Meeresrauschen","3"
"REGIE","Die Minuten verstrichen. Abwechselnd beobachteten Bob und Peter den","3"
"REGIE","ersten Detektiv, der zielstrebig zur Insel schwamm. Es wurde bald dunkel,","3"
"REGIE","und ein dichter Küstennebel begann die Sicht zu trüben.","3"
"PETER","Das habe ich befürchtet, der Küstennebel…","3"
"BOB","Hast du Justus noch im Blick?","3"
"PETER","Moment… Ja! Ja, er ist fast drüben.","3"
"BOB","Okay.","3"
"PETER","Aber… Jetzt streckt er einen Arm aus dem Wasser!","3"
"BOB","Was?","3"
"PETER","Ja! (aufgeregt) Justus braucht Hilfe! Er… (bricht ab)","3"
"BOB","Was ist denn, wieso sprichst du nicht weiter?","3"
"PETER","Ich kann ihn nicht mehr sehen! Der Nebel hat ihn verschluckt!","3"
"BOB","Mann, was machen wir denn jetzt? Im Nebel ist er doch völlig","3"
"BOB","orientierungslos. Er wird ertrinken!","3"
"PETER","Hör mal! Hör mal, ein Motor!","3"
"REGIE","Motorengeräusch","3"
"BOB","Ja, da drüben ist ein Boot! Es ist gerade am Strand angekommen.","4"
"PETER","Los!","4"
"REGIE","Schnelle Schritte, angestrengtes Atmen","4"
"ANGLER","(gereizt) He, was wollt ihr?","4"
"BOB","Unser… (Keuchen) unser Freund… Unser Freund, er… er ist in Not!","4"
"PETER","Justus, er ist zur Insel geschwommen, und dann kam der Nebel! Wir müssen","4"
"PETER","ihm helfen!","4"
"ANGLER","(lacht abschätzig) Was, zur Insel? Ist der verrückt? Nein, tut mir leid.","4"
"ANGLER","Blödheit muss bestraft werden.","4"
"BOB","Was!?","4"
"PETER","Aber… Sie können ihn doch nicht…","4"
"ANGLER","Ich kann nicht WAS? Was habe ich damit zu tun, Jungs?","4"
"PETER","Bitte, er ertrinkt! Sie müssen uns helfen, bevor es zu spät ist!","4"
"BOB","Bitte!","4"
"ANGLER","(genervt) Also gut, steigt ein. (Musik setzt ein)","4"
"BOB","Los, komm! (angestrengte Laute)","4"
"ANGLER","Am besten, ihr schiebt die karierte Decke weg und setzt euch da vorn hin…","4"
"BOB","Was? Ach so.","4"
"ANGLER","… und haltet nach eurem Freund Ausschau.","4"
"BOB","Ja, gut.","4"
"PETER","Komm, Bob!","4"
"REGIE","Peter und Bob ächzen beim Einsteigen, das Boot knarrt.","4"
"BOB","Okay, wir sind soweit.","4"
"ANGLER","Gut.","4"
"BOB","Machen Sie schon!","4"
"REGIE","Motorengeräusche","4"
"BOB","Sagen Sie, Mister, wieso schleppen Sie eigentlich das Schlauchboot da mit?","4"
"ANGLER","Hm?","5"
"BOB","Das Schlauchboot!","5"
"PETER","Da steht: D. M. Sind das Ihre Initialen?","5"
"ANGLER","Ganz schön neugierig, ihr beiden! Nein. (hustet) Das Boot trieb im Wasser,","5"
"ANGLER","da habe ich es eingefangen. So…","5"
"BOB","Was ist denn?","5"
