"Speaker","Text","Page"
"REGIE","Die    drei   ???     (93)   und     das    Geisterschiff","1"
"REGIE","-Hörspielskript von Indigo-","1"
"REGIE","Anfangsmusik","1"
"REGIE","Leise Fahrgeräusche eines Autos","1"
"Erzähler","Die Bewohner von Kaliforniens Küste, besonders die Autofahrer, hatten um diese","1"
"Erzähler","Jahreszeit oft mit Nebel zu kämpfen. Doch Peter konnte sich nicht erinnern, dass","1"
"Erzähler","es jemals so schlimm gewesen war. Er fuhr so langsam wie noch nie auf dieser","1"
"Erzähler","Strecke. Die Scheinwerfer seines roten MG brachten die weißen Wände aus Luft","1"
"Erzähler","zum Leuchten. Er konnte kaum 30 Meter weit sehen","1"
"REGIE","Heftige Bremsgeräusche","1"
"Peter","Uah – Die is ja wahnsinnig.","1"
"REGIE","Steigt aus","1"
"Peter","H-Hallo? Wo sind sie?","1"
"Deborah","Hallo! – Hier!","1"
"Peter","Himmel – Ist ihnen was passiert?","1"
"Deborah","neinnein – nein – alles OK.","1"
"Peter","Sind sie wahnsinnig geworden? So einfach auf die Straße zu springen? Ich","1"
"Peter","hätt´ sie beinahe überfahren.","1"
"Deborah","Es tut mir leid. Ich hatte die Scheinwerfer schon von weitem gesehen und nicht","1"
"Deborah","daran gedacht, dass ich wegen des Nebels so gut wie unsichtbar bin.","1"
"Deborah","Schnell! – Ich brauche einen Zeugen.","1"
"Peter","Zeugen? – Wofür?","1"
"Deborah","Später – Haben sie zufällig eine Kamera im Wagen?","1"
"Peter","(stotternd) nein – wofür?","1"
"Deborah","Verflucht! Kommen sie mit.","1"
"Peter","Aber – wohin denn?","1"
"Deborah","Runter zum Strand.","1"
"Peter","Und der Wagen?","1"
"Deborah","Ach unwichtig – schnell – sonst ist es gleich weg.","1"
"REGIE","Rennende Schritte / heftiges Atmen","2"
"Peter","(stotternd) Was ist weg – was denn?","2"
"Peter","Was soll denn das alles? Gab es ein Verbrechen?","2"
"Deborah","Ah – verfluchter Nebel. Man kann überhaupt nichts sehen.","2"
"Peter","Was denn? Hören sie – ihretwegen wäre ich fast über den Abhang gefahren.","2"
"Peter","Sagen sie mir jetzt endlich, was das alles soll! Wofür brauchen sie einen","2"
"Peter","Zeugen? Was soll ich mit ansehen?","2"
"Deborah","Das Schiff! Es war wieder da. Gerade eben habe ich’s gesehen.","2"
"REGIE","Spannungsmusik im Hintergrund","2"
"Peter","(lachend) Hören sie – dies ist die Küste von Malibu Beach. Hier gibt es tausend","2"
"Peter","Schiffe.","2"
"Deborah","Kein normales Schiff! Es – es tauchte plötzlich aus dem Nebel auf. Ein","2"
"Deborah","leuchtender Rumpf und zerfetzte Segel, die zu glühen schienen. Es war","2"
"Deborah","gespenstisch.","2"
"Peter","Ein leuchtendes Segelschiff? Was meinen sie damit?","2"
"Deborah","Es – es war ein Geisterschiff","2"
