"Speaker","Text","Page"
"REGIE","Die  drei  ???   Skateboardfieber        (152)","1"
"REGIE","Hörspielskript von Mecki","1"
"REGIE","Anfangsmusik, Meeresrauschen, schnelle Schritte auf Sand","1"
"Peter","Joggen ist das Einzige, was jetzt noch hilft.","1"
"1.Mann","(entfernt, mit osteuropäischem Akzent) He Junge, bleib stehen! (Pause) Du","1"
"1.Mann","sollst stehen bleiben!","1"
"Peter","(laufend, außer Atem) Zwei Männer. Meinen die mich? Die sollen mich bloß","1"
"Peter","In Ruhe lassen.","1"
"1.Mann","Hände hoch, oder ich schieße!","1"
"Peter","Soll das ein Witz sein?","1"
"REGIE","Erster Schuß fällt, Hintergrundmusik setzt ein, danach fallen während Peters Selbstgespräch noch vier","1"
"REGIE","weitere Schüsse","1"
"Peter","Sind die bekloppt? Die schießen auf mich! (Pause) (außer Atem) Die wollen","1"
"Peter","mich umbringen! (Pause) Nichts wie weg hier! Die Felsen rauf! Zu meinem","1"
"Peter","Wagen!","1"
"REGIE","Geräusch: Bewegung kleinerer Felsbrocken, angestrengte Laute von Peter","1"
"2.Mann","Bleib endlich stehen, Junge!","1"
"Peter","Da, der Parkplatz!","1"
"REGIE","Öffnen der Autotür, zunächst vergebliche Startversuche","1"
"Peter","(panisch) Komm schon, komm schon, komm schon!","1"
"REGIE","Wagen startet","1"
"Peter","(erschreckt) Da kommen sie! Wer sind denn diese Irren? Verdammt! Sie","1"
"Peter","springen in ihren Wagen, sie geben nicht auf! Was mach ich denn jetzt?","1"
"Peter","(Pause) Das Polizeipräsidium! Es sind nur wenige Meilen!","1"
"REGIE","Motorengeräusche, Zwischenmusik","1"
"Peter","Oh Mann! Hab ich sie abgehängt? (atmet hörbar aus) Da ist das Präsidium.","1"
"Peter","Geschafft! Da sind sie wieder! Sie holen auf! Ruhig, Peter, ruhig, das","1"
"Peter","schaffst du! Ha...vor dem Präsidium steht ein Mann! Nein...er...er zieht","1"
"Peter","eine Waffe! Er zielt auf mich! Sind denn alle wahnsinnig geworden? Was","1"
"Peter","mach ich denn jetzt? Wenn ich direkt zur Zentrale fahre, bring ich auch Bob","1"
"Peter","und Justus in Gefahr! (Pause) Die Kerle holen auf! Denk nach, Peter, denk","1"
"Peter","nach! Ha...der Schlüssel von Mrs. Winterfields Haus! Sie ist im Urlaub. Bei","1"
"Peter","ihr soll ich die Blumen gießen, sie wohnt direkt hinter dem Schrottplatz. Ich","2"
"Peter","könnte...","2"
"REGIE","Geräusche: Auto hält an, aussteigen, Tür schließen, schnelle Schritte, Tür wird aufgeschlossen,","2"
"REGIE","angestrengtes Atmen, Tür wird zugeknallt, schnelle Schritte im Innern der Wohnung","2"
"Peter","Hoffentlich haben sie mich nicht gesehen!","2"
"REGIE","Bremsen quietschen vor dem Haus","2"
"Peter","Da kommen sie schon! Das Badezimmer! Schnell! Durchs Fenster wieder","2"
"Peter","raus! (angestrengtes Atmen, Schritte) (leise) Jetzt immer schön in Deckung","2"
"Peter","bleiben. Und jetzt...nichts wie weg!","2"
"REGIE","Schnelle Schritte, Hintergrundmusik, Öffnen der Tür der Zentrale, Fernseher im Hintergrund","2"
"Peter","Bob!","2"
"Justus","Hm?","2"
"Bob","Du warst ja lange unterwegs! Hast du dich noch heimlich mit Jeffrey","2"
"Bob","getroffen?","2"
"Justus","Seid doch bitte leise! Ich bin kurz davor, den Schachcomputer zu besiegen.","2"
"Peter","Das interessiert mich wirklich null! Ich hab' einen Haufen Verrückter an der","2"
"Peter","Backe, die es darauf anlegen, mich zu töten!","2"
"Bob","Was?","2"
"Justus","Bitte? Moment... (schaltet Radio aus) So! Jetzt erzähl mal.","2"
"Peter","Ich muss mich...erstmal setzen.","2"
"REGIE","Blacky krächzt gelegentlich im Hintergrund","2"
"Erzähler","Atemlos berichtete der zweite Detektiv, was er erlebt hatte.","2"
"Bob","Ich fass' es nicht!","2"
"Justus","Na...","2"
"Bob","Weshalb bist du ins Haus von Mrs. Winterfield gelaufen, Zweiter?","2"
"Peter","Na, um Zeit zu gewinnen. Ich wollte die Illusion erzeugen, dass ich mich im","2"
"Peter","Haus versteckt hätte.","2"
"Justus","Mhm.","2"
"Peter","Damit sie mich darin suchen.","2"
"Bob","Aha.","2"
"Peter","Tatsächlich aber bin ich gleich...äh...durchs hintere Fenster wieder","2"
"Peter","rausgeklettert, hab es von außen wieder zugezogen, und bin durch den","2"
"Peter","Garten hierher gerannt.","2"
"Justus","Aha.","2"
"Bob","Ja, was wollen denn die Kerle von dir? Wer soll dich denn umbringen","3"
"Bob","wollen, und...äh...warum?","3"
"Peter","Ich weiß es nicht. Ich weiß gar nichts mehr.","3"
"Justus","Wussten sie, wer du bist? Haben sie dich mit Namen gerufen?","3"
"Peter","Nein. Ich glaub nicht.","3"
"Justus","Na wenigstens das. Aber jetzt bekommen sie ihn heraus. Sie kennen dein","3"
"Justus","Auto.","3"
"Peter","Ja, stimmt.","3"
"Justus","Sie werden weiter nach dir suchen. Wenn du es bist, auf den sie es","3"
"Justus","abgesehen haben. Wir müssen sofort zur Polizei.","3"
"Bob","Ja.","3"
"Peter","Ja aber, aber wa...was ist mit dem Typen vor dem Polizeipräsidium? Der hat","3"
"Peter","schließlich auch 'ne Waffe gezogen, als er mich im Wagen kommen sah.","3"
"Justus","Hm.","3"
"Peter","Vielleicht...vielleicht war es ja 'n Polizist in Zivilkleidung.","3"
"Justus","Du meinst, sie arbeiten mit der Polizei zusammen? Am besten, wir","3"
"Justus","sprechen mit Inspektor Cotta. Ihm können wir vertrauen. Ich ruf ihn gleich","3"
"Justus","an.","3"
"Peter","Ja, einverstanden.","3"
"REGIE","Hörer wird abgehoben und Nummer wird gewählt","3"
"Justus","Hm. Äh...ich schalt den Verstärker ein. (Freizeichen)","3"
"Mrs. Johnson","(am Telefon) Police Department Rocky Beach, Johnson?","3"
"Justus","Äh...ich möchte...ähm...ist Inspektor Cotta zu sprechen?","3"
"Mrs. Johnson","Wer spricht da, bitte?","3"
"Justus","Äh...Justus Jonas hier.","3"
"Mrs. Johnson","Sie müssen mit mir vorlieb nehmen. Inspektor Cotta ist bei einem Einsatz.","3"
"REGIE","Justus räuspert sich","3"
"Mrs. Johnson","Worum geht es denn?","3"
"Justus","Äh...das ist privat, Madam.","3"
"Mrs. Johnson","Dann rufen sie am besten morgen wieder an, Mr. Jonas.","3"
"Justus","Habe verstanden, vielen Dank.","3"
"REGIE","Hörer wird aufgelegt","3"
"Peter","Hm...","3"
"Bob","Das ist ja seltsam.","4"
"Justus","(leise murmelnd) Ja.","4"
"Bob","Seit wann arbeitet bei Cotta denn eine Mrs Johnson? Kenn ich gar nicht.","4"
"Justus","Auf der Wache tauchen doch immer wieder mal neue Leute auf, das muss","4"
"Justus","nicht unbedingt etwas bedeuten, aber...wer weiß?","4"
"Peter","Und nun?","4"
"Justus","Na, nun musst du hierbleiben und dich mit uns begnügen. Wir verstecken","4"
"Justus","dich solange hier, bis wir Inspektor Cotta erreichen. In der Zentrale bist du","4"
"Justus","sicher.","4"
"Bob","Sollen wir deine Eltern anrufen, Zweiter? Die sind doch gerade irgendwo in","4"
"Bob","Europa unterwegs, oder?","4"
"Justus","Ach, besser nicht. Sie können ohnehin nichts tun, und wir machen sie nur","4"
"Justus","verrückt.","4"
"Bob","Ja.","4"
"Peter","Ja, und was machen wir stattdessen?","4"
"Justus","Als erstes gehe ich um die Ecke und schaue nach, was sich vor und in Mrs.","4"
"Justus","Winterfields Haus tut.","4"
"Peter","Das ist doch Wahnsinn! Außerdem kannst du uns hier nicht einfach allein","4"
"Peter","lassen.","4"
"Justus","Peter! Wenn deine Verfolger wüssten, wer du bist, dann wären sie längst","4"
"Justus","hier. Ich werde vorsichtig sein und die Lage prüfen.","4"
"Peter","Aber...","4"
