"Speaker","Text","Page"
"REGIE","187 - Die drei ??? und  das  silberne Amulett","1"
"REGIE","Hörspielskript von hawk","1"
"REGIE","(*Titelmusik*)","1"
"REGIE","(*blechernes Scheppern*)","1"
"Peter","Hä? Was war das denn, Leute?","1"
"Justus","Da hat jemand eine Blechdose über den Zaun geworfen.","1"
"Bob","Ich sehe mal nach wer das war.","1"
"Peter","Sag mal, Justus, wer um alles in der Welt wirft seinen Müll auf euren","1"
"Peter","Schrottplatz?","1"
"Justus","Immer noch Gebrauchtwarencenter, aber das wird uns Bob schon gleich","1"
"Justus","sagen, Zweiter.","1"
"Bob","Au!","1"
"Peter","Hast du das gehört? Da ist was passiert. Komm, los!","1"
"Justus","Ja. Bob! Was ist mit dir?","1"
"Bob","Ach, da war ein Mann. Der hat mich umgerannt. Mit einem Gesicht wie","1"
"Bob","ein Bullterrier und einer Figur wie ein Kleiderschrank.","1"
"Peter","Das darf ja wohl nicht wahr sein.","1"
"Justus","Komm, ich helf' dir hoch.","1"
"Bob","Aber es war nicht die Person, die die Dose über den Zaun geworfen hat.","1"
"Bob","Denn die sah ich noch um die Ecke verschwinden.","1"
"Justus","Aha.","1"
"Bob","Und ganz komisch, da war noch was.","1"
"Justus","Ja?","1"
"Bob","Der Typ, der mich umgestoßen hat, der ... der roch eindeutig nach","1"
"Bob","Benzin.","1"
"Peter","Nun kommt, Leute, wir sollten uns als erstes mal die Dose ansehen.","1"
"Bob","Ja, hast du recht. Also los.","1"
"Peter","Da liegt sie.","1"
"Justus","Kommt, gehen wir in die Zentrale, Kollegen.","1"
"Peter","Ja. Seht euch die Dose mal an hier. Coughy's Hustenbonbons,","2"
"Peter","Waldfrüchte. Ich mach mal auf, ja?","2"
"Bob","Okay.","2"
"Blacky","Gib mir die Kohle. Gib mir die Kohle.","2"
"Peter","Was alles drin ist. Zwei Schlüssel.","2"
"Justus","Aha.","2"
"Peter","Eine 1-Cent-Münze. Ein Parkticket von ...äh ... Little Dume Beach. Auf der","2"
"Peter","Rückseite steht ein Name.","2"
"Justus","Aha.","2"
"Peter","""A. Berret"". Dann noch 'n silberner Anhänger auf dem 'ne Sonne","2"
"Peter","abgebildet ist. Und 'in Stück weißes Papier. Steht aber nichts drauf.","2"
"Bob","Ja, also nach Müll sieht das alles nicht aus.","2"
"Peter","Nee.","2"
"Justus","Die Vermutung liegt nahe, dass uns jemand ganz bewusst diese Dose","2"
"Justus","bzw. ihren Inhalt zukommen lassen wollte.","2"
"Peter","Ja, aber was soll an dem Kram so wichtig sein? Die Schlüssel? Oder","2"
"Peter","dieser ... dieser Anhänger?","2"
"Justus","Also der eine Schlüssel sieht mir nach einem normalen Büroschlüssel aus.","2"
"Justus","Der andere hingegen ist recht klein und zierlich. Er ... er sieht dem","2"
"Justus","Schlüssel zu unserer Zentrale recht ähnlich.","2"
"Peter","Stimmt.","2"
"Justus","Er könnte zu einem Wohnmobil gehören.","2"
"Bob","Zeig mal.","2"
"Peter","Hier.","2"
"Bob","Dieser ... dieser silberne Anhänger, der sieht irgendwie indianisch aus,","2"
"Bob","oder? Hier, das ... das Sonnenmotiv und die Machart. Seltsam, das hab","2"
"Bob","ich doch schon irgendwo mal gesehen.","2"
"Peter","Ja, aber die Frage ist doch, wer wirft so 'ne Dose mit so merkwürdigen","2"
"Peter","Sachen über den Zaun eures Schrottplatzes?","2"
"Bob","Tja.","2"
"Justus","Vielleicht kennt derjenige uns ja und womöglich hat er seinen Fluchtweg","2"
"Justus","bewusst so geplant, dass er hier vorbei läuft. Ich bin mehr und mehr der","2"
"Justus","Ansicht, dass uns hier Hinweise zugespielt wurden, mit denen es eine","2"
"Justus","ganz bestimmte Bewandtnis hat.","2"
"Peter","Wie? Dann gehst du davon aus, dass uns soeben ein neuer Fall","3"
"Peter","übertragen wurde?","3"
"Bob","Nicht nur Just geht davon aus, ich würde das auch so sehen.","3"
"Onkel Titus","Justus?","3"
"Bob","Naja, und wenn wir jetzt...","3"
"Onkel Titus","Justus, wo bist du denn?","3"
"Peter","Das ist dein Onkel, Erster.","3"
"Onkel Titus","(*rufend*) Justus?","3"
"Bob","Das scheint doch was Ernstes zu sein.","3"
"Justus","Kommt mit, Kollegen.","3"
"Peter","Ja.","3"
"Onkel Titus","Da seid ihr ja.","3"
"Justus","Ja.","3"
"Onkel Titus","Justus, deine Tante. Sie wurde von der Polizei abgeholt.","3"
"Justus & Bob","Was?","3"
"Onkel Titus","Dieser Zettel hier lag auf dem Küchentisch.","3"
"Justus","""Polizei hat mich verhaftet. Bin auf dem Revier. Kommt dahin, wenn ich","3"
"Justus","noch nicht zu Hause bin. Sofort! Mathilda.""","3"
"Onkel Titus","Ich bin eben erst nach Hause gekommen und da lag der Zettel neben","3"
"Onkel Titus","der Obstschale.","3"
"Justus","Also weißt du nicht, was los ist?","3"
"Onkel Titus","Nein! Du auch nicht, oder?","3"
"Justus","Nein. Wir sind auch erst seit zehn Minuten hier.","3"
"Onkel Titus","Dann lass uns sofort losfahren!","3"
"Justus","Klar doch! Und ihr kommt auch mit Kollegen.","3"
"Peter","Ja, ja.","3"
"Bob","Selbstverständlich.","3"
"Peter","Worauf du dich verlassen kannst, Erster.","3"
"Justus","Los!","3"
"REGIE","(*Zwischenmusik*)","3"
"Erzähler","Als die drei Detektive mit Onkel Titus im Police Department von Rocky","4"
"Erzähler","Beach eintrafen, saß Inspektor Cotta stumm auf seinem Drehstuhl","4"
"Erzähler","während Tante Mathilda vor seinem Schreibtisch wütend auf und ab lief.","4"
"Tante Mathilda","Also eine absolute Frechheit! Muss ich mir so etwas wirklich bieten","4"
"Tante Mathilda","lassen?","4"
"REGIE","(*die Drei Fragezeichen und Onkel Titus kommen zur Tür rein*)","4"
"Tante Mathilda","Ach gut, dass ihr alle da seid!","4"
"Peter","Ja","4"
"Justus","Tante Mathilda!","4"
"Inspektor Cotta","Guten Tag, Mr. Jonas! Hallo Jungs!","4"
"Justus","Hallo Inspektor!","4"
"Bob","Hi.","4"
"Inspektor Cotta","Nehmen Sie doch bitte Platz!","4"
"Justus","Danke!","4"
"Peter","Ja, danke!","4"
"Onkel Titus","Was ist denn nur passiert?","4"
"Tante Mathilda","Ja, der Inspektor soll es euch erklären. Ich bringe das nicht mal über","4"
"Tante Mathilda","meine Lippen. Geschweige denn, dass ich ... ach, hört es euch einfach an!","4"
"Inspektor Cotta","Also, ich möchte vorwegschicken, dass niemand daran denkt, Mrs.","4"
"Inspektor Cotta","Jonas ...","4"
"Tante Mathilda","Ach nein? Ja, und was mache ich dann hier?","4"
"Inspektor Cotta","Folgender Sachverhalt hat sich ergeben. Vor etwa eineinhalb Stunden","4"
"Inspektor Cotta","erhielten wir einen Anruf von Mr. Bordy.","4"
"Justus","Ja?","4"
"Onkel Titus","Unserem Fleischer?","4"
"Tante Mathilda","Unserem Ex-Fleischer!","4"
"Inspektor Cotta","Und Mr. Bordy informierte uns, dass heute eine Kundin in seinem Laden","4"
"Inspektor Cotta","mit einem falschen 50-Dollar-Schein gezahlt hat.","4"
"Tante Mathilda","Ich ... ich war diese Kundin.","4"
"Bob","Was?","4"
"Tante Mathilda","Ich soll mit Falschgeld bezahlt haben, behauptet dieser ... hach, dieser","4"
"Tante Mathilda","Hornochse von Fleischer.","4"
"Onkel Titus","Das gibt's doch nicht.","5"
"Tante Mathilda","Aber es ist doch wahr.","5"
"Inspektor Cotta","Mrs. Jonas, wie auch immer sich das alles erklären lässt, es war","5"
"Inspektor Cotta","Falschgeld. Das haben unsere Spezialisten mittlerweile bestätigt.","5"
"Tante Mathilda","Aber doch nicht von mir.","5"
"Inspektor Cotta","Die Angestellte von Mr. Bordy behauptet aber Sie hätten damit gezahlt.","5"
"Tante Mathilda","Ach, Mrs. Tracy Sparks, diese Wurst. Ich habe beim Fleischer tatsächlich","5"
"Tante Mathilda","mit einem 50-Dollar-Schein bezahlt, Inspektor. Aber der war garantiert","5"
"Tante Mathilda","echt.","5"
"Inspektor Cotta","Die Banknote ist äußerst professionell gemacht. Daher war die Fälschung","5"
"Inspektor Cotta","auch nicht gleich als solche zu erkennen. Nur weil Mrs. Sparks","5"
"Inspektor Cotta","angehalten ist, jeden größeren Schein zu prüfen, haben wir die Blüte","5"
"Inspektor Cotta","überhaupt entdeckt. Und Mrs. Sparks' Aussage nach, waren Sie am","5"
"Inspektor Cotta","Vormittag die einzige Kundin, die mit einer 50-Dollar-Note bezahlt hat,","5"
"Inspektor Cotta","Madam.","5"
"Tante Mathilda","Ach, ich bin mir aber keiner Schuld bewusst, Inspektor. Kann ich denn","5"
"Tante Mathilda","jetzt endlich gehen?","5"
"Inspektor Cotta","Ja, sicher doch. Rechnen Sie aber damit, dass wir im Laufe unserer","5"
"Inspektor Cotta","Ermittlungen noch einmal Kontakt mit Ihnen aufnehmen müssen.","5"
"Tante Mathilda","Na ja, wenn es denn sein muss. Titus, wir gehen.","5"
"Onkel Titus","Ja.","5"
"REGIE","(*sie gehen zur Tür, Officer Kramer kommt rein*)","5"
"Kramer","Oh! Ich ... Ganz kurz, Inspektor, wissen Sie, wir die Brandstiftung","5"
"Kramer","bearbeitet?","5"
"Inspektor Cotta","Welche Brandstiftung, Kramer?","5"
"Kramer","Der Wohnwagen in dem Trailerpark nördlich von Klein Tokio, der heute","5"
"Kramer","Vormittag ausgebrannt ist.","5"
"Inspektor Cotta","Ach so. Das macht Donelli, glaub ich.","5"
"Kramer","Danke.","5"
"Tante Mathilda","Kommt ihr, Jungs?","5"
"Peter","Ja, natürlich. Wir kommen gleich nach, Mrs. Jonas.","5"
"Onkel Titus","Dann komm, Mathilda.","5"
"Tante Mathilda","Ja.","5"
"Justus","Was ist denn, Zweiter?","6"
"Peter","Vielleicht hör ich ja die Flöhe husten. Aber mich würde interessieren, was","6"
"Peter","ihr davon haltet.","6"
"Bob","Wovon denn?","6"
"Peter","Heute Mittag wurde ein Wohnwagen eingeäschert. Der Typ, der Bob","6"
"Peter","umgerannt hat, roch nach Benzin.","6"
"Bob","Ja.","6"
"Peter","Und einer der beiden Schlüssel, die in der Dose waren, gehört nach","6"
"Peter","deiner Aussage, Justus, wahrscheinlich zu einem Wohnmobil oder etwas","6"
"Peter","Ähnlichem.","6"
"Justus","Hm.","6"
"Bob","Du hast recht.","6"
"Justus","Vielleicht hörst du wirklich nur die Flöhe husten, Zweiter. Vielleicht aber","6"
"Justus","auch nicht. Und deshalb fahren wir erstmal mit Onkel Titus und Tante","6"
"Justus","Mathilda zum Schrottplatz zurück.","6"
"Peter","Okay.","6"
"Justus","Aber dann geht's auf nach Klein Tokio.","6"
"REGIE","(*Zwischenmusik*)","6"
"Erzähler","Der Stadtteil Klein Tokio heißt so, weil dort viele Menschen mit","6"
"Erzähler","japanischen Wurzeln leben. Unterhalb des Coldwell Hill befindet sich der","6"
"Erzähler","Trailerpark. Etwa 30 Wohnwagen stehen verstreut auf dem eingezäunten","6"
"Erzähler","Areal. Fast alle sind zu dauerhaften Behausungen umfunktioniert worden.","6"
"Erzähler","Als die drei Detektive dort ankamen, konnten sie die Brandstelle schon","6"
"Erzähler","aus einiger Entfernung sehen.","6"
"Peter","Ah. Alle Achtung. Da hat jemand aber ganze Arbeit geleistet.","6"
"Bob","Viel ist von dem Wohnwagen nicht mehr übrig. Äh, Peter, hast du die","6"
"Bob","Schlüssel bei dir?","6"
"Peter","Ja. Warum fragst du?","6"
"Bob","Gib mal hier.","6"
"Peter","Du kannst doch nicht einfach unter dem Absperrband hindurch. Was","6"
"Peter","hast du denn vor?","6"
"Bob","Hier liegt das was noch von der Tür übrig ist. Ja, und das Schloss sieht","6"
"Bob","noch einigermaßen gut aus. Wartet mal. Ah.","6"
"Justus","Oh. Alle Achtung, Bob. Und?","6"
"Bob","Bingo, Freunde. Passt.","7"
"Justus","Dann ... dann sind wir also auf der richtigen Fährte.","7"
"Emma Bailey","Was macht ihr denn hier? Seid ihr Freunde von Mr. Rope?","7"
"Justus","Äh, nicht ganz. Wir ermitteln in ... in seinem Auftrag was hier passiert ist.","7"
"Justus","Darf ich Ihnen unsere Karte geben?","7"
"Emma Bailey","Die drei Detektive, wir übernehmen jeden Fall, drei Fragezeichen. Erster","7"
"Emma Bailey","Detektiv Justus Jonas, zweiter Detektiv Peter Shaw, Recherchen und","7"
"Emma Bailey","Archiv Bob Andrews. Aber die Polizei war doch schon hier.","7"
"Justus","Wir ermitteln unabhängig von der Polizei. Kennen Sie Mr. Rope näher,","7"
"Justus","Mrs. ... ?","7"
"Emma Bailey","Bailey.","7"
"Justus","Ah.","7"
