"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   - Im  Netz   des  Drachen     (156)","1","0"
"REGIE","Script von Monique Carrera","1","0"
"REGIE","Track 1 - Das Monster im Wald","1","0"
"REGIE","[Titelmusik]","1","0"
"REGIE","[Waldatmosphäre, Schritte]","1","0"
"Peter","Man! Diese Klippenspringer bei den Teufelsfelsen, die waren ja echt","1","3"
"Peter","atemberaubend.","1","3"
"REGIE","[ein Schrei]","1","0"
"Peter","[verschreckt] Just... Bob... Woher kam das?","1","3"
"Bob","Der Schrei kam von dort hinten, würde ich sagen.","1","4"
"REGIE","[eine Frau schreit um Hilfe]","1","0"
"Justus","Los! Hin, Kollegen!","1","2"
"REGIE","[hastige Schritte auf Unterholz, Musik setzt ein]","1","0"
"Peter","Da! Da, eine Frau!","1","3"
"Justus","Ja.","1","2"
"Bob","Miss? Was ist los?","1","4"
"Frau","[hysterisch] Oh, mein Gott!","1","192"
"Bob","Werden Sie verfolgt?","1","4"
"Frau","Ein Monster!...","1","192"
"Bob","Können wir Ihnen irgendwie helfen?","1","4"
"Frau","... Hier im Wald! Da oben ist ein Monster!","1","192"
"Justus","Hä?","1","2"
"Frau","Macht, dass ihr weg kommt! Schnell! [rennt hilfeschreiend weg]","1","192"
"Bob","Laufen Sie doch nicht weg!","1","4"
"Justus","Hey!","1","2"
"Bob","Oh man, die war ja zu Tode erschrocken.","1","4"
"REGIE","[Musik klingt aus]","1","0"
"Peter","[verängstigt] Monster. Sie hat etwas von einem Monster gesagt.","2","3"
"Justus","Ja. Eine äußerst interessante Bemerkung, der wir unbedingt auf den","2","2"
"Justus","Grund gehen sollten. Kommt!","2","2"
"REGIE","[Schritte]","2","0"
"Peter","Hältst du das wirklich für eine gute Idee, erster? Es wird schon dunkel","2","3"
"Peter","und wir haben keine Taschenlampen dabei.","2","3"
"Bob","Ach, jetzt komm schon, zweiter. Sicher hat sich die Frau nur vor nem","2","4"
"Bob","Schattenspiel oder einem knorrigen Baum erschrocken.","2","4"
"Peter","Na, und warum sehen wir dann nach, wenn da gar nichts ist?","2","3"
"Justus","Weil wir, wenn wir Glück haben, vielleicht doch mal auf ein echtes","2","2"
"Justus","Monster treffen.","2","2"
"Bob","Los.","2","4"
"Peter","[nörgelt] Warum mussten wir nur diese angebliche Abkürzung durch","2","3"
"Peter","den Pinienwald nehmen? Wir kennen uns hier in Santa Clara doch","2","3"
"Peter","überhaupt nicht aus!","2","3"
"Bob","Hey, wartet mal, Freunde. Ja, da... da vorne hinter diesem massiven","2","4"
"Bob","Zaun, ist das, ist das 'n Haus?","2","4"
