"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   - Vampir    im  Internet   (88)","1","0"
"REGIE","- Script von Monique Carrera -","1","0"
"REGIE","Track 1 - Per E-Mail","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Schritte, eine Tür wird geöffnet","1","0"
"Doe Dungeon","Hallo, ihr drei! (lächelnd) Gestatten: Doe Dungeon.","1","640"
"Peter","Guten Tag.","1","3"
"Bob","Guten Tag.","1","4"
"Justus","Ja.","1","2"
"Doe Dungeon","Nett, nett, das ihr meiner Einladung gefolgt seid, Jungs.","1","640"
"Doe Dungeon","Nun, äh, lerne ich die drei Fragezeichen endlich mal persönlich kennen.","1","640"
"Peter","Ja.","1","3"
"Doe Dungeon","So, ach, (leicht angestrengt) verdammte Hitze da draußen. Hat euch Mrs.","1","640"
"Doe Dungeon","Bushford denn nichts zu trinken angeboten?","1","640"
"Justus","Ihre Sekretärin war sehr zuvorkommend. Aber wir wollten auf Ihr Eintreffen","1","2"
"Justus","warten.","1","2"
"Bob","Genau.","1","4"
"Doe Dungeon","Trinkt Ihr mit mir ein Wasser?","1","640"
"Peter","(zustimmend) Mhm","1","3"
"Bob","Ja, gerne.","1","4"
"Doe Dungeon","OK.","1","640"
"Doe Dungeon","Äh, Lili, bring uns doch mal vier Soda.","1","640"
"Doe Dungeon","Also, ich, äh, möchte euch nicht lange auf die Folter spannen, deshalb eine","1","640"
"Doe Dungeon","wichtige Frage gleich vorweg; äh, seid ihr zur Zeit mit Ermittlungen beschäftigt,","1","640"
"Doe Dungeon","oder kann ich eure detektivischen Fähigkeiten für ca. eine Woche in Anspruch","1","640"
"Doe Dungeon","nehmen?","1","640"
"Justus","Das kommt ganz auf den Auftrag an. Wo brennt's denn?","1","2"
"Doe Dungeon","Ha, ha, so ist es richtig, Jungs. Ihr scheint mir die ideale Besetzung für mein","1","640"
"Doe Dungeon","Vorhaben zu sein. Jung, dynamisch und aufgeweckt.","1","640"
"Bob","Na ja...","1","4"
"Doe Dungeon","Genau aus diesem Grund habe ich euch ausgewählt und per E-Mail in mein","1","640"
"Doe Dungeon","Büro bestellt.","1","640"
"REGIE","Eine Tür wird geöffnet","1","0"
"Lili Bushford","Die Getränke. Kann ich sonst noch etwas für dich tun, Doe?","2","641"
"Doe Dungeon","Danke, Lili. Das, das wär's vorerst.","2","640"
"REGIE","Lili Bushford lächelt, Wasser wird eingeschenkt, Schritte","2","0"
"Bob","(in sein Glas sprechend) Danke.","2","4"
"Peter","Also, Mr. Dungeon, um was für einen Auftrag handelt es sich?","2","3"
"REGIE","Türgeräusche","2","0"
"Doe Dungeon","Kindesentführung.","2","640"
"Justus","(schockiert) Ach...","2","2"
"Bob","(schockiert) Was...?","2","4"
"Doe Dungeon","Ohne die geringste Vorwarnung wurde Trulies Säugling geraubt. Urplötzlich","2","640"
"Doe Dungeon","war durch das geschlossene Fenster ein Wesen in den Raum gestürzt, das","2","640"
"Doe Dungeon","keine Ähnlichkeit mit einem Menschen hatte. Es riss das Kind aus der Wiege","2","640"
"Doe Dungeon","und floh mit ihm durch das zersplitterte Fenster.","2","640"
"Justus","Ach...","2","2"
"Bob","Moment mal...","2","4"
"Doe Dungeon","Die Amme hatte daraufhin einen Nervenzusammenbruch.","2","640"
"Peter","(verdutzt) Sie, Sie machen Scherze!","2","3"
"Doe Dungeon","Diese Kreatur bezeichnet man als Ghoul.","2","640"
"Justus","Ach...","2","2"
"Doe Dungeon","Die Bewohner der Karpaten haben ihn schon des öfteren bei Nacht","2","640"
"Doe Dungeon","herumschleichen sehen. Man sagt, wer einem Ghoul in die Augen schaut, lädt","2","640"
"Doe Dungeon","den Fluch des Bösen auf sich.","2","640"
"Justus","(etwas erleichtert) Klingt mehr nach der Anfangsszene eines gruseligen","2","2"
"Justus","Phantasiestreifens, als nach einer realen Begebenheit. (Bob lächelt) Ein Ghoul","2","2"
"Justus","ist doch der Sklave eines Vampirs. Ein affenähnliches Geschöpf mit Flügeln,","2","2"
"Justus","das dazu verdammt ist, im Auftrag seines Meisters frisches Menschenblut zu","2","2"
"Justus","beschaffen.","2","2"
"Peter","Aoch...","2","3"
"Doe Dungeon","Wie es scheint, hat der Vampir mit seiner Geisel Europa verlassen und ist mit","2","640"
"Doe Dungeon","ihr in die Vereinigten Staaten geflohen. Äh, solltet ihr euch entschließen, die","2","640"
"Doe Dungeon","Jagd nach dem Vampir aufzunehmen, werde ich euch eine Ausrüstung zur","2","640"
"Doe Dungeon","Verfügung stellen, die alles bisher da gewesene in den Schatten stellt.","2","640"
"Peter","Mo... mo... mo... moment...","2","3"
"Bob","Ja...","2","4"
"Peter","Wir sollen für eine gewisse Trulie ein entführtes Kind aus den Klauen eines","3","3"
"Peter","Vampirs befreien, und Sie wollen uns für diesen Auftrag mit den","3","3"
"Peter","entsprechenden Waffen ausrüsten? - Das, d... das ist doch alles Wahnsinn!","3","3"
"Bob","Ja, das find ich auch.","3","4"
"Doe Dungeon","Also, bevor ihr euch zu irgendetwas entschließt, sollten wir vielleicht erst mal","3","640"
"Doe Dungeon","nach nebenan gehen.","3","640"
"REGIE","Die Jungen sind etwas verwirrt","3","0"
"Bob","Ja, ja... warum?","3","4"
"Doe Dungeon","Dort findet ihr alle Utensilien, die ihr benötigt, um diesen Vampir ein für alle Mal","3","640"
"Doe Dungeon","ins Jenseits zu befördern.","3","640"
"REGIE","alle stehen auf, Schritte, verhaltenes Stöhnen bei den drei Detektiven","3","0"
"Justus","(skeptisch) Kommt, Kollegen...","3","2"
"REGIE","eine Tür wird geöffnet","3","0"
"Bob","(flüsternd) Irgendwas stimmt doch hier nicht...","3","4"
"REGIE","Justus schreckt auf","3","0"
"Doe Dungeon","Dass ihr mir nicht über die Kabel stolpert!","3","640"
"Bob","Tolle Geräte haben Sie hier, das muss ich schon sagen.","3","4"
"Doe Dungeon","Ja, ohne Computer könnte ich nicht mehr sein, sie sind sozusagen mein","3","640"
"Doe Dungeon","Leben.","3","640"
"Justus","Sind Sie Programmierer?","3","2"
"Doe Dungeon","(verhalten lächelnd) Tja, mit Leib und Seele. Die Computerwelt und das reale","3","640"
"Doe Dungeon","Leben haben eines gemeinsam. Beides ist in meinen Augen ein Spiel.","3","640"
"Bob","Aha.","3","4"
"Justus","Dann gehe ich wohl recht in der Annahme, dass Sie sich mit Computerspielen","3","2"
"Justus","befassen, oder?","3","2"
"Doe Dungeon","Richtig erkannt.","3","640"
"Peter","(sehr erleichtert) Ach, darum geht es also!","3","3"
"Bob","(erleichtert) Ach so... Na dann... (lacht)","3","4"
"Peter","Von wegen Entführung und Vampir, der Los Angeles heimsucht. Bei der","3","3"
"Peter","ganzen Sache handelt es sich um ein Computerspiel.","3","3"
"Doe Dungeon","Ja, ja, ganz recht.","3","640"
"Bob","Ach so.","3","4"
"Doe Dungeon","Aber das Fantasy-Adventure-Game ""Sweet Revanche"" ist noch nicht im","4","640"
"Doe Dungeon","Handel. Die Programmierung ist zwar abgeschlossen, das Spiel muss aber","4","640"
"Doe Dungeon","noch einem Testlauf unterzogen werden.","4","640"
"Bob","Aha.","4","4"
"Doe Dungeon","Von einem Team, dass völlig unvoreingenommen und ahnungslos an die","4","640"
"Doe Dungeon","Sache herangeht.","4","640"
"Justus","Das klingt interessant.","4","2"
"Doe Dungeon","Schon seit 2 1/2 Jahren tüftele ich an dieser Vampirgeschichte herum. Ich","4","640"
"Doe Dungeon","möchte euch ja nicht zu viel versprechen, aber das, was ich da in naher","4","640"
"Doe Dungeon","Zukunft weltweit übers Internet schicken werde, wird die kühnsten Träume aller","4","640"
"Doe Dungeon","spielbegeisterten Computerfreunde übertreffen.","4","640"
"Justus","Moment, übers Internet? Wie darf man das verstehen?","4","2"
"Doe Dungeon","Das Internet macht es möglich. Sweet Revanche kann interaktiv gespielt","4","640"
"Doe Dungeon","werden, obwohl die Spielteilnehmer über den gesamten Globus verstreut an","4","640"
"Doe Dungeon","ihrem PC sitzen. In der künstlichen Computerlandschaft treffen sie auf dem","4","640"
"Doe Dungeon","Bildschirm zusammen. Sie bilden eine Gemeinschaft und entwickeln im Team","4","640"
"Doe Dungeon","Strategien, um das Böse, in diesem Fall dargestellt durch einen Vampir, zu","4","640"
"Doe Dungeon","besiegen und ihm ein für alle Mal den Gar auszumachen.","4","640"
"Bob","Tja, also...","4","4"
"Justus","Ja.","4","2"
"Bob","Ich, ich würd sagen, wir, wir übernehmen den Fall.","4","4"
"Peter","Jöa...!","4","3"
"Bob","Was meinst du, Justus?","4","4"
"Justus","(voller Begeisterung) Keine Frage. Wir sind dabei!","4","2"
"Bob","(begeistert) Natürlich!","4","4"
"Doe Dungeon","Ja, ich wusste, dass ich auf euch zählen kann. Ihr werdet das wahre Leben","4","640"
"Doe Dungeon","ringsum euch total vergessen und mit eurem ganzem Empfinden in meine","4","640"
"Doe Dungeon","virtuelle Realität eintauchen.","4","640"
"Peter","(verwirrt) Virtuelle Realität?","4","3"
"Bob","(leicht genervt) Also Peter, dass weiß ja nun wirklich jeder mittlerweile.","4","4"
"Justus","Künstliche Wirklichkeit. Dieser Begriff bezeichnet die von Programmierern","4","2"
"Justus","künstlich geschaffene Welt, in der man sich per Computer bewegt.","4","2"
"Bob","Ganz genau.","4","4"
"Doe Dungeon","Ja, vorbildlich erklärt. Sobald ihr mit dem Spiel begonnen habt, werdet ihr im","4","640"
"Doe Dungeon","wahrsten Sinne des Wortes euren Gefühlen nicht mehr trauen.","4","640"
"Peter","Äh, wie, wie soll das möglich sein?","4","3"
"REGIE","Schritte und klappern von Schranktüren","4","0"
"Doe Dungeon","Mit diesem Datenhelm und den Handschuhen kann man in die virtuelle Realität","5","640"
"Doe Dungeon","eintauchen. Sie lassen sich kinderleicht an den Rechner anschließen.","5","640"
"Justus","Ach...","5","2"
"Bob","Das ist ja n Wahnsinn. Diese Dinger bieten sie jetzt auch schon im","5","4"
"Bob","Spielwarenhandel an...","5","4"
"Justus","(unterbricht) Aha...","5","2"
"Bob","Allerdings zu unverschämten Preisen.","5","4"
"Peter","Äh, und wozu braucht man die Sachen?","5","3"
"Doe Dungeon","(lächelnd) Bei den herkömmlichen Computerspielen läuft das Geschehen","5","640"
"Doe Dungeon","zweidimensional auf dem Bildschirm ab. Setzt sich der Spieler jedoch den","5","640"
"Doe Dungeon","Helm auf den Kopf, glaubt er, in ein dreidimensionales Geschehen","5","640"
"Doe Dungeon","einzutauchen. Das bewirkt eine Spezialbrille, die in den Datenhelm integriert","5","640"
"Doe Dungeon","ist.","5","640"
"Peter","Und äh, wie, wie funktionieren die Handschuhe?","5","3"
"Doe Dungeon","In ihnen befinden sich Tastsensoren, die per Mikrochip die Bewegungen der","5","640"
"Doe Dungeon","Hand auf den Rechner übertragen. Dieser wiederum setzt die Impulse präzise","5","640"
"Doe Dungeon","auf die Figur im Computerspiel um.","5","640"
"Justus","Aha.","5","2"
"Bob","Äh, Moment mal, das heißt aber, wenn ich Sie recht verstanden habe, dass die","5","4"
"Bob","Spieler, die sich ins Internet schalten um an Sweet Revanche teilnehmen, im","5","4"
"Bob","Besitz eines Datenhelms und der Handschuhe sein müssen. Richtig?","5","4"
"Doe Dungeon","Ja, richtig Bob. Wir werden in diesem Fall mit einer Hardwarefirma","5","640"
"Doe Dungeon","zusammenarbeiten, die sich bereit erklärt hat, den Helm und die Handschuhe","5","640"
"Doe Dungeon","zu einem sagenhaften Freundschaftspreis anzubieten, sobald das Spiel im","5","640"
"Doe Dungeon","Internet freigeschaltet ist.","5","640"
"Bob","Aha.","5","4"
