"Speaker","Text","Page"
"REGIE","Die  drei ???  und   der Ameisenmensch       (32)","1"
"REGIE","- Hörspielskript von Beefy Tremane -","1"
"REGIE","Anfangsmusik","1"
"Erzähler","Justus, Peter, Bob und der Fahrer Patrick waren in den Bergen bei Rocky Beach","1"
"Erzähler","unterwegs, um ein paar alte Sachen einzukaufen. Wahrscheinlich fuhr Patrick","1"
"Erzähler","etwas schnell, denn plötzlich kam der Lastwagen auf dem schlammigen Weg ins","1"
"Erzähler","Schleudern.","1"
"REGIE","fahrender Lastwagen","1"
"Bob","schreit Achtung, Patrick!","1"
"REGIE","Knallen, Poltern","1"
"Patrick","Zum Kuckuck!","1"
"Peter","So ein Pech! Wir sitzen im Graben.","1"
"Justus","besorgt Seid ihr in Ordnung? Peter? Bob?","1"
"Bob","Klar.","1"
"Peter","Ja, alles in Ordnung.","1"
"Justus","Also los! Raus!","1"
"REGIE","Lastwagentür wird geöffnet und geschlossen","1"
"Patrick","stöhnt Zum Kuckuck, wir …! Da kommen wir allein nicht raus!","1"
"Justus","Ja! Wir müssen Hilfe holen.","1"
"Bob","Zu der Scheune dort am Hang führen Telefonkabel. Da wohnt bestimmt jemand.","1"
"Justus","Ja.","1"
"Bob","Durch das Maisfeld ist es nicht weit. Kommt!","1"
"REGIE","Rascheln, Schritte","1"
"Justus","Mais, hier in den Bergen? Das ist ja ganz was Neues!","1"
"REGIE","Bob brummt zustimmend","1"
"Justus","Also Patrick, wir sind gleich zurück!","1"
"Patrick","ruft Ist in Ordnung! Ich bleibe beim Wagen.","1"
"REGIE","Rascheln","1"
"Justus","Na los! Geh’n wir durch den Mais. Ich voran!","1"
"REGIE","Rascheln","1"
"Peter","erschreckt Justus, pass auf!","1"
"Justus","erschreckt Aah!","1"
"Bob","Just!","2"
"Dr. Woolley","wütend Du verdammtes Ding! Dir knall’ ich gleich was auf den Kopf!","2"
"Justus","ängstlich Nein! Patrick!","2"
"Dr. Woolley","Nanu, du bist ja nur ein Junge!","2"
"Patrick","ruft Lassen Sie den Jungen in Ruhe!","2"
"Dr. Woolley","Äh, meine Brille. Ich habe meine Brille verloren!","2"
"Bob","Hier ist sie. Bitte.","2"
"Patrick","aufgebracht Was ist denn in Sie gefahren? Sind Sie wahnsinnig, Justus so","2"
"Patrick","anzufallen? Sie wollten ihn mit dem Stein schlagen!","2"
"Dr. Woolley","Es tut mir leid! Es tut mir wirklich leid, aber ich dachte es wär’ die Vogelscheuche","2"
"Dr. Woolley","und ich äh …","2"
"Patrick","verwirrt Was ist los? Vogelscheuche?","2"
"Dr. Woolley","Ja, das ist so, ähm, wir wurden hier schon öfter durch Eindringlinge gestört. Sie","2"
"Dr. Woolley","zertrampeln mir den Mais und ähm, ich hab die Nerven verloren. Entschuldigen","2"
"Dr. Woolley","Sie.","2"
"Justus","Aber der Stein in ihrer Hand!","2"
"Dr. Woolley","Ich hätte dich bestimmt nicht geschlagen, ich … wollte nur wissen, wer du bist.","2"
