"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei   ???    und    die   Comic-Diebe          (49)","1","0"
"REGIE","[Titelmusik]","1","0"
"Erzähler","Justus, Bob und Peter hatten auf dem Schrottplatz von Onkel Titus","1","574"
"Erzähler","eine Kiste Comic-Hefte erstanden; genau 21 Dollar hatten sie dafür","1","574"
"Erzähler","bezahlt. Sie suchten sich die besten davon aus und gingen damit auf","1","574"
"Erzähler","den InterComiCon, die Verkaufsausstellung, die jährlich tausende von","1","574"
"Erzähler","Fans anlockte. Sie hofften, die Hefte dort gewinnbringend verkaufen zu","1","574"
"Erzähler","können.","1","574"
"REGIE","[Stimmengewirr ist zu hören]","1","0"
"Griswold","Hallo, hallo, willkommen zum InterComiCon. Ich bin Axel Griswold und","1","-1"
"Griswold","schmeiße den verrückten Laden hier. Na, kann ich was für euch tun?","1","-1"
"Justus","Ja, wir wollen hier Comics verkaufen. An wen wenden wir uns denn","1","2"
"Justus","da? Oder geht das nur in den Läden in der Stadt?","1","2"
"Griswold","[lachend] Hoho, ihr könnt es an jedem Stand versuchen - überall wird","1","-1"
"Griswold","gehandelt. Aber der größte ist der von Kamikaze-Comics; der Stand ist","1","-1"
"Griswold","gleich dort drüben. Es gibt natürlich auch einen Kamikaze-Laden in der","1","-1"
"Griswold","Stadt mit einer Riesenauswahl.","1","-1"
"Purvis","Hey, bevor ihr reingeht, müsst ihr bezahlen.","1","374"
"Griswold","Genau: Zehn Dollar pro Tag und Nase. Dafür gibt's einen schönen","1","-1"
"Griswold","Stempel auf den Handrücken.","1","-1"
"Justus","Okay. Also 30 Dollar für uns.","1","2"
"Purvis","So, okay. Also der Stempel... so... zweimal... und dreimal... Okay","1","374"
"Purvis","jetzt.","1","374"
"Peter","Das hätte ich nicht für möglich gehalten. Seht euch das bloß mal an:","1","3"
"Peter","Die Halle ertrinkt ja förmlich in Comics.","1","3"
"Bob","So viele Comic-Hefte auf einem Haufen habe ich ja noch nie gesehen.","1","4"
"Bob","Die Fans laufen in den Masken ihrer Comichelden herum. [lachend]","1","4"
"Bob","Tze, der da drüben hat sich als Frosch verkleidet.","1","4"
"REGIE","[Bob & Peter lachen]","1","0"
"Justus","Das Mädchen dort.","1","2"
"Peter","Justus: Wollten wir nicht zum Kamikaze-Stand?","1","3"
"Justus","Nein, ich würde es lieber bei dem dort versuchen.","1","2"
"Peter","Na, der sieht aus wie ein Irrer. So viele schwarze Locken auf einem","1","3"
"Peter","Kopf; das hätte auch für vier Männer gereicht.","1","3"
"REGIE","[Bob & Peter lachen]","1","0"
"Justus","Mal sehen, was der zu sagen hat. Es ist gerade ein Kunde da.","2","2"
"DeMento","Na Rottweiler, Sie geben wohl nicht auf, was?","2","-1"
"Rottweiler","Ich biete Ihnen 350 Dollar für die erste Nummer von FanFun.","2","-1"
"DeMento","Tut mir Leid. Diese extrem seltene Ausgabe kostet 500 und das ist","2","-1"
"DeMento","noch geschenkt. Ich bin der Einzige auf der Con, der diese Ausgabe","2","-1"
"DeMento","anbietet.","2","-1"
"Rottweiler","Hören Sie zu, DeMento: Ich sage 450.","2","-1"
"DeMento","600.","2","-1"
