"Speaker","Text","Page"
"Die drei ???","und die singende Schlange (25)","1"
"Die drei ???","Die    drei   ???","1"
"Die drei ???","und   die  singende     Schlange","1"
"Die drei ???","Hörspielskript von Graf Zahl","1"
"REGIE","Titelmusik","1"
"REGIE","Fahrradgeräusche, Bremse","1"
"Erzähler","Justus, Peter und Bob hatten sich zum Baden verabredet. Ungeduldig wartete der Erste","1"
"Erzähler","Detektiv auf seine beiden Freunde. Als sie endlich auf ihren Fahrräder nahten, fuhr er ih-","1"
"Erzähler","nen entgegen. Er sah nicht, daß Allie Jamison, ein Mädchen aus der Nachbarschaft, auf","1"
"Erzähler","ihrem Schimmel vorbeikam.","1"
"REGIE","Bremsen","1"
"Justus","Hallo Bob, Hallo Peter! Wird Zeit, daß ihr endlich kommt.","1"
"REGIE","Hufklappern","1"
"Peter","Achtung, Just! Das Pferd!","1"
"Allie","(schreit)","1"
"REGIE","Pferd wiehert","1"
"Bob","(entfernt) Justus, paß doch auf!","1"
"Allie","Au!","1"
"Peter","Bob, Just, die Kleine ist vom Pferd gefallen!","1"
"REGIE","Pferd wiehert","1"
"Bob","Hoffentlich hat sie sich nichts gebrochen, Peter.","1"
"Justus","Hm","1"
"Peter","(besorgt) Alles in Ordnung? Oh, dein Knie blutet.","1"
"Allie","(zickig) Rührt mich nicht an!","1"
"Peter","Hoppla! Dir hat's ja richtig den Atmen verschlagen.","1"
"Allie","Weißt Du nicht, daß Pferde im Straßenverkehr Vorrang haben, Dicker?","1"
"Bob","Er heißt nicht Dicker sondern Justus.","1"
"Justus","Tut mir leid, ich hab' dich nicht gesehen.","1"
"Justus","(unterbricht) Ich glaube nicht, daß das Pferd irgendwie zu Schaden gekommen ist.","1"
"REGIE","Pferd schnaubt","1"
"Die drei ???","und die singende Schlange (25)","2"
"Allie","(beruhigend) Brav, Queenie, brav. Haben sie dich erschreckt?","2"
"Tante Mathilda","Justus? Ist was passiert?","2"
"Allie","Sie haben mein Pferd scheu gemacht.","2"
"Justus","Das war keine Absicht!","2"
"Tante Mathilda","Aha. (überlegt) Justus, geh' zu Onkel Titus und sag' ihm, er soll mit dem Auto herkommen.","2"
"Allie","Ich kann allein nach hause gehen.","2"
"Tante Mathilda","Los, Justus, den Lieferwagen. Und Peter! Du führst das Pferd am Zügel.","2"
"Peter","Beißt es?","2"
"Tante Mathilda","Ach, auf keinen Fall. Pferde beißen nicht. Sie keilen aus.","2"
"REGIE","Musik setzt ein","2"
"Peter","Na dann viel Spaß.","2"
"REGIE","Musik wird lauter","2"
"Erzähler","Justus, Bob und Peter brachten das Pferd zu dem Haus der Jamisons, das nicht weit vom","2"
"Erzähler","Schrottplatz der Firma Titus Jonas & Co. entfernt war. Nachdem sie das Pferd auf die","2"
