"Speaker","Text","Page","speaker_id"
"REGIE","Die   drei    ???    -  Tal    des    Schreckens","1","0"
"REGIE","-Hörspielskript von C und h-","1","0"
"REGIE","Anmerkung: In allen Szenen in den Magic Mountains sind Vögel und Wind zu hören.","1","0"
"REGIE","Anfangsmusik","1","0"
"REGIE","Telefon klingelt","1","0"
"Blacky","(krächzt)","1","608"
"REGIE","Justus geht ans Telefon","1","0"
"Justus","Justus Jonas hier. Bist du es, Onkel Titus?","1","2"
"Mrs. Sullivan","Onkel? Nein. Ich spreche mit Justus Jonas von den drei Detektiven?","1","1513"
"Justus","Ganz recht, Madam.","1","2"
"Mrs. Sullivan","Ja, ich, ich hab ein Problem, aber ich möchte nicht am Telefon darüber","1","1513"
"Mrs. Sullivan","sprechen. Ich hab eure Nummer von Inspektor Cotta. Er sagte mit, die","1","1513"
"Mrs. Sullivan","drei ??? übernehmen jeden Fall,","1","1513"
"Justus","Ja.","1","2"
"Mrs. Sullivan","besonders die, um die sich die Polizei nicht kümmern kann.","1","1513"
"Justus","Das klingt interessant, Madam, aber ein bisschen mehr müssen Sie mir","1","2"
"Justus","schon verraten. Außerdem haben Sie mir Ihren Namen noch nicht","1","2"
"Justus","genannt.","1","2"
"Mrs. Sullivan","A-achso. Ich heiße Sullivan, Ann Sullivan. Ich bin - wie soll ich das","1","1513"
"Mrs. Sullivan","erklären? - auf der Suche nach ein paar verloren gegangenen Stunden.","1","1513"
"Mrs. Sullivan","Es gibt eine - eine Lücke, ein Loch, Blackout.","1","1513"
"Justus","Aha.","1","2"
"Mrs. Sullivan","Ja, also. Eine gewisse Zeit meines Lebens fehlt.","1","1513"
"Justus","Wie darf ich das verstehen, Mrs. Sullivan?","1","2"
"Mrs. Sullivan","Nun, in meiner Erinnerung fehlen ein paar Stunden","1","1513"
"Justus","Aha.","1","2"
"Mrs. Sullivan","und ich weiß nicht, was ich in dieser Zeit erlebt oder gemacht habe. Das","1","1513"
"Mrs. Sullivan","quält mich. Vielleicht ist etwas Schreckliches passiert, vielleicht aber","1","1513"
"Mrs. Sullivan","auch nichts, rein gar nichts.","1","1513"
"Blacky","(krächzt)","1","608"
"Mrs. Sullivan","Ich hab einfach keine Ahnung. Aber mehr möchte ich am Telefon nicht","2","1513"
"Mrs. Sullivan","erzählen. Würdet ihr mir helfen?","2","1513"
"REGIE","Schrottplatzlärm","2","0"
"Justus","Da muss ich erst meine Kollegen Bob und Peter fragen. Wir","2","2"
"Justus","entscheiden es zusammen. Aber ihre Geschichte klingt spannend. Auf","2","2"
"Justus","alle Fälle glaube ich, dass einem Treffen zwischen uns nichts im Wege","2","2"
"Justus","steht.","2","2"
"Mrs. Sullivan","Gut. Geht es morgen um eins?","2","1513"
"Justus","In Ordnung. Wo treffen wir uns?","2","2"
"Mrs. Sullivan","Ich lade euch ins Restaurant Hooter ein. Holt mich doch einfach bei","2","1513"
"Mrs. Sullivan","meiner Arbeit ab. Dann gehen wir zusammen hin, okay?","2","1513"
"Justus","Schön. Morgen um eins. Wir werden pünktlich sein. Wo sollen wir Sie","2","2"
"Justus","abholen?","2","2"
"Mrs. Sullivan","Äh, Sundown TV Fragt einfach nach Ann Sullivan.","2","1513"
"Justus","Machen wir. Bis morgen.","2","2"
"REGIE","Justus legt auf","2","0"
"REGIE","Musik","2","0"
"Erzähler","Sundown TV war einer der kleineren Fernsehsender der Gegend und","2","574"
"Erzähler","lag in der Santora-Street. Geschickt lenkte Bob seinen VW-Käfer durch","2","574"
"Erzähler","die um die Mittagszeit viel befahrene Straße.","2","574"
"REGIE","Motorengeräusche","2","0"
"Erzähler","Es dauerte nicht lange, da hatte Justus das dreistöckige Haus des","2","574"
"Erzähler","Fernsehsenders entdeckt.","2","574"
"Justus","Ah, da ist ein Parkplatz frei, Bob, direkt vor dem Eingang.","2","2"
"Bob","Ja, hab ich geseh'n.","2","4"
"Peter","Hast du nicht das Reserviert-Schild geseh'n?","2","3"
"Justus","Ach, wir sind doch gleich wieder weg.","2","2"
"Bob","Okay, wir parken.","2","4"
"Peter","Vorsicht, der Mann da.","2","3"
"Bob","Was ist denn? Ach, och, das tut mir aber... Ist alles in Ordnung, Sir?","2","4"
"Mr. Taylor","Pass doch auf mit deiner Schrottkiste !","2","1179"
"Justus","Also.","2","2"
"Bob","Schrottkiste? Blödmann.","2","4"
"Justus","Es weiß halt nicht jeder ein Auto mit Charakter zu schätzen. Gehen wir","3","2"
"Justus","zum Empfang, Kollegen.","3","2"
"REGIE","Eine Tür schließt sich.","3","0"
"REGIE","Schrittgeräusche.","3","0"
"Justus","Ähm, Hallo. Wir haben einen Termin bei Mrs. Sullivan.","3","2"
"Empfangsdame","Dritter Stock, Zimmer 302. Moment, aber bevor ihr raufgeht, würdest du","3","1320"
"Empfangsdame","erst mal dieses Gefährt von Mr. Caddys Parkplatz entfernen?","3","1320"
"Bob","Wie bitte?","3","4"
"Empfangsdame","Ja, das Auto dort. Es steht auf dem Parkplatz von Mr. Caddy. Er ist der","3","1320"
"Empfangsdame","Inhaber von Sundown TV und jetzt wird er deinen Wagen wohl","3","1320"
"Empfangsdame","zuparken. Siehst du?","3","1320"
"REGIE","Mr. Caddy kommt.","3","0"
"Empfangsdame","Mr. Caddy, ich möchte Ihnen...","3","1320"
"Mr. Caddy","Keine Zeit, Jenny. Keine Zeit.","3","692"
"REGIE","Mr. Caddy betritt den Fahrstuhl.","3","0"
"Peter","(flüstert) Er betritt den Fahrstuhl.","3","3"
"Bob","Ja, los.","3","4"
"Justus","Hinterher, Kollegen.","3","2"
"REGIE","Die drei ??? rennen hechelnt zu Mr. Caddy.","3","0"
"Bob","Äh, ähm, entschuldigen Sie, Sir, Sie haben leider meinen Wagen","3","4"
"Bob","blockiert. Würden Sie bitte die Freundlichkeit haben...","3","4"
"Mr. Caddy","Also du hast mir meinen Parkplatz geschnappt.","3","692"
"Bob","Naja.","3","4"
"Mr. Caddy","Selbst schuld.","3","692"
"Bob","Was?","3","4"
"Mr. Caddy","Dann lass dir mal was einfallen. Vielleicht bestellt ihr euch n Taxi, wenn","3","692"
"Mr. Caddy","euer Geld überhaupt dafür reicht.","3","692"
"Peter","Ho.","3","3"
"Mr. Caddy","Sonst heißt es laufen, laufen, laufen. Ich habe wichtigeres zu tun. Ja,","3","692"
"Mr. Caddy","nun mach mal Platz, du stehst vor meinem Koffer.","4","692"
"Bob","Aber.","4","4"
"Mr. Caddy","Ja, schönen Tag noch, Jungs.","4","692"
"Justus","Sir...","4","2"
"Bob","Arroganter Affe.","4","4"
"Justus","Wahrscheinlich ist er es langsam leid, dass ihm sein Parkplatz zugestellt","4","2"
"Justus","wird.","4","2"
"Peter","Trotzdem.","4","3"
"Justus","Das passiert ihm bestimmt nicht zum ersten Mal. Aber schaut, was er","4","2"
"Justus","verloren hat.","4","2"
"Bob","Was?","4","4"
"Justus","Wir sehen es uns später an. Raus hier.","4","2"
"Peter","Sollen wir's ihm nicht zurück geben?","4","3"
"Bob","Ach was denn, diesem Affen?","4","4"
"Peter","Ja, aber.","4","3"
"REGIE","Schrittgeräusche.","4","0"
"Justus","Ach, Drei-Null-Zwei. Hier ist das Zimmer. Sekretariat / Aufnahmeleitung.","4","2"
"REGIE","Die Tür wird geöffnet.","4","0"
"Mr. Martin","...deshalb sollten wir.","4","691"
"Mrs. Sullivan","(unverständlich) Ja, aber, was sollten wir?","4","1513"
"Mr. Martin","Was wollt ihr hier?","4","691"
"Justus","Ähm, ich bin Justus Jonas. Entschuldigen Sie Mr. ...","4","2"
"Mr. Martin","Martin, Fred Martin, Aufnahmeleiter von Sundown TV. Äh, Mrs. Sullivan,","4","691"
"Mr. Martin","wo ist denn schon wieder meine Brille?","4","691"
"Mrs. Sullivan","In ihrem, Büro, Sir, auf dem Schreibtisch. Mr. Martin, das mit den Jungs","4","1513"
"Mrs. Sullivan","geht schon in Ordnung, ich hab mich mit ihnen verabredet.","4","1513"
"Peter","Ja.","4","3"
"Mrs. Sullivan","(leise) Eigentlich dachte ich, ihr würdet unten warten.","4","1513"
"Justus","Es hat sich gerade so ergeben.","4","2"
"Mrs. Sullivan","Na egal, ich hab jedenfalls Hunger wie ein Scheunendrescher. Kann ich","4","1513"
"Mrs. Sullivan","in die Pause gehen, Mr. Martin?","4","1513"
"Mr. Martin","Ja, nur zu. Ich bin ja froh, dass Sie überhaupt wieder arbeiten.","4","691"
"REGIE","Musik","5","0"
"Erzähler","Zum Resteraunt Hooter war es nur ein Katzensprung. Peter bewunderte","5","574"
"Erzähler","die alte Autohupe, die über der Eingangstür hing und dem Resteraunt","5","574"
"Erzähler","seinen Namen verlieh. Innen war alles gerammelt voll. Doch Mrs.","5","574"
"Erzähler","Sullivan hatte einen Tisch reserviert, besser gesagt einen Rolls Royce,","5","574"
"Erzähler","denn alle Gäste saßen in stilvoll restaurierten alten Autokabinen.","5","574"
"REGIE","Musik im Hintergrund","5","0"
"Erzähler","Nachdem Mrs. Sullivan und die drei Detektive ihre Bestellung","5","574"
"Erzähler","aufgegeben hatten, ließ sich Justus zufrieden auf die Rückbank fallen.","5","574"
