"Speaker","Text","Page","speaker_id"
"REGIE","Die    drei   ???     und    die    Silbermine","1","0"
"REGIE","- Hörspielskript von Mr.Murphy -","1","0"
"REGIE","Titelmelodie","1","0"
"Erzähler","Justus Jonas und Bob Andrews, zwei von den drei Detektiven","1","574"
"Erzähler","befanden sich in Ihrer Zentrale um Routinearbeiten zu erledigen als","1","574"
"Erzähler","Peter Shaw fröhlich grinsend hereinkam.","1","574"
"Peter","Hallo Just, rate mal wer dich sucht.","1","3"
"Justus","Wenn mich jemand sucht, kann dass nur Tante Mat ..., also Moment","1","2"
"Justus","was grinst Ihr beiden denn so? Also Tante Mathilda ist es also nicht?","1","2"
"Peter","Sei doch froh, wenn Tante Mathilda dich sucht, weißt Du ja, was davon","1","3"
"Peter","zu halten ist: Ran an die Arbeit! Nein, ich war heute früh in der Stadt","1","3"
"Peter","im Supermarkt.","1","3"
"Justus","Und?","1","2"
"Peter","Tja also, da habe ich Allie Jamisson getroffen.","1","3"
"Justus","Nein!","1","2"
"Peter","Ehrlich! Allie Jamisson, unsere Auftraggeberin von der ""singenden","1","3"
"Peter","Schlange""!","1","3"
"Justus","Ach du Schreck, ich denke die kleine verbringt Ihren Sommer bei","1","2"
"Justus","Ihrem Onkel im Staat New Mexico. Ihre Eltern sind zur Zeit in Japan,","1","2"
"Justus","wenn ich mich recht erinnere.","1","2"
"Peter","Stimmt, aber Allie ist hier in Rocky Beach","1","3"
"REGIE","stöhnt","1","0"
"Peter","Irgend etwas tolles spukt Ihr im Kopf rum. Sie will es uns berichten,","1","3"
"Peter","bevor sie wieder mit Ihrem Onkel nach New Mexico reist.","1","3"
"Bob","Dabei hatte der Sommer so friedlich angefangen.","1","4"
"Justus","Nimm's leicht, Bob. Sie reist ja wieder ab. Und das hoffentlich bald.","1","2"
"Justus","Peter, wie lange will Allie denn noch hier sein?","1","2"
"Peter","Nur bis Morgen","1","3"
"Justus","Aha.","1","2"
"Peter","Sie hat anscheinend selbst einen Fall in Arbeit. Sie will Ermittlungen","1","3"
"Peter","anstellen, wie wir drei. Ja sie will verhindern, dass Ihr Onkel Harry","1","3"
"Peter","übers Ohr gehauen wird.","1","3"
"Justus","Ach, ist denn Ihr Onkel Harry außer Stande sich selbst zu wehren?","1","2"
"Peter","Na, ich hab mich auch erkundigt, ihr Onkel Harry heißt Harrison","2","3"
