"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei ???  -  Haus  des  Schreckens     (131)","1","0"
"REGIE","+++ Hörspielskript von Markus L. +++","1","0"
"REGIE","Anmerkung:   Die Zuordnung der Stimmen in diesem Hörspiel ist, aufgrund des großen","1","0"
"REGIE","Gruppengefüges, ziemlich unmöglich, vor allem dann, wenn alle durcheinander","1","0"
"REGIE","reden. Da es für den Verlauf der Handlung auch nicht sonderlich wichtig ist wer","1","0"
"REGIE","was wann sagt, werde ich mich auf Erläuterungen beschränken wie ""entsetzte","1","0"
"REGIE","Ausrufe aller Beteiligten"" oder ""Begrüßungsfloskeln aller Beteiligten"".","1","0"
"REGIE","Titelmusik","1","0"
"REGIE","Regen prasselt; Möwen kreischen; Lokomotive pfeift; näherkommendes Motorengeräusch; Motor","1","0"
"REGIE","erstirbt; Autotüren werden geöffnet und zugeschlagen; Schritte","1","0"
"Bob","Ah, Mistwetter ist das! Äh, nimmst du das Gepäck Erster?","1","4"
"Justus","(seufzt) Klar Bob, kein Problem. (metallisches Klimpern)","1","2"
"Bob","Da kommt Peter.","1","4"
"Justus","Mhm! Ich hab ihn schon bemerkt. Sieh lieber nicht hin.","1","2"
"Bob","Ja! Hoffentlich spricht er uns nicht wieder an oder kommt sogar hierher.","1","4"
"Justus","Ach, ich glaube nicht. Den Fehler macht er nicht nochmal.","1","2"
"Bob","Die andern haben sich schon da unter der Kastanie versammelt Just.","1","4"
"Justus","Hm?","1","2"
"Bob","Los komm! Lass uns schnell rübergehen sonst sind wir völlig nass.","1","4"
"Justus","Ja, einverstanden! (seufzt)","1","2"
"Bob","Wenn es nur endlich aufhören würde zu regnen. Da oben läuft irgendwas aus.","1","4"
"Bob","Hallo allerseits!","1","4"
"Justus","Guten Abend! (Begrüßungsfloskeln aller Beteiligten)","1","2"
"Jack Lowell","Ah, wunderbar! Ihr müsst, äh, Bob Andrews und, äh, Justus Jonas sein,","1","971"
"Jack Lowell","stimmt's?","1","971"
"Bob","Ja, genau!","1","4"
"Justus","Mhm! (Donnerschlag)","1","2"
"Jack Lowell","Äh, schön, dass ihr trotz dieses Hundewetters gekommen seid. Willkommen.","1","971"
"Jack Lowell","Ich bin Jack Lowell.","1","971"
"Bob","Hallo!","1","4"
"Jack Lowell","Und der Junge, der dort an geeilt kommt könnte Peter Shaw sein wenn ich mich","1","971"
"Jack Lowell","nicht irre.","1","971"
"Peter","(überspielt begeistert) Hi!","2","3"
"Jack Lowell","Hallo! Jack Lowell.","2","971"
"Peter","Schweinewetter.","2","3"
"Jack Lowell","Ach, äh, ich dachte du wärst Peter Shaw. (allgemeines Gelächter)","2","971"
"Peter","Bitte? Ach so! (lacht) Natürlich, ja! Ich bin Peter Shaw.","2","3"
"Jack Lowell","Na dann sind wir fast komplett.","2","971"
"Peter","Mhm!","2","3"
"Jack Lowell","Einer fehlt noch. Aber ich darf euch, die ihr gerade zu uns gestoßen seid schon","2","971"
"Jack Lowell","mal die anderen vorstellen. (Zwischendurch Begrüßungsfloskeln aller","2","971"
"Jack Lowell","Beteiligten) Das ist Alexander Nolan. Das sind Mister und Misses Ian und Mary","2","971"
"Jack Lowell","Parsley. Das sind Jasper Kittle, Shawne Davison und Jaqueline Williams. Und","2","971"
"Jack Lowell","das sind Justus Jonas, Bob Andrews und Peter Shaw.","2","971"
"Peter","Na, alles senkrecht? Gimme five! (Gelächter) Bobby, was geht ab?","2","3"
"Bob","Ja, äh, freut mich ebenfalls. (näherkommendes Motorengeräusch)","2","4"
"Jack Lowell","Und da kommt auch schon der letzte.","2","971"
"Ian Parsley","Ach,... (Autohupe) was der Schlitten kostet verdien ich in zwei Jahren nicht.","2","974"
"REGIE","(staunende Laute; Autotür wird zugeschlagen)","2","0"
"Bob","Ach Menno! So wie der parkt komm ich nicht mehr in mein Auto rein. Der steht","2","4"
"Bob","viel zu nah dran.","2","4"
