"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   -","1","0"
"REGIE","Botschaft     aus  der  Unterwelt    (154)","1","0"
"REGIE","Script von Monique Carrera","1","0"
"REGIE","Track 1 - Der zweite Blutfleck","1","0"
"REGIE","[Titelmusik]","1","0"
"Justus","[räuspert sich] Ähm, also, verehrte Herrschaften. Der Fall ist gelöst.","1","2"
"Miss Cassidy","Was für ein Fall?","1","1234"
"Justus","Nun, wenn ich ihnen meine Karte geben dürfte, Madame?","1","2"
"REGIE","[übergibt die Visitenkarte]","1","0"
"Miss Cassidy","[liest vor] Die drei Detektive. Wir übernehmen jeden Fall. Drei Frage-","1","1234"
"Miss Cassidy","zeichen. Erster Detektiv Justus Jonas, zweiter Detektiv Peter Shaw,","1","1234"
"Miss Cassidy","Recherchen und Archiv Bob Andrews.","1","1234"
"Mr. Monroe","Detektive, Mr. Weston? - Ich dachte, die drei Jungen machen hier","1","941"
"Mr. Monroe","einen Ferienjob im Büro.","1","941"
"Mr. Weston","Ich habe die Jungen engagiert, weil ich befürchte, dass jemand in","1","1237"
"Mr. Weston","meinem Umfeld der Konkurrenz Informationen zuspielt.","1","1237"
"Miss Cassidy","[flüsternd] Och... das gibt's doch nicht.","1","1234"
"Mr. Weston","Und ich hatte Recht. Heute Mittag wurden die Pläne für unser großes","1","1237"
"Mr. Weston","Bauprojekt in Los Angeles gestohlen. Und der Dieb befindet sich hier","1","1237"
"Mr. Weston","in diesem Zimmer.","1","1237"
"REGIE","[Raunen]","1","0"
"Miss Trimble","[leise] Aha.","1","1236"
"Mr. Weston","Justus Jonas wird Ihnen gleich sagen, wie er zu dieser Annahme","1","1237"
"Mr. Weston","kommt.","1","1237"
"Miss Trimble","Und wo ist euer zweiter Detektiv, äh, dieser Peter? Durchsucht er etwa","1","1236"
"Miss Trimble","gerade die Mülltonnen nach gefährlichen Indizien?","1","1236"
"Justus","Äh, alles zu seiner Zeit, Miss Trimble. Gegen zwölf Uhr sind Mr. Wes-","1","2"
"Justus","ton Junior, sein Vater und ich in dem Besprechungsraum gegangen,","1","2"
"Justus","um über den aktuellen Stand meiner Ermittlungen zu reden. Zu dieser","1","2"
"Justus","Zeit lagen die Baupläne noch in der obersten Schublade von Mr. Wes-","1","2"
"Justus","tons Schreibtisch. Als wir jedoch eine Stunde später dort hin zurück-","1","2"
"Justus","kehrten, waren die Pläne gestohlen.","1","2"
"Miss Cassidy","Und? Weiter!","1","1234"
"Justus","Die Putzfrau hatte den Raum am Morgen gesaugt. Dennoch fanden","2","2"
"Justus","wir eine beachtliche Zahl von Erdklumpen, sowie einen kleinen roten","2","2"
"Justus","Fleck nahe dem Schreibtisch. Die Erdspur führte quer durchs Zimmer","2","2"
"Justus","bis zur Hintertür.","2","2"
"Mr. Monroe","Dann war es Mr. Burke, der Hausmeister. Klarer Fall. Sehen Sie sich","2","941"
"Mr. Monroe","doch seine Schuhe an. Bei dem Profil trägt er ein halbes Beet mit sich","2","941"
"Mr. Monroe","rum.","2","941"
"Mr. Burke","[aufgeregt] Aber ich war doch die ganze Zeit draußen! Ich... äh... ich","2","1235"
"Mr. Burke","war es nicht.","2","1235"
"Justus","Nun, Mr. Westons Sekretärin, Miss Cassidy, die im Vorzimmer saß,","2","2"
"Justus","hätte Mr. Burke beim Betreten des Zimmers sehen müssen.","2","2"
"Miss Cassidy","Ich habe in der fraglichen Stunde zwei Mal den Raum verlassen. Weil","2","1234"
"Miss Cassidy","ich... auf die Toilette musste.","2","1234"
"Justus","Hm...","2","2"
"Mr. Monroe","Und da hat sich Mr. Burke eingeschlichen und die Dokumente gestoh-","2","941"
"Mr. Monroe","len. Die Spuren sprechen doch für sich!","2","941"
"Justus","Genau das tun sie. Aber nicht so, wie Sie denken, Die Erdklumpen","2","2"
"Justus","sind feucht und weisen Spuren von Düngerkugeln auf. Solche Erde","2","2"
"Justus","befindet sich in den Pflanzenkübeln im Foyer. Mr. Burke jedoch arbei-","2","2"
"Justus","tete im Garten zwischen den Sträuchern. Der Boden dort ist trocken.","2","2"
"Justus","Folglich kommt die Erde nicht aus seinen Schuhsohlen, sondern wur-","2","2"
"Justus","de aus den Kübeln geholt.","2","2"
"Miss Trimble","Und? Was sagt dir das jetzt?","2","1236"
"Justus","Ja. Der Dieb wollte den Verdacht auf den Hausmeister lenken. Ich","2","2"
"Justus","aber vermute, der Dieb ist ohne Schuhe durch den Raum gegangen.","2","2"
"Justus","Dafür spricht ein weiteres Indiz. Der Blutfleck. Er befand sich direkt vor","2","2"
"Justus","dem Schreibtisch. Ich habe die Umgebung untersucht und dabei diese","2","2"
"Justus","Heftzwecke hier gefunden, die vom Tisch gefallen sein muss. Der Dieb","2","2"
"Justus","ist bei seiner Tat reingetreten und hat unwissentlich den Fleck hinter-","2","2"
"Justus","lassen.","2","2"
"REGIE","[eine Tür quietscht]","2","0"
"Peter","Da bin ich, Kollegen.","2","3"
"Justus","Ah.","2","2"
"Inspektor Cotta","Guten Tag.","2","436"
"Justus","Peter. Und Inspektor Cotta.","2","2"
"Peter","Ich hab die Baupläne gefunden. Sie waren im Lagerraum versteckt.","2","3"
"Justus","Na bitte. Ähm, und wenn ich die Herrschaften jetzt bitten dürfte, alle","2","2"
"Justus","ihre Schuhe und Socken auszuziehen?","2","2"
"REGIE","[Musik setzt ein]","2","0"
"Mr. Monroe","Wie bitte?","3","941"
"Mr. Burk","Was?","3","-1"
"REGIE","[Peter grinst]","3","0"
"Justus","Ja, Sie haben ganz richtig verstanden, Mr. Monroe.","3","2"
"Miss Cassidy","Also...","3","1234"
"Miss Trimble","Ist ja merkwürdig...","3","1236"
"Miss Cassidy","...so was...","3","1234"
"Peter","Schön ausziehen.","3","3"
"Mr. Burk","Auch die Socken.","3","-1"
"Miss Cassidy","Und nun?","3","1234"
"Justus","Möchte ich gern all Ihre Fußsohlen sehen.","3","2"
"Miss Cassidy","[entrüstet] Also, du nimmst dir ganz schön was heraus, Junge.","3","1234"
"Justus","Tja...","3","2"
"Mr. Weston","Ich glaub...","3","1237"
"Justus","Aha. Dieses Pflaster hier spricht für sich.","3","2"
"Miss Cassidy","Was fällt dir ein, diese infame Behauptung aufzustellen?","3","1234"
"Justus","[streng] Nächstes Mal sollten Sie vorsichtiger vorgehen, wenn Sie","3","2"
"Justus","wertvolle Dokumente stehlen und auf Ihre Füße achten, Miss Cassidy.","3","2"
"Justus","Auch würde ich vorschlagen, dass Sie die Wunde gut desinfizieren.","3","2"
"Miss Cassidy","[drohend] Das wirst du noch bereuen! Du hast ja keine Ahnung, was","3","1234"
"Miss Cassidy","du getan hast.","3","1234"
"Justus","Von der Überführung von Verbrechern hab ich sehr wohl Ahnung.","3","2"
"Inspektor Cotta","Ich muss Sie bitten, Miss Cassidy, mit aufs Revier zu kommen.","3","436"
"Miss Cassidy","Tse!","3","1234"
"Inspektor Cotta","Herzlichen Glückwunsch, Jungs. Da habt ihr ja im Handumdrehen","3","436"
"Inspektor Cotta","wieder einen Fall erfolgreich gelöst.","3","436"
"REGIE","[Justus und Bob lachen]","3","0"
"Peter","Ja, im Handumdrehen...","3","3"
"REGIE","[Musikwechsel]","3","0"
"REGIE","Track 2 - Der vornehme Klient","4","0"
"REGIE","[Musik klingt aus, Schrottplatzgeräusche]","4","0"
"Justus","Kollegen, seht mal. Was will Cotta denn hier?","4","2"
"REGIE","[eine Autotür wird geöffnet und wieder geschlossen, Schritte nähern","4","0"
"REGIE","sich, Musik klingt aus]","4","0"
"Bob","Ob er Neuigkeiten zu unserem Fall hat?","4","4"
"Peter","Wir haben die Sache mit den Bauplänen doch gelöst und zu den Akten","4","3"
"Peter","gelegt.","4","3"
"Justus","Ja.","4","2"
"Inspektor Cotta","Hallo Jungs.","4","436"
"Peter","Hallo.","4","3"
"Justus","Hallo.","4","2"
"Bob","Hi.","4","4"
"Justus","Tag, Inspektor.","4","2"
"Inspektor Cotta","Also, ich bin nur kurz hier, weil ich euch berichten wollte, dass die Sek-","4","436"
"Inspektor Cotta","retärin, Miss Cassidy, endlich zugegeben hat, die Baupläne gestohlen","4","436"
"Inspektor Cotta","zu haben.","4","436"
"Peter","Na bitte, ich hab's ja gesagt. Der Fall ist abgeschlossen.","4","3"
"Inspektor Cotta","Ja, für euch schon. Leider will Miss Cassidy ihren Auftraggeber nicht","4","436"
"Inspektor Cotta","verraten. Hinzu kommt, dass wir den Fall gestern abgeben mussten.","4","436"
"Justus","Aha.","4","2"
"Inspektor Cotta","eine höhere Stelle befasst sich jetzt mit der Sekretärin.","4","436"
"Peter","Ach?","4","3"
"Bob","Ja, das war doch nur 'n Diebstahl, Inspektor.","4","4"
"Inspektor Cotta","Na, na, na, das schon, aber es geht den Behörden um den Auftragge-","4","436"
"Inspektor Cotta","ber.","4","436"
"Bob","Ach so.","4","4"
"Inspektor Cotta","Wie es scheint, arbeitet Miss Cassidy für ein Verbrechersyndikat aus","4","436"
"Inspektor Cotta","Los Angeles. Würde sie aussagen, käme die Polizei möglicherweise","4","436"
"Inspektor Cotta","auch an die Drahtzieher heran. Eventuell sogar an den Mann, der an","4","436"
"Inspektor Cotta","oberster Stelle steht. Da geht es dann längst nicht mehr um ein paar","4","436"
