"Speaker","Text","Page","speaker_id"
"REGIE","Die  drei  ???   (76)  - Stimmen     aus   dem   Nichts","1","0"
"REGIE","- Hörspielskript von Miriam -","1","0"
"REGIE","Anfangsmusik","1","0"
"REGIE","Türenschlagen / Toilettenspülung","1","0"
"Metzla","Abigail?","1","-1"
"REGIE","(schreit erschrocken auf)","1","0"
"REGIE","Hintergrundmusik","1","0"
"Metzla","Ich werde keine Ruhe geben, bis du unter der Erde liegst! Ja! (lacht) Ich","1","-1"
"Metzla","werde mich rächen für das, was du mir angetan hast. (lacht)","1","-1"
"REGIE","(weint)","1","0"
"REGIE","Schritte / Praxisgeräusche im Hintergrund","1","0"
"Mrs. Petersen","Mrs. Holligan?","1","569"
"Mrs. Holligan","(verzweifelt) So helfen Sie mir doch!","1","-1"
"Mrs. Petersen","Warten Sie.","1","569"
"Dr. Franklin","(durchs Telefon) Ja bitte?","1","567"
"Mrs. Petersen","Entschuldigen Sie die Störung, Dr. Franklin. Aber ich glaube, Mrs. Holligan","1","569"
"Mrs. Petersen","bräuchte dringend Ihre Hilfe.","1","569"
"Dr. Franklin","(durchs Telefon) Ich bin mitten in den Vorbereitungen für eine Hypnose,","1","567"
"Dr. Franklin","Mrs. Petersen. Ich schicke Ihnen jemanden raus.","1","567"
"REGIE","(keucht erschöpft, weint)","1","0"
"Mrs. Petersen","Es kommt gleich jemand, Mrs. Holligan. So beruhigen Sie sich doch!","1","569"
"Mrs. Petersen","Schluchzen von Mrs. Holligan / Türquietschen und -schlagen /Schritte","1","569"
"Dr. Miller","Wo ist die Patientin?","1","568"
"Mrs. Petersen","Hier! Ihr Name ist Abigail Holligan.","1","569"
"Dr. Miller","Mrs. Holligan? Ich bin Dr. Miller. Was bedrückt uns denn?","1","568"
"Mrs. Holligan","(ärgerlich) Also, fassen Sie mich nicht an, ja?! Behandeln Sie mich nicht","1","-1"
"Mrs. Holligan","so, als hätte ich nicht alle Tassen im Schrank! Ich weiß genau, was ich","1","-1"
"Mrs. Holligan","gehört habe. Meine Schwester... (schluchzt) Sie hat mich bedroht!","1","-1"
"Dr. Miller","Äh. Moment, Moment. Ähm, Mrs Petersen... Haben Sie etwas","1","568"
"Dr. Miller","außergewöhnlich bemerkt?","1","568"
