"Speaker","Text","Page"
"REGIE","Die   drei   ???    (43)","1"
"REGIE","und    der    höllische      Werwolf","1"
"REGIE","- Hörspielscript von Lucullus -","1"
"Erzähler","Bob erspähte die Beuteltasche aus Plastik als Erster. Sie war zur Hälfte im","1"
"Erzähler","Sand eingegraben, knapp oberhalb der Linie die das Wasser nach der Flut","1"
"Erzähler","am Strand von Rocky Beach hinterließ.","1"
"Bob","Ach was bin ich doch für ein glückhafter Finder. Da hat irgendein","1"
"Bob","kleines Mädchen ihren Spielkram verloren. Seht mal, eine Plastiktasche,","1"
"Bob","durchsichtig, mit grellrosa Kätzchen bedruckt.","1"
"Peter","Hm, ist ne’ Menge Krimskrams drin. Sogar ein kleiner Teddybär aus","1"
"Peter","Pelz. Am besten lassen wir das Zeug hier liegen. Die Kleine wird schon","1"
"Peter","merken, dass ihr was fehlt.","1"
"Justus","Bis dahin könnte irgendjemand die Tasche stehlen, Kollegen. Vielleicht","1"
"Justus","können wir die Besitzerin anhand des Inhalts der Tasche identifizieren.","1"
"Justus","Lass mal sehen, was alles drin ist, Bob.","1"
"Bob","Ja, ein ganzes Sortiment Kosmetika. Allein vier Lippenstifte.","1"
"Justus","[grinsend] So klein kann die Kleine also nicht sein.","1"
"Peter","[grinsend] Ja ja, immerhin schmust sie noch mit Teddybären.","1"
"REGIE","Justus lacht","1"
"Peter","Seht euch das an. Der Teddybär hat sogar ein echtes Fell. Der ist echt","1"
"Peter","toll.","1"
"Bob","Ja, dies ist ein Buch das sie sich aus einer Bücherei in Fresno","1"
"Bob","entliehen hat. Hier der Stempel der Bücherei. Und diese Zettel sind","1"
"Bob","Bescheinigungen von Pfandleihen.","1"
"Justus","Dann haben wir immerhin ein Indiz. In jeder Bücherei wird über die","1"
"Justus","Benutzer eine Kartei geführt. Wir brauchen also nur dort anzurufen und","1"
"Justus","uns den Namen geben zu lassen und schon können wir die Tasche der","1"
"Justus","Besitzerin zustellen. Alles klar?","1"
"REGIE","Musik","1"
"Erzähler","Die drei Detektive kehrten zu ihrer Zentrale auf dem Schrottplatz zurück.","1"
"Erzähler","Justus ließ sich von der Auskunft die Telefonnummer der Bücherei in","1"
"Erzähler","Fresno geben und rief dort an. Obwohl es schon spät war, meldete es sich","1"
"Erzähler","noch jemand in der Ausleihstelle.","1"
"Erzähler","Biblio-","1"
"Erzähler","thekarin:   Leihbücherei Fresno.","1"
"Justus","Guten Tag. Ach bitte Miss, wir haben eine Tasche mit wertvollem Inhalt","1"
"Justus","gefunden. Darin war ein Buch aus ihrer Bücherei. Wir möchten die Tasche","1"
"Justus","gern der Besitzerin zurückgeben. Könnten sie bitte mal nachschauen,","2"
"Justus","wem sie gehört? Ich gebe ihnen die Nummer: TJP7851. T J P 7 8 5 1","2"
"REGIE","[Blacky krächzt im Hintergrund]","2"
"REGIE","Biblio-","2"
"REGIE","thekarin:   Wie ist denn ihr Name?","2"
"Justus","Justus Jonas, Miss. Ich rufe aus Rocky Beach an.","2"
"Justus","Biblio-","2"
"Justus","thekarin:   Na gut, ich will mal sehn was sich machen lässt. Geben sie mir ihre","2"
"Justus","Nummer. Ich rufe gleich zurück. Oder wollen sie solange warten?","2"
"Justus","Öh, nein. Bitte rufen sie zurück! Beach Hill 840.","2"
"Justus","Biblio-","2"
"Justus","thekarin:   Gut, einverstanden.","2"
"Justus","Vielen Dank! [legt auf]","2"
"Erzähler","Nur wenige Minuten verstrichen, dann schellte das Telefon und eine","2"
"Erzähler","andere Stimme meldete sich. Die Frau am anderen Ende der Leitung","2"
"Erzähler","schien fassungslos und im höchsten Grade erregt zu sein.","2"
"REGIE","Telefonklingeln","2"
"Justus","Justus Jonas?","2"
"Frau","Haben sie sie gesehen, meine kleine Lucille? Ich komme sofort, wo sie","2"
"Frau","auch sind. Ich komme sofort hin. [heulend] Ich muss mein kleines","2"
"Frau","Mädchen finden.","2"
"Mann","Judy um Himmels Willen beruhige dich doch. Justus Jonas? Sind sie","2"
"Mann","noch da?","2"
"Justus","Ja, am Apparat.","2"
"Mann","Sie haben also eine Tasche mit einem Buch aus unserer Leihbücherei","2"
"Mann","gefunden?","2"
"Justus","Ja, Sir.","2"
"Mann","Das hat meine Tochter hier in Fresno entliehen, kurz bevor sie","2"
"Mann","verschwunden ist.","2"
"Justus","Oh!","2"
"Mann","Sie ist nämlich nach Hollywood durchgebrannt um beim Film zu","2"
"Mann","landen.","2"
"Frau","Sag ihnen, dass wir vorbei kommen.","2"
"Mann","Mach ich Judy, schon gut. Ich bin Charles Anderson. Ihr Anruf ist der","2"
"Mann","Erste greifbare Hinweis darauf, dass Lucille nicht unbedingt was","2"
"Mann","zugestoßen ist. Wir müssen sie sprechen. Vielleicht lässt sich gemeinsam","2"
"Mann","Licht in die Sache bringen. In der Tasche befand sich wohl keine Anschrift,","3"
"Mann","oder?","3"
"Justus","Nein, Mr. Anderson keine Anschrift.","3"
"Justus","Mr.","3"
"Anderson","Bei der Polizei konnte man uns leider nicht weiterhelfen. Man sagte, es","3"
"Anderson","gäbe in Raum Los Angeles einfach zu viele Junge Leute die von Zuhause","3"
"Anderson","weg laufen. Wenn sie uns ihre Adresse geben, kommen wir gleich morgen","3"
"Anderson","früh zu ihnen. Bitte!","3"
"REGIE","Musik","3"
"Erzähler","Am nächsten Tag fuhren Justus, Bob und Peter mit Herr und Frau","3"
"Erzähler","Anderson doch zu Kommissar Reynolds ins Polizeipräsidium. Ihm legten","3"
"Erzähler","sie eine Reihe Fotos des verschwundenen Mädchens vor.","3"
"Kommissar","Tja, bei uns gibt es immer mehr jugendliche Ausreißer. Die meisten wollen","3"
"Kommissar","zum Film ohne dort je etwas zu erreichen, natürlich nicht.","3"
"Kommissar","Tja…hm…hübsch ist sie ja wirklich. Ach, kann ich eins von den Bildern","3"
"Kommissar","behalten?","3"
"Mr. Anderson","Aber bitte.","3"
"Kommissar","Dankeschön! Wann hatten sie zum letzten Mal Kontakt mit ihrer Tochter?","3"
"Kommissar","Mrs.","3"
"Anderson","Das ist jetzt 2 Monate her. Sie rief bei uns an und sagte wir sollten uns","3"
"Anderson","keine Sorgen","3"
"Anderson","machen. Aber sie legte auf ehe wir richtig miteinander reden konnten.","3"
"Kommissar","Tja, ich hab mir ihren Namen und Adresse notiert. Die Fahndung gebe ich","3"
"Kommissar","gleich durch. Inzwischen können sie ja auch die Jungen einsetzen, falls","3"
"Kommissar","sie es nicht schon tun.","3"
"Mr. Anderson","Diese Jungen hier? Sicher sie waren sehr hilfsbereit, aber…","3"
"Kommissar","Ja, sie sind Amateurdetektive. Sie haben eine richtige Detektei und sie","3"
"Kommissar","befassen sich mit der Lösung aller möglichen Probleme und Fälle.","3"
"Kommissar","Manchmal sind sie mir im Wege und stören mich, aber ich kann nicht","3"
"Kommissar","leugnen, dass sie beachtliche Erfolge vorzuweisen hatten.","3"
"Justus","Darf ich ihnen unsere Visitenkarte geben?","3"
"Mr. Anderson","Danke! Hm. Die drei Detektive. Drei Fragezeichen. Erster Detektiv Justus","3"
"Mr. Anderson","Jonas. Zweiter Detektiv Peter Shaw.","3"
"Bob","Recherchen und Archiv fallen in meine Verantwortung, Sir.","3"
"Mr. Anderson","Nun, warum sollen wir es nicht versuchen? Bisher hat ja noch niemand","3"
"Mr. Anderson","etwas herausgefunden. Vielleicht schafft ihrs ja.","3"
"Mr. Anderson","Mrs.","3"
"Mr. Anderson","Anderson:   Und wie geht es nun weiter?","3"
"Kommissar","Fahren sie zurück nach Fresno und bleiben sie beim Telefon. Ihre Tochter","4"
"Kommissar","ruft vielleicht an. Sollten wir etwas erfahren, verständigen wir sie sofort.","4"
"Kommissar","Mrs.","4"
"Anderson","Arme Lucille. Und wenn wir sie nun nie wieder sehen?","4"
"REGIE","Musik","4"
"Erzähler","Zurück in der Zentrale besprachen sich die drei Detektive. Sie mussten","4"
"Erzähler","sich darüber einig werden, welche Schritte sie unternehmen wollten, um","4"
"Erzähler","Lucille Anderson zu finden. Kritisch musterte Bob die Fotos des","4"
"Erzähler","Mädchens, die er auf dem Schreibtisch ausgebreitet hatte.","4"
"REGIE","[Blacky krächzt]","4"
