Speaker,Text,Page
REGIE,Karpatenhund,1
REGIE,Hörspielskript Graf Zahl,1
REGIE,Anmerkung Szene Wohnung mr Prentice spielen ticken Uhr,1
REGIE,hören Szene außerhalb Haus hören Vogelgezwitscher Nähe Haus leicht,1
REGIE,Wasserplätscher Swimmingpool Haus Balkon entfernt Verkehrsrau,1
REGIE,Sche Vereinfachung jeweilig Szene weglassen,1
REGIE,Titelmusik,1
REGIE,kirchlich Orgelmusik Schritt,1
Justus,Paseo Place Hausnummer 402 genau,1
Justus,pünktlich stellen,1
REGIE,Klingel,1
Bob,,1
Mr Prentice,erfreut pünktlich Justus Jonas Bob Andrew Peter Shaw irren,1
Mr Prentice,,1
Peter,irr Sir Sinds Detektiv,1
Mr Prentice,herein Tür,1
Justus,danken Sir,1
REGIE,Türschließe,1
REGIE,Orgelmusik,1
REGIE,Schritt,1
Mr Prentice,Büro,1
REGIE,Türöffne,1
REGIE,Schritt,1
REGIE,Türschließe,1
Justus,mr Prentice,1
Mr Prentice,zögern Spukts,1
Mr Prentice,glauben sehen Ton,1
Mr Prentice,verschafft zutreten Wohnung,1
Mr Prentice,Beweis,1
Justus,Apartmenthaus Hausverwalter,1
Justus,Verwalter Zentralschlüssel,1
Bob,zustimmend,1
Mr Prentice,Mr boogle1 widerlich Weib Verwalterin Wohnung,1
Mr Prentice,Schlüssel extra neu Schloß einbauen lassen,1
Mr Prentice,neugierig Weibsbild fernhalten,1
Mr Prentice,1 Buch Mrs Boggle,1
Justus,Fenster einsteigen liegen Wohnung,2
Justus,außentreppen Wohnungstür,2
Peter,Zweitschlüssel geben einfach,2
Bob,zustimmend,2
Mr Prentice,schlimm,2
Justus,erklären Sir,2
Mr Prentice,blitzen mitten Arbeitszimmer,2
Mr Prentice,mehrmals sehen,2
Justus,zögern sicher,2
Mr Prentice,sicher Phantasie streichen spielen Fall,2
Mr Prentice,übernehmen,2
Justus,miteinander besprechen rufen,2
Justus,Raum Wohnung sehen,2
Mr Prentice,kommen,2
REGIE,Stühlerücken Schritt,2
REGIE,geheimnisvoll Ton,2
Justus,erschrocken Peter,2
Peter,Just,2
Justus,aufleuchten,2
Peter,,2
Justus,deutlich sehen,2
Bob,machen Gesicht haben Geist sehen,2
Peter,zustimmend,2
Justus,blitzen mitten Raum,2
REGIE,entfernt knallen,2
Peter,,2
Justus,weiß schnell Balkon,2
REGIE,Schritt,2
REGIE,öffnen Schiebetür,2
REGIE,Vogelzwitscher,2
Bob,Sehen,2
Justus,leise entfernt Schritt laufen,2
Peter,Justu,2
Justus,,2
Bob,sehen,3
REGIE,Bremsenquietsche,3
Justus,Anorak Skimütze,3
REGIE,Polizeisirene setzen,3
Bob,Aufgebot,3
Justus,,3
Peter,Polizist schnell,3
REGIE,Stimmengewirr Hof Polizist,3
Justus,spät Bob Kerl erwischen ärgerlich laut,3
Justus,,3
Peter,ratlos,3
REGIE,Telefonklingeln,3
Mr Prentice,Moment geh an Telefon,3
REGIE,Telefonklingeln,3
Justus,Polizei suchen Gegend,3
REGIE,Bremse quietschen,3
Bob,Kerl Kirche gelaufen verstecken,3
Justus,Glaube hören,3
Justus,Wohnung unten flüchten,3
Mr Prentice,unerhört Nachbarschaft einbrechen Freund,3
Mr Prentice,Schützling Woche sterben mr Murphy erzählen,3
Justus,mr Murphy,3
Mr Prentice,Nachbar reich Börsenmakler wohnen Wohnung drüben,3
Justus,mr Murphy Telefon,3
Mr. Prentice,mr Murphy,3
REGIE,Musik,3
Erzähler,Justu Peter Bob kehren nächst mr Prentice,3
Erzähler,Vorbereitung treffen Hilfe kriminalistisch Arbeit voran,3
Erzähler,Treiben mr Prentice mr Niedland Niedland,3
Erzähler,Bruder verstorben Künstler einbrechen,3
Justus,tun leid mr Niedland Wohnung Bruder einbrechen,3
Justus,,3
Mr Prentice,möchten Rätsel lösen nämlich herausstellen,3
Mr Prentice,geschädigt Einbruch,3
Niedland,Fenton bestimmen Zufall Kunstwerk,4
Niedland,Ausstellung brauchen zweifellos,4
Niedland,Polizei Einbrecher verscheuchen bevor mitnehmen,4
Niedland,SSer karpatenhund,4
Mr Prentice,genügen,4
Niedland,mr Prentice besonder Spürsinn,4
Niedland,leider sagen Fall aufspüren Einbre,4
Niedland,Cher simpel Küchenfenster einsteigen lachen,4
Niedland,Polizei Routinefall,4
Mr Prentice,Karpatenhund mitnehmen,4
Niedland,holen Wohnung Bruder leben Be,4
Niedland,Scheiden,4
Mr Prentice,Künstler leben Kunst gefallen,4
Mr Prentice,halb unterstützen,4
Peter,Karpatenhund mr Niedland,4
Niedland,Hund Hund vermutlich geben,4
Mr Prentice,Phantasie abergläubisch Leute,4
Niedland,Bruder Romantiker Motiv,4
Niedland,legend Jahrhundert Gebirgsdorf karpat,4
Niedland,ein Hundedämon heimsuchen,4
Mr Prentice,Bewohner karpaten anfällig Sowas,4
Justus,Gebiet kennen Name Transsylvanien Vampir,4
Justus,Dracula leben,4
Peter,,4
Niedland,Hundedämon Vampir Leute Dorf glauben,4
Niedland,Geist Edelmanne wild Jagdhund herangen,4
Niedland,züchten Jagd scharf lassen Hund,4
Niedland,Hunger,4
Mr Prentice,Tag brechen Hund töten Kind,4
Bob,schrecklich mr Prentice,4
Mr Prentice,Tragödie Vater erschlagen Zorn Edelmann,4
Mr Prentice,schwören sterben jenseits zurückkehren rächen,4
Mr Prentice,,4
Peter,vermuten Gestalt Karpatenhundes,4
Mr Prentice,Peter,4
Justus,Bruder Hund malen mr Niedland,4
Niedland,Bruder Bildhauer Skulptur Glas schaffen,4
Mr Prentice,Kristall Charles Kristall gold,4
Niedland,Kristall Glas wenngleich edel Art,4
Mr Prentice,Karpatenhund Kunstwerk hoch Grad schön,5
Mr Prentice,sehen Auge Tier gold eingefaßt lefzen,5
Mr Prentice,Niedland Goldschaum auftragen Auge scheinen rot glühen,5
Bob,bekommen Hund gehören,5
Bob,sagen geschädigt,5
Mr. Prentice,Hund gehören Edward Niedland eigens schaffen,5
Justus,Hund versichern,5
Mr Prentice,helfen unersetzlich,5
Mr Prentice,Geld wert Kunstwerk,5
Niedland,Stühlerücken Fenton wiedersehen Jungs,5
Mr Prentice,bringen Tür,5
REGIE,Schritt,5
Niedland,nötig entfernt türöffnen wiedersehen Hallo,5
Niedland,Sehen,5
Mr Prentice,Wiedersehen,5
Peter,Wiedersehen mr Niedland,5
Justus,Wiedersehen,5
Justus,Einbrecher Wohnung heimsuchen mr,5
Justus,Prentice,5
Mr Prentice,schlagen,5
Justus,Spezialpaste mitbringen schreibtischschubladen Porzel,5
Justus,Lanknöpfe greifen unser Zweck ideal,5
Mr Prentice,,5
Justus,Knopf Paste bestreichen sehen greifen,5
Justus,Knopf Abwesenheit Schub,5
Justus,laden öffnen Hand voll schwarz Flecken bekommen,5
Bob,Abwasch,5
Peter,Nachbar,5
Peter,schwarz Hand erkennen,5
REGIE,geheimnisvoll Akkord,5
Mr Prentice,Geisterhaft Licht Hand,5
Erzähler,Detektiv erachten Zielbewußte,5
Erzähler,sicherlich real Eindringling überführen allzu neugierig Wohnung,5
Erzähler,mr Prentice herumgeistert kennen versuchen,5
Erzähler,Lichtblitz Ort,5
Justus,Wiedersehen mr Prentice melden,5
Bob,,5
Justus,hä,5
Mr Prentice,,6
Bob,drüben Kirche,6
Justus,,6
Bob,Krankenwagen,6
Mr Prentice,Himmel willen Pastor passieren laufen,6
Mr Prentice,,6
