Speaker,Text,Page
REGIE,,1
REGIE,grün Geist,1
REGIE,Hörspielskript Astrid,1
REGIE,Cassettenanfangsmusik,1
REGIE,Schrei grün Geist,1
REGIE,Grillenzirp uhurufen,1
Bob,Peter gehören,1
Peter,überhören,1
Bob,schreien,1
Peter,Weiß,1
Bob,Haus leer abreißen,1
Peter,wissen kommen kommen lassen verschwinden unheimlich,1
Peter,Männerstimme,1
Bob,Mann,1
Peter,laufen Tonband,1
Bob,,1
Peter,Schrei drauf,1
Bob,,1
Peter,genügen kommen hauen dunkel unheimlich,1
Bob,Okay laufen,1
REGIE,Rennen stoßen,1
1.Mann,Hoppla jung haben umrennen,1
Bob,entschuldigen sehen,1
1.Mann,Geschrieen sehen Haus,1
1.Mann,stehen sehen,1
Peter,Wwwir Geschrieen Hundegebell,1
Peter,hören Hundegebell Geist,1
2.Mann,Geist Unsinn,1
1.Mann,Haus,1
2.Mann,alt Gemäuer ansehen bevor,1
2.Mann,abgerissen drinnen nachsehen,1
1.Mann,verletzen,2
3.Mann,Schlag rufen Polizei,2
2.Mann,einverstanden sehen Katze Ge,2
2.Mann,Schrieen,2
1.Mann,Weiß,2
2.Mann,fürchten Hundegewinsel 6 Tasche,2
2.Mann,Lampe Hund,2
1.Mann,klein arm tragen,2
1.Mann,hinein,2
Bob,Peter,2
Bob,Schritt Tür öffnen schreien grün Geist,2
2.Mann,Haus schnell not,2
3.Mann,hören schrecklich,2
1.Mann,Tür,2
2.Mann,Taschenlampe sehen,2
1.Mann,Hallo,2
3.Mann,melden,2
2.Mann,Treppe alt Mathias Green 50 herunterstürzen,2
2.Mann,Genick brechen,2
1.Mann,Haus spuken glauben hoffentlich,2
1.Mann,begegnen Geist Tür öffnen,2
3.Mann,Hallo,2
1.Mann,Sehen,2
2.Mann,drüben Wand Musik setzen,2
1.Mann,,2
2.Mann,Geist alt Mathias Green,2
Peter,grün Geist,2
1.Mann,Lampe,2
1.Mann,Lampe angemacht Musik verstummen,2
Bob,,2
Peter,Treppe,2
1.Mann,verschwinden Wand,2
2.Mann,Jux schnappen,2
Bob,Warten,3
2.Mann,Warten,3
Bob,überall staubig müssen Fußspur sehen Geist hinterlassen,3
Bob,,3
1.Mann,jung Aha ähä,3
2.Mann,sehen wissen genau Geist,3
3.Mann,stimmen genau,3
2.Mann,höchst eigenartig deulich sehen grün,3
2.Mann,Gestalt Treppe hinaufgehen,3
1.Mann,sehen,3
Peter,kommen Bob verschwinden rufen Hauptkommissar Reynolds,3
Bob,einverstanden,3
REGIE,Szenenübergangsmusik,3
Erzähler,Vorfall folgend Justus besprochen Bob spielen Ton,3
Erzähler,Bandaufnahme mehrfach gelingen Ge,3
Erzähler,Heimni grün Gespenst lösen,3
Justus,lassen Band ablaufen Bob 2 schreien hören,3
Bob,Just,3
Bob,Tonbandaufnahme weiß fürchten 6,3
Bob,Taschenlampe Hundegewinsel,3
Bob,Hund klein arm tragen,3
Bob,hinein Peter Schritt Tür öffnen schreien,3
Bob,grün Geist Haus schnell,3
Bob,Not Telephonklingel hören schrecklich Tür,3
REGIE,Telephonklingel,3
Justus,Moment Bob machen Hauptkommissar Reynolds Ähä okay Dan,3
Justus,Ke,3
Peter,Hauptkommissar Reynolds sprechen,3
Justus,Geistergeschichte Zeitung rauskommen,3
Justus,raus warten lassen Schritt Kommissar,3
Justus,Spukhaus treffen fahren dorthin,3
Bob,hoffentlich fahren Patrick Fahrrad schön,3
Justus,Frage,3
REGIE,Szenenübergangsmusik,3
Erzähler,Hauptkommissar Reynolds warten Haus Mathias Green,3
Erzähler,abreißen,3
REGIE,Vogelgezwitscher Schritt hoch grasen,4
Justus,gut Herr Kommissar,4
Reynolds,Gute Justu Peter Bob,4
"Peter, Bob",Gute,4
Reynolds,Zeug verhören paar Einzelfrage,4
Justus,helfen gerne,4
Reynolds,15 16 Person geisterhaft Erscheinung sehen haben,4
Reynolds,Ben,4
Justus,Haus 6 7 Mann Peter Bob,4
Justus,,4
Reynolds,sehen klar 4 Mann vorgefallen berichten 3,4
Reynolds,sechst sprechen 7 Autogeräusch,4
Reynolds,Zeug vernehmen,4
Justus,überzeugen Erscheinung,4
Reynolds,fest zeugen irr Autotür öffnen,4
Reynolds,kennen,4
Justus,sehen,4
Peter,,4
Carlson,Gute,4
Reynolds,,4
Carlson,Kommissar Reynolds,4
Reynolds,,4
Carlson,Harold Carlson Haus gehören Mandantin Miss Lydia Green,4
Carlson,Anwalt entfernt Verwandte früh Zeitung,4
Carlson,Vorfall Rocky Beach lesen sofort San Francisco,4
Carlson,geflogen begreifen,4
Reynolds,schlagen Haus,4
Carlson,,4
Reynolds,,4
REGIE,Schritt durch grasen türequietsch Schritt,4
Reynolds,zeigen grün Erscheinung bewegen,4
Peter,Wand entlang wechseln Treppe gleiten Stufe,4
Peter,verschwinden Wand,4
Reynolds,verschwinden einfach,4
Bob,verschwinden,4
Calson,scheinen phantastisch Unfug,5
Reynolds,phantastisch Unfug sagen Wand,5
Carlson,tun leid lassen nachsehen Raum,5
Carlson,schließen,5
Reynolds,tun Ansicht,5
Reynolds,Wand 1 Blick erkennen,5
Carlson,denken Geheimraum bitte,5
Reynolds,Haus eh nächst abreißen sicherlich,5
Reynolds,einwenden Mauer einschlagen lassen,5
Calson,Herr Kommissar fragen wozu,5
Calson,,5
Reynolds,2 Mann bitten entsprechend Werkzeug Besor,5
Reynolds,Gen müssen eigentlich Tür warten,5
Reynolds,schlagen Wand,5
Reynolds,Polizistwird Herr Kommissar,5
REGIE,schlagen Wand rieseln,5
Justus,Donnerwetter schnell Loch kriechen Herr Kommi,5
Justus,sar,5
Reynolds,Justu Taschenlampe,5
Bob,Paß Geist beißen just,5
Justus,umgekehrt schieben,5
Reynolds,sehen,5
Justus,Geheimkammer öh Sarg,5
Justus,Polizistvorsicht schlagen heraus,5
Reynolds,,5
REGIE,Gehämmer niederstürzend Wand,5
Carlson,sehen husten Staub,5
Justus,Sarg innig geliebt Eheweib Mathias Green ruhen ewig,5
Justus,Frieden,5
Reynolds,Frau alt Green,5
Carlson,glauben irgendwann weggelaufen China flüchten,5
Justus,Chinesin,5
Carlson,Mathias Green China kennenlernen vereinigt,5
Carlson,Staat bringen,5
Justus,liegen Perlenkette,5
Carlson,Perlenkette Kette berühmt geisterperl,6
Carlson,Großonkel Mathias angeblich chinesisch adlig stehlen wa,6
Carlson,ger Anlaß China flüchten müssen wertvoll,6
Carlson,Anwalt Miss Green sicherstellen,6
Reynolds,,6
Peter,geben Chinmusik sehen unscheinbar grau,6
Peter,Perle,6
REGIE,Szenenübergangsmusik,6
Erzähler,3 Detektiv treffen gleich zentral Wohnwagen,6
Erzähler,mitten Schrottplatz Justu letzt,6
REGIE,Geheimklopfe,6
Bob,kommen herein just,6
REGIE,krabbeln Wohnwagen,6
Justus,Hallo heiß völlig durchgeschwitzt nachdenken,6
REGIE,Papageiengekrächz,6
Peter,vorsichtig übertreiben schwitzen geraten,6
Peter,Geistesmotor bestimmen gejubelt schade streiken,6
Peter,sein normal begabt,6
Justus,kombiniert herausfinden,6
Justus,Villa Mathias Green abspielen Green Trennung,6
Justus,Frau ertragen eingemauert sterben,6
Justus,Nähe,6
Bob,eigentlich,6
Justus,sterben verlassen Diener fluchtartig Haus angst,6
Justus,Schuld Tod anlasten,6
Bob,Alte beerben Justu wissen,6
Justus,einzig hinterblieben Greens Schwägerin alleinerbin,6
Justus,Erbe legen Weingut San Fancisco Verdant,6
Justus,Valley heißen hierher kommen Rocky Beach meiden,6
Justus,,6
Peter,beschließen Haus Baugesellschaft verkaufen,6
Justus,,6
Peter,lassen abreißen Leute ausräumen anfangen geraten Geist,6
Peter,Alte Mathias Green Aufruhr schreien sehen,6
Peter,geheimzimmer dringen statten Frau letzt Besuch,6
Peter,ziehen übel,6
Justus,scheinen feststehen Geist,6
Peter,immerhin sehen,7
Justus,Bob tonbandaufnahmen Mal,7
Justus,abgehört jaulen winseln Hund Hund,7
Peter,ankommen Hund,7
Justus,Kleinigkeit wichtig Peter,7
Bob,Drahthaarfox,7
Peter,sehen Geist Rocky Beach verlassen,7
Peter,kümmern,7
Justus,Peter telephonkklingeln Moment geh,7
Justus,ran Hallo Justus Jonas,7
Telephonistin,Ferngespräch Bob Andrew,7
Bob,,7
Telephonistin,Gespräch verdanen Valley,7
Justus,Bob nehmen Hörer,7
Bob,Hallo Bob Andrew,7
Green,Lydia Green verdanen Valley,7
Bob,Bitte Miss Green,7
Green,Gefallen bitten Bob können Freund,7
Green,Peter Shaw Verdant Valley,7
Bob,Verdant Valley,7
Green,dringend sprechen Onkel Geist sehen,7
Green,Augenzeug hören Begegnung,7
Bob,verstehen,7
REGIE,Papageiengekrächz,7
Green,nämlich Geist Geist Geist verdanen Valley,7
Green,auftauchen gestern abend sehen Zimmer,7
Bob,selbstverständlich Miss Green voraussetzen Eltern,7
Bob,einwenden,7
Green,sprechen Einzelheit klären,7
Green,sehen fliegen Flugzeug San Francisco,7
Bob,einverstanden Miss Green,7
Green,,7
Bob,,7
Peter,toll vergessen just einladen,7
Just,ohnehin,7
REGIE,chinesisch Szenenübergangsmusik,8
Erzähler,Flughafen San Fancisco warten exotisch aussehend jung Bob,8
Erzähler,Peter alt stellen Charles Green führen,8
Erzähler,Bus Mexikaner fahren Fahrzeug,8
Erzähler,hinaus verdanen Valley,8
REGIE,Autoreifengequietsch,8
Chang,Name Charles Green nennen Chang,8
Chang,China kommen,8
Peter,glauben Miss Green Anwalt mr Carlson einzig lebend,8
Peter,Verwandte Mathias Green,8
Chang,Urgroßenkel tot kurz China leben,8
Chang,Vater Sohn ehe tot stammen,8
Bob,Vater leben,8
Chang,Eltern China ertrunken klein,8
Peter,tun leid,8
Bob,,8
Chang,Missionsschule aufwachsen Lehrer ungefähr 2,8
Chang,Verbindung Tante Lydia aufgenommen lieb Amerika,8
Chang,holen,8
Bob,leben,8
Chang,lieb gerne helfen Onkel Harold,8
Chang,helfen sorgen,8
Peter,helfen wobei Geschichte Geist,8
Chang,Geschichte schlimm,8
Bob,passieren,8
Chang,letzterer erzählen Musik setzen vorne liegen,8
Chang,verdanen Haus,8
REGIE,chinesisch Übergangsmusik,8
Erzähler,Verdant Haus begrüßen würdig zerbrechlich wirkend Dame,8
Erzähler,Junge,8
REGIE,Schritt Vogelgezwitscher,8
Chang,Tante Lydia Bob Peter,8
Peter,gut abend,8
Green,gut Abend Bob gut Abend Peter froh,8
Green,gut Flug,8
Bob,schön,9
Peter,danke,9
Green,herein sicher hungrig jung Alter dauernd,9
Green,Hunger lassen schmecken unterhalten,9
Green,Vorfall Mathias Green,9
REGIE,Schritt Gong ertönen,9
Chang,alt Li Gong gehören Essen bringen,9
Chang,,9
Green,Li Essen bringen Chang essen sicher,9
Li,Junge Immel Gloßen Hungel fütteln,9
Green,danke Li Tür öffnen Harold kennen,9
Bob,mr Carlson gestern Rocky Beach treffen,9
Carlson,Hallo träumen lassen sobald wiederb,9
Carlson,Gegnen,9
Green,verzeiht verabschieden arg geben,9
Green,müde schlafen nacht Harold helfen,9
Carlson,gewiß Tante Lydia,9
Peter,Nacht,9
Bob,Nacht,9
Chang,Li Essen setzen Tisch,9
Chang,Frage,9
Li,Leden led Lede fül jung Essen essen Stalke Männel setzen,9
Li,,9
Peter,gerne Hunger,9
Bob,,9
REGIE,Schrei,9
Chang,Tante Lydia passieren,9
Bob,Peter kommen,9
REGIE,Laufschritt Tür öffnen,9
Chang,Tante Lydia,9
Bob,ohnmächtig,9
Carlson,Tanta Lydia patschen Wange Tante Lydia hören,9
Chang,Wacht,9
Green,dumm ohnmächtig erschrok,10
Green,Ken,10
Chang,Tante Lydia schreien,10
Green,Geist sehen Harold nacht,10
Green,Zimmer Licht stehen Geist plötzlich,10
Green,glühend Auge tragen grün Gewand Onkel Mathias,10
Green,tun zürnen Haus Rocky Beach verkaufen,10
Carlson,beruhigen Tante Lydia wiederkommen versuchen schlafen,10
REGIE,chinesisch Übergangsmusik,10
Peter,Geist sehen Mrcarlson,10
Carlson,petertant Lydia Zimmer hören schreien,10
Carlson,Zimmer ohnmächtig,10
Chang,Geist gerne sehen,10
Carlson,auftauchen Diener,10
Carlson,überall erzählen,10
Bob,Sorge Zeitung Geist berichten,10
Carlson,Schlimme passieren Arbeiter reagieren,10
Carlson,ängstlich Ding,10
