Speaker,Text,Page
REGIE,,1
REGIE,rätselhaft Bild,1
REGIE,Hörspielskript Graf Zahl,1
REGIE,Anmerkung De Groot sprechen niederländisch Akzent benutzen manchmal niederländisch,1
REGIE,Wort Satz niederländisch marechal sprechen französisch Akzent,1
REGIE,Titelmusik,1
REGIE,Motorengeräusch pritschenwagen,1
REGIE,öffnen Autotür,1
REGIE,Sprung Ki,1
REGIE,Zuschlag Autotür,1
REGIE,Vogelgeschrei betreten Haus,1
Justus,Onkel Titus drüben,1
REGIE,Schritt,1
Onkel Titus,Hinsehen,1
Justus,links Haus,1
Onkel Titus,,1
Justus,schwarz Gestalt deutlich Hauswand Gese,1
Justus,He,1
Onkel Titus,geirrt Justu,1
Justus,geirrt bestimmen,1
Onkel Titus,Schön Prof Carswell sagen sehen,1
Onkel Titus,hoffentlich,1
REGIE,Schritt,1
Justus,bestimmt brennen Licht Haus,1
Onkel Titus,bedeuten,1
REGIE,Läuten,1
REGIE,öffnen Tür,1
Justus,gut abend,1
Onkel Titus,Prof carswell,1
Prof. Carswell,vermutlich mr Jona Altwarenhandel,1
Prof. Carswell,herein,1
Onkel Titus,beunruhigen Herr Professor Neffe behaupten,2
Onkel Titus,steif fest schwarzgekleidet Gestalt Haus,2
Onkel Titus,klettern sehen,2
Prof. Carswell,eingestiegen bitte arm Leute,2
Prof. Carswell,Stehlen,2
Prof. Carswell,Sohn Abenteuerspiel,2
Justus,alt Sohn,2
Prof. Carswell,jung groß,2
Prof. Carswell,Freund,2
Justus,Peter shaw,2
Peter,Hallo,2
Justus,Bob Andrew,2
Prof. Carswell,angenehm herein Schritt nachsehen,2
Prof. Carswell,Einbrecher Haus,2
REGIE,schließen Tür,2
REGIE,Schritt,2
Prof. Carswell,türöffn türöffn Schritt türschließen,2
Prof. Carswell,Sehen,2
Justus,irgendwo,2
Prof. Carswell,Sprachwissenschaftler heutzutage Haus,2
Prof. Carswell,leisten Vetter Anwesen hinterlassen,2
Justus,stehlen Gibt,2
Prof. Carswell,hören enttäuschen,2
Peter,Justu lieben Geheimnis bestimmen Einbrecher,2
Justus,Sohn Haus wissen,2
Justus,sehen Onkel Titus hergeben paar Sache,2
Justus,verkaufen wertvoll,2
Prof. Carswell,freuen alt,2
Prof. Carswell,mr Cameron hinterlassen Monat Haus Gestor,2
Prof. Carswell,Ben paar Ding bleiben Bild,2
Prof. Carswell,Einsiedler,2
Justus,manchmal Einsiedler verborgen Reichtum,2
Prof. Carswell,reden Detektiv,2
Peter,Detektiv zeigen Karte just,2
Justus,bitte Herr Professor Papiergeräusch Visitenkarte,2
Prof. Carswell,Detektiv übernehmen Fall Detektiv Justu,3
Prof. Carswell,Jona Detektiv Peter Shaw Recherche Archiv Bob,3
Prof. Carswell,Andrew eindrucksvoll,3
Hal,entfernt Hilfe Hilfe Papa,3
Prof. Carswell,Sohn Hal Treppe,3
REGIE,schnell Schritt rennen,3
REGIE,Türöffne,3
Hal,quälen Hilfe helfen,3
Justus,aufgeregt umgekippt Schreibtisch liegen,3
Peter,,3
Prof. Carswell,Harold,3
Hal,quälen Papa helfen,3
Prof. Carswell,schnell Schreibtisch,3
REGIE,Schreibtisch angehoben schieben,3
Justus,Bob kommen sehen draußen,3
Bob,Okay,3
REGIE,Quietschende türöffnen,3
REGIE,Schritt hart Boden,3
REGIE,Türöffne,3
