Speaker,Text,Page
REGIE,flüsternd Mumie,1
REGIE,Hörspielskript flukeskywat,1
REGIE,Anfangsmusik,1
REGIE,Hintergrund Arbeitslärm hundegebell,1
Blacky,Hilfe Hilfe retten Hilfe,1
Mathilda,Justu Vogel fernsehen lassen reden Krimi,1
REGIE,Papageiengekrächz,1
Justus,Schnauft Tante Mathilda Mmh Tür,1
Mathilda,Tür Bursche,1
Mathilda,Bob Peter nu,1
Bob,widerwillig,1
Justus,Arbeit schwer Tante Mathilda können Pause gebrauchen,1
Mathilda,Aach verstehen sehen Post kommen,1
Mathilda,neugierig glauben Brief,1
Justus,keuchen Tante Mathilda,1
Mathilda,lachen,1
Justus,danke,1
Bob,Brief just,1
Justus,Geduld Bob erstmal sehen rosa Papier sehen,1
Justus,Katzenliebhaberin,1
Peter,meinen bestimmt Auftrag Katze suchen,1
Bob,Grad scharf drauf Papiergeraschel,1
Justus,enttäuscht entlaufen Katze erneut,1
Justus,Papiergeraschel Hach jung jung Brief Alfred,1
Justus,Hitchcock,1
Peter,Hitchcock,1
Bob,Auftrag,1
Justus,Sehen,1
Bob,Just,1
Justus,Kollege lesen selber werden glauben,1
Justus,vorlesen werden glauben spinnen Peter lesen,1
Peter,geben danken,2
Bob,Li Peter,2
Peter,Geduld Bob lachen unglaublich glauben Kuckuck schielen,2
Peter,just 3000 alt Mumie flüstern,2
REGIE,Zwischenmusik,2
Erzähler,geheimnisvoll Fall Mumie flüstern erscheinen,2
Erzähler,unmöglich fragezeich Fall sofort begeistert suchen,2
Erzähler,Professor Yarborough Freund Verzweiflung,2
Erzähler,gewandt Hilfe bitten Mumie,2
Erzähler,Haus plötzlich flüstern beginnen Detektiv fahren Rolls,2
Erzähler,Royce kostenlos benutzen Justu preisausschreiben,2
Erzähler,gewinnen,2
REGIE,Hintergrund gedämpft Motorenlärm,2
Justus,bitte halten Mister Morton,2
Morton,Herr,2
Peter,hübsch Haus fast Hollywood übersehen,2
REGIE,Motorengeräusch,2
Justus,anmelden Professor warten Glück,2
Justus,Mumie sprechen,2
Peter,Mumie sprechen halten Zimmer,2
Peter,fragen verstehen Professor durcheinander,2
Peter,,2
Bob,alt Herr Terrasse Diener,2
Justus,Glaube Diener heißen Wilkin,2
Peter,Steigen,2
Justus,Okay türenschlagen Hintergrund hundegebell,2
REGIE,Vogelgezwitscher,2
Bob,sehen Diener,2
Justus,gut Sir Detektiv Professor bitten,2
Wilkins,Detektiv,2
Justus,Sir Karte,2
Wilkins,danken Herr bitte folgen,2
Justus,danken Schritt Steinboden,2
Wilkins,Sir Detektiv Mister Hitchcock empfehlen,3
Wilkins,jung Bemerkung erlauben,3
Yarborough,gut lieb Freund setzen,3
Wilkins,Karte Herr Sir,3
Yarborough,,3
Wilkins,Bitte,3
Yarborough,brummen zustimmend Detektiv Fragezeichen übernehmen,3
Yarborough,Fall Detektiv Justus Jonas Detektiv Peter shaw,3
Peter,,3
Yarborough,Recherche Archiv Bob Andrew brummen erneut bedeuten,3
Yarborough,Fragezeichen sehen Zweifel Fähigkeit,3
Justus,Fragezeichen Sir gelten Bedeutung Interpunktion,3
Justus,Sprachgebrauch universell Symbol unbeantwortet Frage ungelöst,3
Justus,Rätsel unerforscht Geheimnis Firmenzeichen wählen,3
Justus,Erfolg garantieren versprechen,3
Justus,Mühe geben,3
Yarborough,brummen letzt Satz haben,3
Yarborough,hinausbefördern Erfolg voraus versprechen ernsthaft,3
Yarborough,bemühen Erfolg krönen,3
Justus,Sir,3
Yarborough,Alfred Hitchcock geschickt naja versuchen Polizei,3
Yarborough,verständigen Presse Wind Geschichte,3
Yarborough,bekommen Ruf Wissenschaftler ruinieren,3
Yarborough,Fall riskieren,3
Justus,Verstehen,3
Yarborough,Raorkon zeigen Schiebetürgeräusch,3
Yarborough,anfangen Schritt,3
Wilkins,leise hören bevor Mumie befassen,3
Justus,Mister Wilkins,3
Wilkins,Mumie ruhen Fluch Fluch Raorkon Grab sprechen,3
Wilkins,Ruhe stören Fluch Tod,3
Wilkins,bringen gewaltsam unerwartet Professor wahrhaben,3
Wilkins,Weiß wovon reden,3
Yarborough,Knurrt bleiben,3
Justus,Sir Schritt Schlüsselgeräusch türenknarren,3
Yarborough,Soo Raorkon hoffen seufzen hoffen helfen,3
Yarborough,verstehen mitteilen,3
Peter,weh seufzen diesmal just reinreiten,4
Yarborough,Wilkin bitte öffnen Fenster ertragen,4
Yarborough,geschlossen Raum,4
Wilkins,Sir räuspern Fenster öffnen,4
Yarborough,Grabkammer verschütten naja,4
Justus,sicher getäuscht flüstern Mumie,4
Justus,Windzug,4
Yarborough,hören Unterschied allerweltsgeräuschen,4
Yarborough,menschlich Sprache Mumie geflüstert sicher,4
Justus,Ausklammern irren,4
Justus,Annahme ausgehen gesprochen Wort gehören,4
Justus,wahrscheinlich altarabisch Sprache,4
Wilkins,Vorsicht Vorsicht Sir Statue,4
Justus,Seite,4
Bob,Achtung passen laut Rumpeln poltern,4
Justus,Statue kippen,4
Bob,kippen keuchen,4
Peter,knapp,4
Justus,stöhnen erleichtern Ooh,4
Wilkins,Statue wanken wissen umfallen,4
Wilkins,Treffen töten Sir Fluch Raorkon,4
Yarborough,lachen abschätzig Unsinn wilkins Fluch Erfindung Presse,4
Yarborough,Inschrift Grab Bedeutung Lord Carter glauben,4
Yarborough,Statue zufällig umkippen,4
Wilkins,Statue 3000 stehen stürzen ausgerechnet,4
Wilkins,umfallen tot Lord Carter,4
Yarborough,Carter Autounfall um Leben wilkins,4
Wilkins,Sir,4
Yarborough,Rede Fluch erneut poltern,4
Peter,Maske herunterfallen Wort Fluch aussprechen,4
Wilkins,Glauben Si Sir,4
Yarborough,Wind Anubis umreißen Maske Wand wehen,4
Justus,Hmm schön schwer Sockel Statue beschädigen,4
Justus,Windstoß bemerken,4
Yarborough,jung Wissenschaftler glauben Fluch böse Geist,4
Yarborough,helfen bitten bedenken,4
Justus,Glaube Ding innerhalb wenig Minute,5
Justus,zweimal ersichtlich Ursache passieren,5
Yarborough,Zufall lassen Wilkin räumen bitte glücklicherweise,5
Yarborough,Schaden gering Justu sagen glauben,5
Yarborough,Theorie Mumie flüstern,5
Justus,,5
Yarborough,Aha wissenschaftlich Theorie Hmm spannen,5
Justus,Mumie Hilfe walkietalkies sprechen lassen,5
Justus,entsprechend Experiment vorbereiten Peter okay,5
Peter,klar Chef Sprechgerät,5
Justus,Lege gegengeraten Kopf Mumie Peter gehen bitte,5
Justus,draußen,5
Peter,melden,5
REGIE,Zwischenmusik,5
Justus,schalten Peter hören,5
Peter,per Funkgerät draußen Garten gehen Terrasse entlang,5
Bob,hören Professor Mumie flüstern,5
Yarborough,meinen täuschen,5
Peter,Mauer vorbei gehen Hang hinunter Gebüsch,5
Justus,weitergehen Peter sehen Professor einfach Mumie flüstern,5
Justus,lassen,5
Peter,vorne Gebüsch versteckt jung wissen,5
Peter,bemerken geh,5
Justus,halt warten helfen,5
Peter,laufen tun herumspazieren,5
Peter,schnappen sobald rufen hören,5
Justus,einverstanden geben,5
Yarborough,Junge gehören,5
Justus,bringen Lösung Rätsel Moment Peter Peter,5
Justus,bitte melden,5
Peter,,5
Hamid,notscheinen ra nyo Tschepsi Rorkon,5
Justus,schnell garen rasch Schritt Vogelgezwitscher,5
Bob,drüben,5
Justus,schnell,5
Bob,blau Arbeitsanzug,6
Justus,,6
Achmed,entfernt stehen,6
Yarborough,magasaybrüd Filipino,6
Yarborough,auseinanderhalten judoexpert Einbrecher festhalten,6
Justus,brauchen beeilen,6
Achmed,Einbrecher halt fest,6
REGIE,keuchen schnauft,6
Yarborough,,6
Achmed,Gebiß halten iiihen,6
Peter,haben spät,6
Bob,verflixt passieren,6
Achmed,tun leid Gebiß loslassen sehen,6
Achmed,jammern laut,6
