Speaker,Text,Page
REGIE,unheimlich Drache,1
REGIE,7,1
REGIE,Hörspielskript flukeskywat,1
REGIE,Anfangsmusik,1
REGIE,Hintergrund papageiengekrächzen,1
Peter,seufzen auswachsen,1
Bob,Peter,1
Peter,seufzen Nee glauben gehen Bad,1
Peter,Telefonklingeln Heeey Bob just,1
Justus,Aaach ruhig nehmen Justu Jona,1
Justus,Detektiv,1
Peter,Bob stellen Verstärker mithören,1
Bob,,1
Sekretärin,Justu Jona Alfred Hitchcock verlangen,1
Bob,mr Hitchcock schön Fall,1
Hitchcock,Hallo,1
Peter,psst,1
Hitchcock,jung Freund,1
Justus,Hallo mr Hitchcock,1
Hitchcock,stecken Kollege irgendwelch Ermittlung,1
Justus,Sir Gesetz Wahrscheinlichkeit müssen,1
Justus,irgendetwas Interessante stoßen,1
Hitchcock,lachen leise Gesetz Wahrscheinlichkeit Falls frei,1
Hitchcock,,1
Peter,,1
Hitchcock,Freund ehemalig Regisseur Hilfe nötig,1
Justus,Versuch mr Hitchcock,1
Peter,Mhm,1
Justus,Freund Problem,1
Hitchcock,Problem anscheinend Hund Wort erzählen,1
Hitchcock,kurz Telefon Hund abhanden kommen,1
Justus,zählen Freund zufällig Einwohner seasid mr Hitchcock,1
Hitchcock,wissen wohnen seasid jung kommen,1
Hitchcock,,1
Peter,sagen Radio verschwunden Hund seasid,2
Peter,gehören,2
Bob,genau,2
Justus,stellen lediglich Zusammenhang außergewöhnlich,2
Justus,Vorkommnis,2
Peter,,2
Hitchcock,bemerkenswert,2
Justus,stolz mhm,2
REGIE,lachen,2
Hitchcock,bemerkenswert gefallen hellwach,2
Hitchcock,eingebildet blasiert unternehmen lahmlegen,2
Justus,Belustigt mr Hitchcock,2
Peter,verneinend mhm,2
Justus,sagen Problem Freund anscheinend Hund,2
Justus,betonen Wort anscheinend auffällig geschehen absichtlich,2
Hitchcock,Sagen genau erraten Ausdruck,2
Hitchcock,bringen glauben nämlich einfach,2
Hitchcock,entlaufen Hund handeln Licht besehen Fall Drache,2
Hitchcock,vorkommen,2
Peter,leise,2
Hitchcock,alltäglich nennen,2
Justus,erstaunt Drache,2
Peter,lachen ungläubig Drache,2
Hitchcock,jung Haus Freund liegen direkt Meer,2
Peter,leise schreibs,2
REGIE,murmeln zustimmend,2
Hitchcock,verlaufen unterirdisch Gang Freund behaupten steif,2
Hitchcock,fest nacht Hund verschwinden ziemlich,2
Hitchcock,Drache Ozean auftauchen höhlen,2
Hitchcock,Grundstück verschwinden,2
Peter,Waaa,2
Justus,bemerkenswert Sir,2
Hitchcock,sagen jung bereit Fall,2
Hitchcock,Ermittlung anstellen,2
Justus,bitte geben Name Adresse freund Sir,2
REGIE,stöhnen,2
Justus,hören spannend Fall,2
Peter,spannend Fall,3
Bob,Peter spannend,3
Peter,Drache,3
Peter,letzt Fall,3
REGIE,Zwischenmusik,3
Erzähler,Städtchen Seaside liegen 35 autobahnkilomet entfernt glücklicherweise,3
Erzähler,Patrick irisch Bruder Schrottplatz mr,3
Erzähler,Jona arbeiten Gegend Seaside,3
Erzähler,Gelegenheit Detektiv fahren lassen,3
Erzähler,Freund mr aufsuchen,3
REGIE,Hintergrund meeresrauschen möwengeschrei,3
Justus,Bob inzwischen Forschungsarbeit,3
Justus,Drache berichten,3
Peter,,3
Bob,Drache sagen überliefert Ungeheuer meist Gestalt,3
Bob,Reptil Flügel klauen erscheinen,3
Peter,uh,3
Bob,Rauch Feuer speien,3
Justus,,3
Peter,Forschung anstellen,3
Justus,kritisch,3
Peter,Glaube Bob Wichtige gelassen Drache,3
Peter,umgänglich,3
Bob,erwähnen Peter just interessiert,3
Bob,Tatsache,3
Peter,Mhm,3
Bob,Drache sagen Wenn,3
Bob,brauchen kümmern umgänglich,3
REGIE,Schritt knirschen Sand,3
Justus,mmmh,3
REGIE,brummen zustimmend,3
Justus,Meer sehen,3
Peter,nett Brandung,3
Justus,rein,4
Peter,naja Gartentor quietschen Schritt Sand,4
Bob,hübsch Garten,4
REGIE,brummen zustimmend,4
Peter,Garten,4
Justus,Hallo gut mr,4
Allen,Detektiv Alfred Hitchcock,4
Allen,ankündigen,4
Justus,Sir Karte,4
Allen,Detektiv Justu Jona,4
Justus,,4
Allen,Detektiv Peter Shaw Recherche Archiv Bob Andrew,4
Justus,Fragezeichen Symbol gütezeichen stehen,4
Justus,Beantwortete fragen gelöst Rätsel enthüllen Geheimnis,4
REGIE,brummen zustimmend,4
Justus,bemühen Lösung finden,4
Allen,Studio unterhalten Schritt Ki,4
Peter,Sir Schritt Ki Holzboden,4
Allen,Hund wiederfinden,4
Bob,Bemühen,4
REGIE,brummen zustimmend,4
Peter,Frage Drache sehen,4
Allen,sehen gehören,4
Justus,gehören,4
Allen,Kuckuck wissen Gegend Drache,4
Allen,letzt paar Million geben,4
Justus,Sir,4
Allen,weiß ungeheuer höchstens Film vorkommen,4
Justus,mh Film drehen Sir,4
Allen,gestern nacht gehören sehen,4
Allen,Drachenschrei Film eher husten,4
Allen,Krächze hoch Tonlage fast Wesen Asthma,4
Allen,Beschwerde husten,4
REGIE,Zwischenmusik,4
Erzähler,Gespräch schnell beenden Information Freund mr,5
Erzähler,Detektiv geben Justu Peter Bob kehren,5
Erzähler,Straße,5
REGIE,Hintergrund meeresrauschen möwengeschrei gedämpft Motorenlärm,5
Peter,Vergis Tor zumachen Justu,5
Justus,Quietschen klappern,5
Peter,Belustigt machen sorgfältig Drache mr,5
Peter,Eindringen,5
Justus,gleichfalls amüsiert bezweifeln verriegelt Tor,5
Justus,verschlossen Tür Drache ernstzunehmend Hindernis Peter,5
Peter,gefallen Patrick,5
Bob,früh Menge,5
Peter,wofür,5
Justus,naja Besuch mr Carter anschließend mr Shelby,5
Justus,neugierig Mann Einsamkeit leben,5
Justus,Hund Schutz brauchen,5
Peter,jedenfalls fragen eher Hund,5
Peter,Schutz kaufen Drache,5
Peter,fürchten,5
Justus,sehen Hecke Grad gestutzt rasen,5
Justus,sauber gemäht Baum zurückschneiden mr Carter,5
Justus,ordentlich,5
Bob,drücken Bimmel Klingelgeräusch,5
Carter,öffnen Tür Bursche,5
Justus,bitte entschuldigen Sir soeben Nachbar mr,5
Justus,besuchen vermissen Hund Rover,5
Justus,gefragt verschwinden,5
Carter,mr Hund verlieren haben Gegend,5
Carter,Teufel Glück fort,5
Carter,hoffentlich bleiben hassen Hund,5
Justus,sicherlich gründen Tier Sir,5
Justus,Sagen tun,5
Carter,tun dauernd bellen jaulen,5
Carter,Nacht Mond zertrampeln Beet scharren,5
Carter,Rasen hinterlassen Dreck,5
Justus,kennen Nachbarschaft Hund suchen,6
Justus,gehören mr schaden anrichten mr sicherlich,6
Justus,Gutmachen,6
Peter,bestimmen,6
Justus,vermisst Hund überzeugen,6
Carter,haben behaupten warten,6
Justus,Sir,6
Bob,,6
Peter,,6
Carter,,6
Justus,Gewehr,6
Carter,Schrottflinte Ladung Rippe jagen,6
Carter,Hund irgendein verflixt köt,6
Carter,Grundstück Auge zahlen heim,6
REGIE,Zwischenmusik,6
Erzähler,Haus mr Shelby bedrohlich wirkend mr,6
Erzähler,Carter entfernt Justu Peter Bob betreten Grundstück,6
Erzähler,Gartenpforte Schritt gehen plötzlich,6
REGIE,Türenschlag,6
REGIE,schnappen Luft,6
Peter,Pforte zufallen,6
Justus,,6
Peter,,6
Bob,unmöglich schließen raubvogelgeschrei,6
Peter,Deckung Vorsicht Vogel greifen,6
Justus,Boden schreien,6
Bob,Hee,6
Peter,,6
Justus,ruhig Freund Vogel echt,6
Peter,,6
Justus,künstlich Vogel Draht hängen,6
REGIE,stöhnen,6
Justus,mr Shelby scheinen Spassvogel erschrecken,6
Peter,hundertprozentig gelingen,7
Bob,Spielzeug Frontsoldat Busch,7
Bob,gekrochen schön Blamage,7
Peter,still mr Shelby,7
Shelby,lachen heiser husten willkommen verhext Burg,7
REGIE,husten,7
Justus,willkommen,7
Peter,leise sagen besonder Art Humor,7
Shelby,gestatten Arthur Shelby Nehm Vogel Ehe,7
Shelby,schnappen He husten,7
Justus,,7
REGIE,husten stark,7
Erzähler,krampfhaft husten mr,7
Erzähler,Sinnestäuschung erlegen Nachbar Shelby nächtlich,7
Erzähler,Bad vorsintflutlich ungeheuer halten,7
Erzähler,Justu stellen mr Shelby Reihe fragen verschwunden Hund,7
