Speaker,Text,Page
REGIE,,1
REGIE,Fluch Rubin,1
REGIE,Hörspielskript Astrid,1
REGIE,Cassettenanfangsmusik,1
Erzähler,Schrottplatz Familie Jona herrschen Hochbetrieb Mr Mathilda Jona,1
Erzähler,halten Neffe Justu Freund Peter Bob hübsch traben 3,1
Erzähler,entladen Lastwagen Titus Jona letzt Einkaufsfahrt,1
Erzähler,möglich mitbringen Reihe gipsköpfen berühmt,1
Erzähler,Mann,1
Mathilda,Justu Statue wagen bringen hierher stellen Tisch,1
Mathilda,Reihe hübsch Ausstellung,1
Justus,Tante Mathilda Freund bringen Büste,1
Justus,Tisch Büste Statue spielen Tante Mathilda,1
Justus,Rolle,1
Peter,13 Stück anstauben,1
Justus,Julius Caesar Octavian dant Homer Francis Bacon,1
Peter,Shakespeare,1
Justus,anscheinend Berühmtheit,1
Bob,August Polen gehören,1
Peter,Luther Bismarck,1
Justus,Königin Victoria Washington Franklin Lincoln,1
Bob,Büste Justus Ne Berühmtheit,1
Justus,verstaubt allgemein Gelächter abladen Kollege,1
REGIE,Telephonklingel,1
Peter,schön warm,1
Justus,stimmen,1
REGIE,Telephonklingel,1
Peter,Solls brauchen Geld arbeiten,1
Bob,lohnen,1
Peter,Hmhm,1
Mathilda,Justu Jona glauben Mrhitchcock Film,1
Justus,Hitchcock bestimmen Fall,1
Bob,Just Lauf,2
REGIE,Justu laufen,2
Peter,meinen Fall Bob,2
Bob,hoffen sogar Peter,2
Peter,gefährlich Fall,2
Bob,he Just,2
Peter,Just Mrhitchcock,2
Justus,Schnauft Mrhitchcock jung Erbschaft,2
Justus,unglücklicherweise Ahnung Erbe,2
Justus,finden 10 Hitchcock Büro,2
Justus,Erzählen,2
Peter,Okay,2
REGIE,Szenenübergangsmusik,2
Erzähler,Fall 3 Detektiv pünktlich,2
Erzähler,August Büro erscheinen,2
Hitchcock,jung Freund England,2
Hitchcock,bekanntmachen August Vorname Nachname schlagen,2
Hitchcock,August August,2
3???,Hallo,2
Hitchcock,Justus Jonas Peter Shaw Bob Andrew,2
Gus,freuen bitte nennen Gus,2
Justus,gerne Gus,2
Gus,hoffen helfen nämlich Klemme,2
Gus,Großonkel Horatio August kurzer sterben Anwalt,2
Gus,Schriftstück geschickt einfach klug,2
Hitchcock,gestehen Horatio August,2
Hitchcock,Großneffe anscheinend zutrauen Nachricht enträtseln bitte August,2
Hitchcock,zeigen drei Botschaft,2
Gus,,2
Justus,danke rascheln Papier Les,2
Hitchcock,Bitte Justu,2
Justus,August August großneffen,2
Bob,haben sparen Justus,2
Justus,August nennen August August Hüter,2
Justus,Glück Berg türmen lassen Hindernis,2
Justus,Schrecken Schatten liegen Stunde Geburt Beginn,2
Justus,,2
Bob,hören komplizieren,3
Justus,tiefgründig forschen Wort Wegweiser wagen,3
Justus,unverhüllt aussprechen entdecken zudenken,3
Justus,erwerben Besitz böse fordern,3
Justus,heraus 50 vergangen halb Jahrhundert Läuterung,3
Justus,bewirken geraubt gestohlen kaufen,3
Justus,Geschenk empfangen finden gehen bedacht,3
Justus,Werk nützen Zuneigung Vermächtnis,3
Justus,Horatio August,3
Bob,Puh Brief,3
Peter,Spanisch heißen eigentlich Läuterung,3
Bob,bedeuten übel Sünde reinigen,3
Hitchcock,Justus hälst,3
Justus,gewiß Hinsicht klar,3
Peter,klar sagen,3
Justus,klar mr August großneffen mitteilen,3
Justus,verstehen irgendwo versteckt hören,3
Justus,50 passieren wertvoll Gus,3
Justus,Umschweife Versteck beschreiben Dieb,3
Justus,Gegenstand entwenden klar,3
Peter,Schön Rest klar klosbrühen,3
Justus,Teil deutlich August Hüter Glück,3
Justus,Geburtstag Gus,3
Gus,August Geburtstag,3
