Speaker,Text,Page
REGIE,superpapagei,1
REGIE,hörspielskript,1
REGIE,anfangsmusik,1
REGIE,vogelgezwitscher,1
REGIE,schritte,1
REGIE,hilferufe,1
Justus,peter ruft hilfe,1
Peter,habs gehört zögert frau,1
Justus,überlegt keins,1
Justus,keins meinst just kind,1
Peter,verwundert mr malcolm fentriss,1
Peter,,1
Justus,weiß,1
Justus,just ziehn verschwundenen,1
Peter,stöhnt papagei suchen bevor haus schreit,1
Peter,hilfe,1
Justus,,1
Justus,hoffe komplizierter fall,1
Peter,,1
Peter,,1
Peter,gegenteil fängt aussichtsreich horcht,1
Justus,,1
Justus,scheint beruhigt sehen,1
Justus,haus zieht sieht,1
REGIE,ängstlich,1
Peter,lauter verschlossene räume betritt,1
Peter,ausgezeichneter vergleich denk bob,1
Justus,,1
Justus,weitergeben zentrale,1
Peter,,1
Justus,bob aktenführung verantwortlich,1
Peter,,1
Justus,flüstert komm schleichen näher ran,1
Peter,flüstert vorsichtig,2
REGIE,unheilverkündende,2
REGIE,musik,2
Justus,flüstert bäume büsche geben deckung,2
REGIE,unheilverkündende,2
REGIE,musik,2
REGIE,leise schritte,2
REGIE,flüstert,2
Peter,laut,2
REGIE,eindringlich,2
REGIE,leise schritte leise,2
REGIE,musik,2
Justus,peter,2
Peter,verwundert just,2
Justus,aufgeregt,2
Peter,,2
Mann,tiefe stimme schnell haus,2
Mann,hä wolln sehn schilde führt,2
Justus,sir brauchen pistole,2
Mann,haus,2
Mann,drohend laßt einfallen wegzulaufen würdet,2
Mann,bereuen verstanden,2
REGIE,stöhnt,2
Justus,weglaufen peter mr fentriss überzeugen,2
Justus,legalen angelegenheit,2
Peter,kläglich rennen zittern knie,2
Peter,laufen gelernt,2
REGIE,schritte,2
REGIE,kies,2
Mann,mach tür vergeßt schieße,2
Mann,dummheiten,2
REGIE,schritte,2
Mann,lacht tür klappt setzen schön,2
Mann,wartet raus sprache,2
Mann,,2
Justus,selbstbewußt geschäftsbesuch abstatten mr fentriss,2
Mann,geschäftsbesuch lacht,2
Mann,schleicht baum baum indianer,2
Mann,kriegspfad,3
Peter,zögernd hörten hilfe schreien,3
Peter,bäumen versteckt,3
Mann,hilferuf gehört,3
Justus,sir alfred hitchcock berühmten,3
Justus,regisseur hergeschickt vermissen papagei,3
Justus,polizei wolle helfen,3
Justus,detektive bereit wiederbeschaffung,3
Justus,gefiederten hausgenossen unterstützen karte,3
Mann,liest übernehmen fall detektiv,3
Mann,justus jonas detektiv peter shaw,3
Mann,detektiv verantwortlich recherchen archiv bob,3
Mann,andrews,3
Justus,selbstbewußt justus jonas kollege peter shaw,3
Mann,bedeuten fragezeichen bezweifelt,3
Mann,fähigkeiten hä,3
Justus,fragezeichen symbol unbekannte,3
Justus,unbeantwortete fragen ungelöste rätsel aufgabe,3
Justus,fragen beantworten rätsel lösen geheimnisse jeglicher,3
Justus,art lüften fragezeichen markenzeichen,3
Justus,detektivfirma,3
Mann,verstehe geheimnis,3
Mann,verschwundenen papagei klären,3
Justus,sir,3
Mann,glauben stöhnt mach,3
Mann,mach momentmal,3
Mann,zigarette anstecken,3
REGIE,drohende,3
REGIE,musik geräusche,3
Mann,sehe leider gezwungen,3
Justus,aufgeregt bitte sir schießen bitte,3
Peter,aufgeregt sir,3
REGIE,geräusch,3
REGIE,zündens,3
