Speaker,Text,Page
REGIE,unheimliche drache,1
REGIE,7,1
REGIE,hörspielskript flukeskywater,1
REGIE,anfangsmusik,1
REGIE,hintergrund papageiengekrächze,1
Peter,seufzt auswachsen,1
Bob,peter,1
Peter,seufzt nee glaub geh baden,1
Peter,telefonklingeln heeey bob just,1
Justus,aaach ruhig nehm justus jonas,1
Justus,detektiven,1
Peter,bob stell verstärker mithören,1
Bob,,1
Sekretärin,justus jonas alfred hitchcock verlangt,1
Bob,mr hitchcock schönen fall,1
Hitchcock,hallo,1
Peter,psst,1
Hitchcock,junger freund,1
Justus,hallo mr hitchcock,1
Hitchcock,steckst kollegen irgendwelchen ermittlungen,1
Justus,sir gesetz wahrscheinlichkeit müssten,1
Justus,irgendetwas interessantes stoßen,1
Hitchcock,lacht leise gesetz wahrscheinlichkeit falls frei,1
Hitchcock,,1
Peter,,1
Hitchcock,freund ehemaliger regisseur hilfe nötig,1
Justus,versuchen mr hitchcock,1
Peter,mhm,1
Justus,freund problem,1
Hitchcock,problem anscheinend hund worten erzählte,1
Hitchcock,kurzem telefon hund abhanden gekommen,1
Justus,zählt freund zufällig einwohnern seaside mr hitchcock,1
Hitchcock,weißt wohnt seaside junger kommst,1
Hitchcock,,1
Peter,sag radio verschwundenen hunden seaside,2
Peter,gehört,2
Bob,genau,2
Justus,stellte lediglich zusammenhang außergewöhnlichen,2
Justus,vorkommnissen,2
Peter,,2
Hitchcock,bemerkenswert,2
Justus,stolz mhm,2
REGIE,lacht,2
Hitchcock,bemerkenswert gefällt hellwach,2
Hitchcock,eingebildet blasiert unternehmen lahmlegt,2
Justus,belustigt mr hitchcock,2
Peter,verneinend mhm,2
Justus,sagen problem freund anscheinend hund,2
Justus,betonen wort anscheinend auffällig geschah absichtlich,2
Hitchcock,sagen genau erraten ausdruck,2
Hitchcock,bringen glaube nämlich einfach,2
Hitchcock,entlaufenen hund handelt licht besehen fall drache,2
Hitchcock,vorkommt,2
Peter,leise,2
Hitchcock,alltäglich genannt,2
Justus,erstaunt drache,2
Peter,lacht ungläubig drache,2
Hitchcock,junge haus freundes liegt direkt meer,2
Peter,leise schreibs,2
REGIE,murmelt zustimmend,2
Hitchcock,verlaufen unterirdische gänge freund behauptet steif,2
Hitchcock,fest nacht hund verschwand ziemlich,2
Hitchcock,drachen ozean auftauchen höhlen,2
Hitchcock,grundstück verschwinden,2
Peter,waaas,2
Justus,bemerkenswert sir,2
Hitchcock,sagst junge bereit fall,2
Hitchcock,ermittlungen anzustellen,2
Justus,bitte geben namen adresse freundes sir,2
REGIE,stöhnt,2
Justus,hört spannendster fall,2
Peter,spannendster fall,3
Bob,peter spannendster,3
Peter,drachen,3
Peter,letzter fall,3
REGIE,zwischenmusik,3
Erzähler,städtchen seaside lag 35 autobahnkilometer entfernt glücklicherweise,3
Erzähler,patrick irischen brüder schrottplatz mr,3
Erzähler,jonas arbeiteten gegend seaside,3
Erzähler,gelegenheit detektive fahren lassen,3
Erzähler,freund mr aufzusuchen,3
REGIE,hintergrund meeresrauschen möwengeschrei,3
Justus,bob inzwischen forschungsarbeit,3
Justus,drachen berichten,3
Peter,,3
Bob,drache sage überliefertes ungeheuer meist gestalt,3
Bob,reptils flügeln klauen erscheint,3
Peter,uh,3
Bob,rauch feuer speit,3
Justus,,3
Peter,forschungen angestellt,3
Justus,kritisch,3
Peter,glaube bob wichtiges gelassen drachen,3
Peter,umgänglich,3
Bob,erwähnt peter just interessiert,3
Bob,tatsachen,3
Peter,mhm,3
Bob,drachen sagen wenns,3
Bob,braucht kümmern umgänglich,3
REGIE,schritte knirschen sand,3
Justus,mmmh,3
REGIE,brummt zustimmend,3
Justus,meer sehen,3
Peter,nette brandung,3
Justus,rein,4
Peter,naja gartentor quietscht schritte sand,4
Bob,hübscher garten,4
REGIE,brummt zustimmend,4
Peter,garten,4
Justus,hallo guten mr,4
Allen,detektive alfred hitchcock,4
Allen,angekündigt,4
Justus,sir karte,4
Allen,detektiv justus jonas,4
Justus,,4
Allen,detektiv peter shaw recherchen archiv bob andrews,4
Justus,fragezeichen symbol gütezeichen stehen,4
Justus,beantwortete fragen gelöste rätsel enthüllte geheimnisse,4
