Speaker,Text,Page
REGIE,sprechende totenkopf,1
REGIE,hörspielskript erstellt mr maximilian,1
REGIE,anfangsmusik,1
REGIE,hintergrundgeräusche,1
Auktionator,dollar fünfzig dollar fünfzig,1
Auktionator,bietet wundervollen erhaltenen tisch,1
Auktionator,dollar fünfzig,1
Auktionator,zügig dollar fünfzig zweit jawohl dollar fünfzig bitte,1
Auktionator,herr krawatte dankeschön,1
Peter,just,1
Peter,hintergrund position 28,1
Justus,paar minuten peter,1
Auktionator,position 28 interessantes stück damen herren,1
Auktionator,besonderes hebt stück rauf sehen jawohl,1
Auktionator,dankeschön bitteschön rauf jawohl danke,1
Justus,stück sieht interessant glaub biete,1
Peter,altmodischen koffer spinnst,1
Justus,egal sehen kriegen inhalt wert teilen,1
Justus,,1
Bob,wert wahrscheinlich haufen kleider 1890 mode,1
Bob,,1
Auktionator,hintergrund damen herren,1
Justus,bob,1
Auktionator,bitte aufmerksamkeit wundervolle prachtstück glauben,1
Auktionator,koffer jawohl hahaha,1
Justus,glaube koffer gehörte schauspieler reisetruhe,1
Justus,schauspieler tournee garderobe,1
Peter,fehlt haufen alter theaterkostüme,1
Auktionator,hintergrund weiß koffer verborgen,1
Peter,just bitte lass,1
Auktionator,stecken sogar kronjuwelen russischen zarenfamilie hahaha,1
Auktionator,bietet gebot herrschaften gebot lassen,1
Auktionator,lumpen bieten nehme selber,1
Justus,rufend dollar,1
Auktionator,dollar dollar geboten jungen klugen gesicht,1
Auktionator,reihe wisst herrschaften,1
Auktionator,zügig zweit jawohl hehehe belohne,1
Auktionator,klugheit verkaufe stück dollar pasta,1
Dame,halt warten bitte biete dollar ä,1
Auktionator,tut leid koffer verkauft jungs nächsten,1
Auktionator,position,1
Justus,bringen schrottplatz bitte fasst,1
Peter,he frau bieten,1
Peter,flott verkaufen just,1
Dame,hört jungs gebe dreißig dollar geschäft,1
Justus,verkaufen hundert,1
Justus,dollar,1
Dame,,1
Fred Brown,entschuldigt jungs sprechen,1
Justus,koffer draußen,2
REGIE,gekeuche türe knarrt,2
Peter,schön schwer,2
Justus,,2
Fred Brown,fred brown reporter hollywood news mache notizen,2
Fred Brown,alltag bild koffer,2
Fred Brown,auktion,2
Justus,sicher bob stellst peter,2
Fred Brown,prima,2
Justus,lächeln,2
REGIE,leises gelächter fotoapparat knipst,2
Fred Brown,danke namen erfahren erzählen,2
Fred Brown,30 dollar genommen,2
Justus,neugierig glaube koffer gehörte theater,2
Justus,sehen spaß gekauft geschäft,2
Justus,,2
Bob,rückseite gulliver klingt theater,2
Bob,zirkus variete,2
Fred Brown,russischen kronjuwelen name,2
