Speaker,Text,Page
REGIE,,1
REGIE,fluch rubins,1
REGIE,hörspielskript astrid,1
REGIE,cassettenanfangsmusik,1
Erzähler,schrottplatz familie jonas herrschte hochbetrieb mrs mathilda jonas,1
Erzähler,hielt neffen justus freunde peter bob hübsch trab 3,1
Erzähler,entluden lastwagen titus jonas letzten einkaufsfahrt,1
Erzähler,mögliche mitgebracht reihe gipsköpfen berühmter,1
Erzähler,männer,1
Mathilda,justus statuen wagen bringt hierher stellt tisch,1
Mathilda,reihe hübsche ausstellung,1
Justus,tante mathilda freunde bringen büsten,1
Justus,tisch büsten statuen spielt tante mathilda,1
Justus,rolle,1
Peter,13 stück angestaubt,1
Justus,julius caesar octavian dante homer francis bacon,1
Peter,shakespeare,1
Justus,anscheinend berühmtheiten,1
Bob,august polen gehört,1
Peter,luther bismarck,1
Justus,königin victoria washington franklin lincoln,1
Bob,büste justus ne berühmtheit,1
Justus,verstaubt allgemeines gelächter abladen kollegen,1
REGIE,telephonklingeln,1
Peter,schön warm,1
Justus,stimmt,1
REGIE,telephonklingeln,1
Peter,solls brauchen geld arbeiten,1
Bob,lohnt,1
Peter,hmhm,1
Mathilda,justus jonas glaube mrhitchcock film,1
Justus,hitchcock bestimmt fall,1
Bob,just lauf,2
REGIE,justus läuft,2
Peter,meinst fall bob,2
Bob,hoffe sogar peter,2
Peter,gefährlicher fall,2
Bob,he just,2
Peter,just mrhitchcock,2
Justus,schnauft mrhitchcock junge erbschaft,2
Justus,unglücklicherweise ahnung erbe,2
Justus,finden 10 hitchcock büro,2
Justus,erzählen,2
Peter,okay,2
REGIE,szenenübergangsmusik,2
Erzähler,fall 3 detektive pünktlich,2
Erzähler,august büro erschienen,2
Hitchcock,jungen freund england,2
Hitchcock,bekanntmachen august vornamen nachnamen schlägt,2
Hitchcock,august august,2
3???,hallo,2
Hitchcock,justus jonas peter shaw bob andrews,2
Gus,freut bitte nennt gus,2
Justus,gerne gus,2
Gus,hoffe helfen nämlich klemme,2
Gus,großonkel horatio august kurzem gestorben anwalt,2
Gus,schriftstück geschickt einfach klug,2
Hitchcock,gestehen horatio august,2
Hitchcock,großneffen anscheinend zugetraut nachricht enträtseln bitte august,2
Hitchcock,zeige dreien botschaft,2
Gus,,2
Justus,danke raschelt papier les,2
Hitchcock,bitte justus,2
Justus,august august großneffen,2
Bob,hättest sparen justus,2
Justus,august genannt august august hüter,2
Justus,glücks berg türmt laß hindernissen,2
Justus,schrecken schatten liegt stunde geburt beginn,2
Justus,,2
Bob,hört kompliziert,3
Justus,tiefgründig forschen worte wegweiser wage,3
Justus,unverhüllt auszusprechen entdecken zugedacht,3
Justus,erwarb besitze böse forderte,3
Justus,heraus 50 vergangen halbe jahrhundert läuterung,3
Justus,bewirkt geraubt gestohlen gekauft,3
Justus,geschenk empfangen gefunden gehe bedacht,3
Justus,werke nütze zuneigung vermächtnis,3
Justus,horatio august,3
Bob,puh brief,3
Peter,spanisch heißt eigentlich läuterung,3
Bob,bedeutet übel sünde gereinigt,3
Hitchcock,justus hälst,3
Justus,gewisser hinsicht klar,3
Peter,klar sagst,3
Justus,klar mr august großneffen mitteilen,3
Justus,verstehen irgendwo versteckt hört,3
Justus,50 passiert wertvolles gus,3
Justus,umschweife versteck beschrieben dieb,3
Justus,gegenstand entwenden klar,3
Peter,schön rest klar klosbrühe,3
Justus,teile deutlich august hüter glücks,3
Justus,geburtstag gus,3
Gus,august geburtstag,3
Gus,vater vornamen august,3
Justus,geburtstag knapp,3
Justus,rätsel gelöst,3
Peter,müßten,3
Hitchcock,zeigen versteht satz,3
Hitchcock,erwarb besitze böse forderte heraus,3
Justus,glaube gegenstand,3
Justus,rechtmäßiges eigentum gus übertragen gleichzeitig deutet,3
Justus,bestimmten grund fürchtet,3
Hitchcock,50 vergangen halbe jahrhundert läuterung bewirkt,3
Hitchcock,gestohlen geraubt gekauft geschenk,3
Hitchcock,empfangen gefunden,3
Peter,großonkel gus,3
Gus,weiß peter gesehen weiß hollywood,3
Gus,gelebt gestorben verfügt schriftstück,3
Gus,,3
Hitchcock,gus anwalt genommen mrdwiggins empfohlen,4
Hitchcock,zusammenzuarbeiten,4
REGIE,telephonbimmeln,4
Justus,bestimmt bereuen komm gus fahren anwalt,4
Justus,mrdwiggins,4
REGIE,musik setzt,4
Gus,einverstanden,4
Hitchcock,erfolg jungs,4
3???/ Gus,danke,4
REGIE,szenenübergangsmusik,4
Justus,dwiggins anwalt,4
Gus,tür angelehnt,4
Justus,,4
Dwiggins,hilfe,4
Bob,ruft hilfe,4
Gus,mr dwiggins,4
Dwiggins,hilfe helft,4
Gus,schnell sehen rennen treppe,4
Peter,,4
Dwiggins,hilfe hilfe,4
Justus,wandschrank,4
Bob,mach just,4
Justus,warte tür knatscht,4
Gus,mrdwiggins,4
Dwiggins,himmel gekommen,4
Justus,seltsam eingesperrt,4
Dwiggins,hechelt minuten länger schrank erstickt,4
Dwiggins,eigentlich,4
Gus,august august telephoniert erbschaft,4
Justus,detektive,4
Dwiggins,detektive,4
Gus,helfen entziffern geheimnisvollen botschaft onkel horatio,4
Justus,passiert mrdwiggins,5
Dwiggins,passiert himmel unendlich überfallen brutal,5
Dwiggins,film sieht leben gefahr weiß,5
Justus,mrdwiggins überfallen,5
REGIE,dwiggins blättert unterlagen,5
Dwiggins,geheimarchiv halunke akten durchwühlt,5
Dwiggins,mitgenommen hefter tisch,5
Dwiggins,dorthin gelegt,5
Justus,beruhigen mrdwiggins,5
Dwiggins,akten onkel 20 rechtsberater brief,5
Dwiggins,,5
Gus,brief,5
Dwiggins,bursche gefecht gesetzt kopie mitgenommen,5
Dwiggins,kopie testamentarischen mitteilung horatio august,5
Justus,bitte erzählen passiert,5
Dwiggins,schreibtisch gesessen tür,5
Dwiggins,schwarzen bart sonnenbrille herein gepackt,5
Dwiggins,eingeschlossen befreit hättet erstickt,5
Justus,schrank,5
Dwiggins,stunden mehrere stunden,5
Peter,mr horatio august reich,5
DwiggIns,reich wahrhaftig mußte möbel haus verkaufen,5
DwiggIns,erlös beerdigung bezahlen,5
Justus,dennoch großneffen gus wertvolles,5
Justus,hinterlassen,5
DwiggIns,junger weiß horatio august,5
DwiggIns,henry dinge weißt merke,5
DwiggIns,gegend dunkelhäutigen tätowierten punkten,5
DwiggIns,stirn begegnest sieh feurige auge,5
DwiggIns,gefährlich geheimnisvoller zeitungen,5
DwiggIns,,5
Peter,zeitungen,5
Dwiggins,zeitungen ausführlich berichtet,5
Dwiggins,vermögen indien erworben,5
Gus,finden heraus worten brief,5
Gus,gemeint,5
Justus,sehen haus,5
Dwiggins,mittagscanyon finden,6
Dwiggins,verkauft haus letztes gingen gipsbüsten,6
Dwiggins,,6
Justus,gipsbüsten berühmten männern,6
Dwiggins,trödler verkauft,6
Justus,mrdwiggins glaube weiß geheime,6
Justus,botschaft bedeutet,6
Dwiggins,weißt,6
Justus,kollegen eilig,6
REGIE,musik setzt,6
REGIE,rennen durchs treppenhaus,6
Dwiggins,jungen hört,6
Erzähler,scheint justus kopf erleuchtung stattgefunden jungen rasten,6
Erzähler,schrottplatz fuhren goldbeschlagenen rolls royce,6
Erzähler,autoverleiher chauffeur verfügung gestellt,6
Peter,just red machst feuerwehr konkurrenz,6
Justus,feuer feuriges auge peter,6
Bob,begreif,6
Peter,just geheimbotschaft gekommen stimmts,6
Gus,stimmt,6
Justus,glaub habs erinnert satz brief heißt august,6
Justus,hüter glücks,6
Peter,,6
Justus,gipsköpfe berühmten leuten washington lincoln usw,6
Justus,kopf august august polen,6
Gus,august hüter glücks onkel geschrieben,6
Peter,meinst büste versteckt,6
Justus,sicher paßt genau mr august wertvolles,6
Justus,versteckt gus vermacht feurige auge,6
Justus,versteckt gipsbüste ebenfalls namen august trägt,6
Justus,name august familie rolle spielt,6
Morton,herrschaften,6
Justus,danke mrmorton,6
Peter,schnell raus augustbüste untersuchen,6
Bob,stehen gipsköpfe autotüren schlagen fehlen,6
Bob,august polen,6
REGIE,vogelgezwitscher hundegebell,7
Justus,tante mathilda tante mathilda büsten,7
Mathilda,verkauft 5 leute stellen,7
Mathilda,garten,7
Justus,zufällig zufällig,7
Justus,namen adressen käufer aufgeschrieben,7
Mathilda,namen himmel käme leute kauften kopf,7
Mathilda,fuhren,7
Justus,irgendetwas leute sagen august,7
Justus,polen gekauft,7
REGIE,telephonklingeln,7
Mathilda,hör welt interessiert tut leid,7
Mathilda,sagen telephon,7
Peter,falls könig august gus glück hütet,7
Peter,hüten gus,7
Gus,versucht tante,7
Gus,bedeutung gipsköpfe,7
Justus,möglicherweise finden köpfe gebe,7
Justus,geschlagen detektive einfach unseren ermittlungen,7
Justus,fortfahren,7
Bob,,7
Justus,weiß überlegen,7
Bob,habs versuchen telephonlawine,7
Gus,telephonlawine arbeitet telephongesellschaft,7
Bob,direkt überlege achtet wohnviertel meisten,7
Bob,tut nachbar auffällige gipsbüste,7
Bob,garten stellt,7
Peter,,7
Gus,komm drauf,7
Peter,kinder kinder überall fallen,7
Peter,bekommen,7
Bob,haken möglichst kindern,7
Bob,stadt verbindung hilfsbereit,7
Bob,helfen,7
Gus,bekommt kontakt,7
Bob,telephonlawine justs idee freunde,7
Bob,bekannte wiederum freunde,7
Peter,herausfinden ruft 5 freunde,7
Peter,telephonieren ebenfalls 5 freunden,7
Bob,breitet frage kurzer,8
Bob,stadt,8
Gus,5 freunde aunruft 15,8
Gus,5 anruft 75 300,8
Gus,tausend telephonierst just,8
Justus,früh meisten kinder draußen spielen,8
Justus,warten abendbrot,8
Peter,just glaubst eigentlich büste,8
Justus,anwalt mr dwiggins feurigen auge,8
Bob,just,8
Justus,klein gipsbüste stecken sorgfalt,8
Justus,bedenkt mr august verborgen verbunden tatsache,8
Justus,berühmten edelsteinen namen verleiht denkt stern indien,8
Justus,kohinoor schließen feurige auge juwel,8
Gus,edelstein,8
Justus,juwel mr august orient mitbrachte,8
Justus,stein grund mr august zurückgezogen wohnte,8
Bob,pssst kunde,8
Peter,,8
Bob,glaub sehe,8
Gus,3 punkte stirn,8
Rhandur,bitte entschuldigen interessanten büsten,8
Justus,bitte sir,8
Rhandur,figuren,8
Justus,,8
Rhandur,gerne ansehen,8
Rhandur,besonderes verstehen george washington,8
Rhandur,benjamin franklin,8
Justus,verkauft,8
Rhandur,ähm namen junge,8
Justus,ähm weiß genau ähm komische namen homer sowieso,8
Justus,august vergessen,8
Rhandur,august glaube büste august gefallen garten,8
Rhandur,sagst büste verkauft,8
Justus,gestern,8
Rhandur,käufer heißt büste abkaufen,8
Justus,schreiben adressen manchmal geben leute sachen,9
Justus,kauf gebracht lassen,9
Justus,namen adresse,9
Rhandur,idee karte zahle 100,9
Justus,anrufen,9
Rhandur,momentchen liegt papier herum liebe,9
Rhandur,sauberkeit zieht klinge plinggeräusch allgemeines erschrecken,9
Gus,stock klinge,9
Rhandur,anrufen vergiß ähm höhnisches,9
Rhandur,gelächter,9
REGIE,hundegebell,9
REGIE,auto fährt,9
Peter,gesehen spazierstock klinge verborgen mrdreipunkt,9
Peter,drohen,9
Bob,stock versteckte klinge gezeigt sagen,9
Bob,verdammt böse frechheit sondergleichen,9
Peter,spaßen dachte erstechen justus,9
Gus,karte just heißt,9
Justus,rama sidri rhandur pleshiwar indien,9
Peter,indien,9
Gus,glaube gesehen,9
Gus,erinnere indien vater besucht,9
Gus,irren,9
Bob,3 punkte stirn kastenzeichen,9
Justus,wußte bescheid kopie anwalt dwiggins gestohlen,9
Gus,trug sonnenbrille schwarzen bart,9
Bob,beauftragt dwiggens überfallen fälle,9
Bob,wußte august besonderes,9
