Speaker,Text,Page
REGIE,,1
REGIE,grüne geist,1
REGIE,hörspielskript astrid,1
REGIE,cassettenanfangsmusik,1
REGIE,schrei grünen geistes,1
REGIE,grillenzirpen uhurufe,1
Bob,peter gehört,1
Peter,überhören,1
Bob,geschrien,1
Peter,weiß,1
Bob,haus leer abgerissen,1
Peter,weiß komm komm laß verschwinden unheimlich,1
Peter,männerstimmen,1
Bob,männer,1
Peter,läuft tonband,1
Bob,,1
Peter,schrei drauf,1
Bob,,1
Peter,genügt komm hauen dunkel unheimlich,1
Bob,okay laufen,1
REGIE,rennen stoßen,1
1.Mann,hoppla junge hättest umgerannt,1
Bob,entschuldigen gesehen,1
1.Mann,geschrieen sahen haus,1
1.Mann,stehen gesehen,1
Peter,wwwir geschrieen hundegebell,1
Peter,hörte hundegebell geist,1
2.Mann,geist unsinn,1
1.Mann,haus,1
2.Mann,alte gemäuer ansehen bevor,1
2.Mann,abgerissen drinnen nachsehen,1
1.Mann,verletzt,2
3.Mann,schlage rufen polizei,2
2.Mann,einverstanden sehen katze ge,2
2.Mann,schrieen,2
1.Mann,weiß,2
2.Mann,fürchten hundegewinsel 6 taschen,2
2.Mann,lampen hund,2
1.Mann,klein arm tragen,2
1.Mann,hinein,2
Bob,peter,2
Bob,schritte tür geöffnet schrei grünen geistes,2
2.Mann,haus schnell not,2
3.Mann,hörte schrecklich,2
1.Mann,tür,2
2.Mann,taschenlampen sehen,2
1.Mann,hallo,2
3.Mann,melden,2
2.Mann,treppe alte mathias green 50 heruntergestürzt,2
2.Mann,genick gebrochen,2
1.Mann,hause spukt glaube hoffentlich,2
1.Mann,begegnet geist tür geöffnet,2
3.Mann,hallo,2
1.Mann,sehen,2
2.Mann,drüben wand musik setzt,2
1.Mann,,2
2.Mann,geist alte mathias green,2
Peter,grüner geist,2
1.Mann,lampen,2
1.Mann,lampen angemacht musik verstummt,2
Bob,,2
Peter,treppe,2
1.Mann,verschwindet wand,2
2.Mann,jux schnappen,2
Bob,warten,3
2.Mann,warten,3
Bob,überall staubig müßte fußspuren sehen geist hinterlassen,3
Bob,,3
1.Mann,junge aha ähä,3
2.Mann,sehen weiß genau geist,3
3.Mann,stimmt genau,3
2.Mann,höchst eigenartig deulich gesehen grüne,3
2.Mann,gestalt treppe hinaufgegangen,3
1.Mann,gesehen,3
Peter,komm bob verschwinden rufen hauptkommissar reynolds,3
Bob,einverstanden,3
REGIE,szenenübergangsmusik,3
Erzähler,vorfälle folgenden justus besprochen bob spielte ton,3
Erzähler,bandaufnahme mehrfach gelang ge,3
Erzähler,heimnis grüne gespenst lösen,3
Justus,laß band ablaufen bob 2 schrei hören,3
Bob,just,3
Bob,tonbandaufnahmen weiß fürchten 6,3
Bob,taschenlampen hundegewinsel,3
Bob,hund klein arm tragen,3
Bob,hinein peter schritte tür geöffnet schrei,3
Bob,grünen geistes haus schnell,3
Bob,not telephonklingeln hörte schrecklich tür,3
REGIE,telephonklingeln,3
Justus,moment bob mach hauptkommissar reynolds ähä okay dan,3
Justus,ke,3
Peter,hauptkommissar reynolds sprechen,3
Justus,geistergeschichte zeitungen rausgekommen,3
Justus,raus warten lassen schritte kommissar,3
Justus,spukhaus treffen fährt dorthin,3
Bob,hoffentlich fährt patrick fahrrad schön,3
Justus,fragen,3
REGIE,szenenübergangsmusik,3
Erzähler,hauptkommissar reynolds wartete haus mathias green,3
Erzähler,abgerissen,3
REGIE,vogelgezwitscher schritte hohes gras,4
Justus,guten herr kommissar,4
Reynolds,guten justus peter bob,4
"Peter, Bob",guten,4
Reynolds,zeugen verhört paar einzelfragen,4
Justus,helfen gerne,4
Reynolds,15 16 personen geisterhafte erscheinung gesehen ha,4
Reynolds,ben,4
Justus,haus 6 7 männer peter bob,4
Justus,,4
Reynolds,sehe klar 4 männer vorgefallene berichtet 3,4
Reynolds,sechst sprach 7 autogeräusche,4
Reynolds,zeugen vernehmen,4
Justus,überzeugt erscheinung,4
Reynolds,fest zeugen irren autotür geöffnet,4
Reynolds,kennt,4
Justus,gesehen,4
Peter,,4
Carlson,guten,4
Reynolds,,4
Carlson,kommissar reynolds,4
Reynolds,,4
Carlson,harold carlson haus gehört mandantin miss lydia green,4
Carlson,anwalt entfernter verwandter früh zeitung,4
Carlson,vorfällen rocky beach gelesen sofort san francisco,4
Carlson,geflogen begreife,4
Reynolds,schlage haus,4
Carlson,,4
Reynolds,,4
REGIE,schritte durchs gras türequietschen schritte,4
Reynolds,zeig grüne erscheinung bewegt,4
Peter,wand entlang wechselte treppe glitt stufen,4
Peter,verschwand wand,4
Reynolds,verschwand einfach,4
Bob,verschwand,4
Calson,scheint phantastischer unfug,5
Reynolds,phantastisch unfug sagen wand,5
Carlson,tut leid lassen nachsehen raum,5
Carlson,schließt,5
Reynolds,getan ansicht,5
Reynolds,wand 1 blick erkennen,5
Carlson,denken geheimraum bitte,5
Reynolds,haus eh nächsten abgerissen sicherlich,5
Reynolds,einzuwenden mauer einschlagen lasse,5
