Speaker,Text,Page
REGIE,,1
REGIE,phantomsee,1
REGIE,hörspielskript neufassung hörspiels verfasst mike hall,1
REGIE,titelmusik,1
REGIE,verkehrslärm hintergrund,1
REGIE,hitchcock erzähler fragezeichen justus jonas peter shaw bob andrews,1
REGIE,halfen onkel titus jonas museum rockybeach museum,1
REGIE,geschlossen tante mathilda onkel titus jonas gelungen,1
REGIE,wertvolle stücke trödelmarkt erwerben abtransportiert,1
Peter,stöhnt,1
REGIE,kettenrasseln,1
Bob,großartig gefunden maleienkris,1
Peter,lass sehen aua scharf rasierklinge,1
Bob,hierher,1
Justus,beantworten bob schiffe segelten kalifornien,1
Justus,indien indonesien anzahl kunstgegenstände museum,1
Justus,stammt orient,1
Peter,just,1
Justus,hintergrund,1
Bob,vorträge,1
Mathilda,interessiert vorläufig kunstgegenständen,1
Justus,jonas drückt rum lümmel ladet zeug lastwagen,1
Justus,tante mathilda,1
Mathilda,holztruhe,1
Java-Jim,gehört,1
Mathilda,,1
REGIE,musiksequenz,1
Java-Jim,jim heiße nennt javajim truhe fahrt,2
Java-Jim,java hierher begleitet ding gefährlich,2
Mathilda,tut leid ausstellungsstücke gekauft ausnahme,2
Mathilda,truhe kaufen bezahlen,2
Java-Jim,bezahlen truhe denke,2
Mathilda,schlagen truhe kopf,2
Java-Jim,gestohlen wochen irgendsoein halunke,2
Java-Jim,schiff geklaut san francisco anlegten,2
Bob,sehen,2
Java-Jim,vorsicht knarren truhen masakept oftmals,2
Java-Jim,versteckte gefahren,2
Justus,atmet aaaah,2
REGIE,dumpfes schnappendes geräusch,2
Bob,erschreckt messer schnauft,2
Justus,oi joi joi,2
Bob,knapp justs kopf vorbei,2
Java-Jim,siehste ichs,2
Bob,verschnauft treffen,2
Peter,truhe messer flog truhe,2
Mathilda,passiert justus,2
Justus,,2
Bob,himmel geheimfach boden,2
Peter,,2
Bob,versteckten mechanismus berührt,2
Bob,aufgesprungen,2
Peter,versteck findet umgebracht,2
Mathilda,werk mrjavajim bestrafen,2
Java-Jim,unschuldig wusste falle,2
Justus,orientalischer dolch wahrscheinlich jahrhunderten,2
Justus,piraten eingebaut falle,2
Peter,erstaunt piraten doll,2
Justus,typisch indonesischer trick wahrscheinlich javanisch,3
Bob,javanisch javajim,3
Java-Jim,reicht spitzname gegeben,3
Java-Jim,weile java gelebt,3
Peter,weiß java liegt,3
Justus,insel indonesien peter hundert,3
Justus,massenhaft piraten,3
REGIE,kratzende klopfende geräusche,3
Bob,schätze amerika gebracht justus beispielsweise,3
Bob,kalifornien,3
Justus,wühlst truhe herum peter,3
Peter,ring,3
Justus,häh,3
Peter,geheimfach,3
Bob,,3
Java-Jim,lügner nennen junge,3
Justus,zeigen rechnung kauf benennen zeugen,3
Justus,,3
Java-Jim,zögernd stotternd ähm ähm mhm,3
Justus,schlage truhe lager unterstellen,3
Justus,beweise bringen,3
Java-Jim,musiksequenz nehme gehört,3
Java-Jim,ring truhe,3
Justus,,3
Bob,hilfe justus ring truhe wegnehmen,3
Java-Jim,,3
Justus,stöhnt,3
Bob,hintergrund haltet dieb haltet dieb läuft,3
REGIE,abermaliges stöhnen,3
Mathilda,lasst laufen ring wert,3
Bob,sowas bloß scharf truhe sagen,3
Bob,truhe unbedingt,3
Peter,bestimmt gehört,4
Bob,,4
Peter,,4
Bob,murmelt,4
REGIE,musik vordergrund,4
Erzähler,gleichen holte justus telefonisch erkundigungen,4
Erzähler,erfuhr javajim stelle versucht truhe kaufen,4
Erzähler,geschichte erzählt offensichtlich gelogen truhe,4
Erzähler,stammte eingeschnitzte schrift bewies argyll queen schiff,4
Erzähler,hundert kalifornischen küste versunken bob zuständig,4
Erzähler,recherchen beschloss historischen forschungsinstitut rockybeach,4
Erzähler,argyll queen erkundigen,4
REGIE,schreibmaschinengeräusche stempelgeräusch leute sprechen hintergrund,4
1. Mitarbeiterin,guten,4
2. Mitarbeiterin,,4
Bob,argyll queen erkundigen,4
2. Mitarbeiterin,unterbricht bob weiß schau kasten,4
