Speaker,Text,Page
REGIE,karpatenhund,1
REGIE,hörspielskript graf zahl,1
REGIE,anmerkung szenen wohnung mr prentice spielen ticken uhren,1
REGIE,hören szenen außerhalb hauses hört vogelgezwitscher nähe hauses leichtes,1
REGIE,wasserplätschern swimmingpool haus balkon entferntes verkehrsrau,1
REGIE,schen vereinfachung jeweiligen szenen weggelassen,1
REGIE,titelmusik,1
REGIE,kirchliche orgelmusik schritte,1
Justus,paseo place hausnummer 402 genau,1
Justus,pünktlich stelle,1
REGIE,klingeln,1
Bob,,1
Mr Prentice,erfreut pünktlich justus jonas bob andrews peter shaw irre,1
Mr Prentice,,1
Peter,irren sir sinds detektive,1
Mr Prentice,herein tür,1
Justus,danke sir,1
REGIE,türschließen,1
REGIE,orgelmusik,1
REGIE,schritte,1
Mr Prentice,büro,1
REGIE,türöffnen,1
REGIE,schritte,1
REGIE,türschließen,1
Justus,mr prentice,1
Mr Prentice,zögert spukts,1
Mr Prentice,glaubt sehe ton,1
Mr Prentice,verschafft zutritt wohnung,1
Mr Prentice,beweise,1
Justus,apartmenthaus hausverwalter,1
Justus,verwalter zentralschlüssel,1
Bob,zustimmend,1
Mr Prentice,mrs boogle1 widerliche weib verwalterin wohnung,1
Mr Prentice,schlüssel extra neues schloß einbauen lassen,1
Mr Prentice,neugierige weibsbild fernzuhalten,1
Mr Prentice,1 buch mrs boggle,1
Justus,fenster einsteigen liegt wohnung,2
Justus,außentreppe wohnungstür,2
Peter,zweitschlüssel geben einfach,2
Bob,zustimmend,2
Mr Prentice,schlimmer,2
Justus,erklären sir,2
Mr Prentice,blitzt mitten arbeitszimmer,2
Mr Prentice,mehrmals gesehen,2
Justus,zögert sicher,2
Mr Prentice,sicher phantasie streich spielt fall,2
Mr Prentice,übernehmen,2
Justus,miteinander besprechen rufen,2
Justus,räume wohnung sehen,2
Mr Prentice,komm,2
REGIE,stühlerücken schritte,2
REGIE,geheimnisvolle töne,2
Justus,erschrocken peter,2
Peter,just,2
Justus,aufgeleuchtet,2
Peter,,2
Justus,deutlich gesehen,2
Bob,machst gesicht hättest geist gesehen,2
Peter,zustimmend,2
Justus,blitz mitten raum,2
REGIE,entfernter knall,2
Peter,,2
Justus,weiß schnell balkon,2
REGIE,schritte,2
REGIE,öffnen schiebetür,2
REGIE,vogelzwitschern,2
Bob,sehen,2
Justus,leise entfernte schritte läuft,2
Peter,justus,2
Justus,,2
Bob,seh,3
REGIE,bremsenquietschen,3
Justus,anorak skimütze,3
REGIE,polizeisirene setzt,3
Bob,aufgebot,3
Justus,,3
Peter,polizisten schnell,3
REGIE,stimmengewirr hof polizisten,3
Justus,spät bob kerl erwischen ärgerlicher laut,3
Justus,,3
Peter,ratlos,3
REGIE,telefonklingeln,3
Mr Prentice,moment geh ans telefon,3
REGIE,telefonklingeln,3
Justus,polizei sucht gegend,3
REGIE,bremsen quietschen,3
Bob,kerl kirche gelaufen versteckt,3
Justus,glaube hörte,3
Justus,wohnung unten geflüchtet,3
Mr Prentice,unerhört nachbarschaft eingebrochen freund,3
Mr Prentice,schützling wochen gestorben mr murphy erzählt,3
Justus,mr murphy,3
Mr Prentice,nachbar reicher börsenmakler wohnt wohnung drüben,3
Justus,mr murphy telefon,3
Mr. Prentice,mr murphy,3
REGIE,musik,3
Erzähler,justus peter bob kehrten nächsten mr prentice,3
Erzähler,vorbereitungen getroffen hilfe kriminalistische arbeit voran,3
Erzähler,treiben mr prentice mr niedland niedland,3
Erzähler,bruder verstorbenen künstlers eingebrochen,3
Justus,tut leid mr niedland wohnung bruders eingebrochen,3
Justus,,3
Mr Prentice,möchtet rätsel lösen nämlich herausgestellt,3
Mr Prentice,geschädigte einbruch,3
Niedland,fenton bestimmt zufall kunstwerk,4
Niedland,ausstellung brauchte zweifellos,4
Niedland,polizei einbrecher verscheucht bevor mitnehmen,4
Niedland,ßer karpatenhund,4
Mr Prentice,genügt,4
Niedland,mr prentice besonderen spürsinn,4
Niedland,leider sagen fall aufzuspüren einbre,4
Niedland,cher simpel küchenfenster eingestiegen lacht,4
Niedland,polizei routinefall,4
Mr Prentice,karpatenhund mitgenommen,4
Niedland,holen wohnung bruder lebte be,4
Niedland,scheiden,4
Mr Prentice,künstler lebte kunst gefiel,4
Mr Prentice,halb unterstützt,4
Peter,karpatenhund mr niedland,4
Niedland,hund hund vermutlich gegeben,4
Mr Prentice,phantasie abergläubischer leute,4
Niedland,bruder romantiker motive,4
Niedland,legende jahrhunderten gebirgsdorf karpaten,4
Niedland,nem hundedämon heimgesucht,4
Mr Prentice,bewohner karpaten anfällig sowas,4
Justus,gebiet kennt namen transsylvanien vampir,4
Justus,dracula gelebt,4
Peter,,4
Niedland,hundedämon vampir leute dorf glaubten,4
Niedland,geist edelmannes wilde jagdhunde herange,4
Niedland,züchtet jagd scharf ließ hunde,4
Niedland,hungern,4
Mr Prentice,tages brach hund tötete kind,4
Bob,schrecklich mr prentice,4
Mr Prentice,tragödie vater erschlug zorn edelmann,4
Mr Prentice,schwor starb jenseits zurückkehren rächen,4
Mr Prentice,,4
Peter,vermute gestalt karpatenhundes,4
Mr Prentice,peter,4
Justus,bruder hund gemalt mr niedland,4
Niedland,bruder bildhauer skulptur glas geschaffen,4
Mr Prentice,kristall charles kristall gold,4
Niedland,kristall glas wenngleich edler art,4
Mr Prentice,karpatenhund kunstwerk hohen graden schönste,5
Mr Prentice,gesehen augen tieres gold eingefaßt lefzen,5
Mr Prentice,niedland goldschaum aufgetragen augen schienen rot glühen,5
Bob,bekommen hund gehört,5
Bob,sagten geschädigte,5
Mr. Prentice,hund gehört edward niedland eigens geschaffen,5
Justus,hund versichert,5
Mr Prentice,hilft unersetzlich,5
Mr Prentice,geld wert kunstwerk,5
Niedland,stühlerücken fenton wiedersehen jungs,5
Mr Prentice,bringe tür,5
REGIE,schritte,5
Niedland,nötig entfernt türöffnen wiedersehen hallo,5
Niedland,sehen,5
Mr Prentice,wiedersehen,5
Peter,wiedersehen mr niedland,5
Justus,wiedersehen,5
Justus,einbrecher wohnung heimsucht mr,5
Justus,prentice,5
Mr Prentice,schlägst,5
Justus,spezialpaste mitgebracht schreibtischschubladen porzel,5
Justus,lanknöpfe griffe unseren zweck ideal,5
Mr Prentice,,5
Justus,knöpfe paste bestreichen sehen greift,5
Justus,knöpfe abwesenheit schub,5
Justus,lade öffnen hände voller schwarzer flecken bekommen,5
Bob,abwaschen,5
Peter,nachbarn,5
Peter,schwarzen händen erkennen,5
REGIE,geheimnisvoller akkord,5
Mr Prentice,geisterhaftes licht hände,5
Erzähler,detektiv erachtens zielbewußt,5
Erzähler,sicherlich realen eindringling überführen allzu neugierig wohnung,5
Erzähler,mr prentice herumgeistert kennen versuchen,5
Erzähler,lichtblitz orten,5
Justus,wiedersehen mr prentice melden,5
Bob,,5
Justus,hä,5
Mr Prentice,,6
Bob,drüben kirche,6
Justus,,6
Bob,krankenwagen,6
Mr Prentice,himmels willen pastor passiert laufen,6
Mr Prentice,,6
REGIE,schnelle schritte,6
Peter,entlang mr prentice,6
Mr Prentice,swimmingpool vorbei pforte,6
REGIE,quietschendes öffnen porte,6
Mr Prentice,mrs boogle passiert,6
REGIE,schritte,6
Justus,gesenkte stimme verwalterin,6
Bob,weiß just,6
Mrs Boogle,jammernd tot entsetzlich tot,6
REGIE,stimmengewirr,6
Mr Prentice,sprechen mrs boogle,6
Mrs Boogle,messner earl tot,6
