Speaker,Text,Page
REGIE,die  drei  ,1
REGIE,und  der  fluch  des  rubins,1
REGIE,hörspielskript von astrid,1
REGIE,cassettenanfangsmusik,1
Erzähler,auf dem schrottplatz der familie jonas herrschte hochbetrieb mrs mathilda jonas,1
Erzähler,hielt ihren neffen justus und seine freunde peter und bob ganz hübsch in trab die 3,1
Erzähler,entluden gerade einen lastwagen titus jonas hatte von seiner letzten einkaufsfahrt,1
Erzähler,mal wieder alles mögliche mitgebracht darunter eine reihe von gipsköpfen berühmter,1
Erzähler,männer,1
Mathilda,justus die statuen auf dem wagen bringt sie alle hierher und stellt sie auf den tisch,1
Mathilda,da in eine reihe das wird eine hübsche ausstellung,1
Justus,ja tante mathilda wir sind ja schon dabei kommt freunde wir bringen die büsten,1
Justus,zum tisch büsten sind es und keine statuen aber das spielt für tante mathilda ja,1
Justus,keine rolle,1
Peter,13 stück und schon leicht angestaubt,1
Justus,da julius caesar octavian dante homer francis bacon  ,1
Peter, shakespeare,1
Justus,ja anscheinend sind es alle berühmtheiten,1
Bob,august von polen von dem habe ich ja noch nie gehört,1
Peter,da luther und bismarck,1
Justus, und königin victoria da washington franklin und lincoln,1
Bob,von dir ist keine büste dabei justus dabei bis du doch auch schon ne berühmtheit,1
Justus,aber noch nicht so verstaubt allgemeines gelächter los jetzt abladen kollegen,1
REGIE,telephonklingeln,1
Peter,ganz schön warm heute,1
Justus,das stimmt,1
REGIE,telephonklingeln,1
Peter,aber was solls wir brauchen das geld also arbeiten wir,1
Bob,es lohnt sich ja auch,1
Peter,hmhm,1
Mathilda,justus jonas für dich ich glaube es ist mrhitchcock vom film,1
Justus,ah hitchcock er hat bestimmt einen neuen fall für uns,1
Bob,los just lauf doch schon,2
REGIE,justus läuft weg,2
Peter,meinst du wirklich daß er einen neuen fall für uns hat bob,2
Bob,ich hoffe es sogar dir wird es doch auch recht sein peter,2
Peter,na ja wenn es kein gefährlicher fall ist,2
Bob,he just kommt schon wieder zurück,2
Peter,na just was wollte mrhitchcock,2
Justus,schnauft mrhitchcock sagt da ist ein junge der eine erbschaft gemacht hat,2
Justus,unglücklicherweise hat er aber keine ahnung was das erbe sein könnte und wo es zu,2
Justus,finden ist wir sollen morgen um 10 uhr zu hitchcock ins büro kommen dann wird er,2
Justus,uns alles erzählen,2
Peter,okay,2
REGIE,szenenübergangsmusik,2
Erzähler,wenn es um einen neuen fall geht sind die 3 detektive immer pünktlich so auch an,2
Erzähler,diesem august morgen als sie bei mir im büro erschienen,2
Hitchcock,so ihr drei ich möchte euch mit meinem jungen freund aus england,2
Hitchcock,bekanntmachen das ist august mit vornamen und nachnamen uhr schlägt also,2
Hitchcock,august august,2
3???,hallo,2
