Speaker,Text,Page
REGIE,die  drei     und   der  sprechende      totenkopf,1
REGIE, hörspielskript erstellt von mr maximilian ,1
REGIE,anfangsmusik,1
REGIE,hintergrundgeräusche,1
Auktionator,fünf dollar fünfzig zum ersten fünf dollar fünfzig zum ersten niemand mehr was ist den,1
Auktionator,los bietet niemand mehr für diesen wundervollen gut erhaltenen kleinen tisch fünf,1
Auktionator,dollar fünfzig zum zweiten und  was ist den los,1
Auktionator,zügig fünf dollar fünfzig zum zweit und zum dritten jawohl fünf dollar fünfzig bitte sehr,1
Auktionator,der herr mit der krawatte dankeschön,1
Peter,los just wir gehen hier ist doch nichts mehr los,1
Peter,im hintergrund position 28,1
Justus,nur noch ein paar minuten peter,1
Auktionator,position 28 ein sehr interessantes stück mein damen und herren etwas ganz,1
Auktionator,besonderes hebt doch das gute stück mal hier rauf damit es alle sehen können jawohl,1
Auktionator,dankeschön bitteschön hier rauf jawohl danke,1
Justus,das stück sieht recht interessant aus ich glaub ich biete mit,1
Peter,für den altmodischen koffer du spinnst,1
Justus,egal ich will sehen ob ich ihn kriegen kann wenn der inhalt irgend etwas wert ist teilen,1
Justus,wir,1
Bob,etwas wert da drin ist wahrscheinlich ein haufen kleider die seid 1890 aus der mode,1
Bob,sind,1
Auktionator,im hintergrund meine damen und herren ,1
Justus,oder etwas anderes bob,1
Auktionator,ich bitte um ihre aufmerksamkeit für dieses sehr wundervolle prachtstück glauben sie mir,1
Auktionator,einen solchen koffer hat heute niemand mehr jawohl hahaha,1
Justus,ich glaube der koffer gehörte einem schauspieler solche reisetruhe hatten früher,1
Justus,schauspieler auf tournee bei sich für ihre garderobe,1
Peter,das fehlt uns noch ein haufen alter theaterkostüme,1
Auktionator,im hintergrund wer weiß was dieser koffer alles darin verborgen hatte ,1
Peter,also just ich bitte dich um alles lass uns gehen,1
Auktionator,vielleicht stecken da sogar die kronjuwelen der russischen zarenfamilie drin was hahaha,1
Auktionator,nun wer bietet etwas ihr gebot meine herrschaften ihr gebot also lassen sie sich doch,1
Auktionator,nicht lumpen nun will niemand etwas bieten gut dann nehme ich ihn eben selber,1
Justus,rufend ein dollar,1
Auktionator,ein dollar ein dollar ist geboten von diesem jungen mann mit dem klugen gesicht der,1
Auktionator,ersten reihe so und wisst ihr was ich jetzt tun werde meine herrschaften,1
Auktionator,zügig zum erst und zum zweit und zum dritten jawohl nun hehehe ich belohne diese,1
Auktionator,klugheit und verkaufe ihm das stück für einen dollar pasta,1
Dame,halt warten sie bitte ich biete zehn dollar nein ä zwanzig,1
Auktionator,tut mir leid der koffer ist schon verkauft weg damit jungs damit wir zur nächsten,1
Auktionator,position kommen werden,1
Justus,wir bringen ihn zum schrottplatz und machen ihn auf bitte fasst mit an,1
Peter,he diese frau kommt zu uns ob die noch mehr bieten will dann würde ich aber ganz,1
Peter,flott verkaufen just,1
Dame,hört mal jungs ich gebe euch dreißig dollar das ist wirklich ein gutes geschäft für euch,1
Justus,nein vielen dank ich möchte nun mal nicht verkaufen auch nicht für hundert oder noch,1
Justus,mehr dollar,1
Dame,na dann eben nicht,1
Fred Brown,entschuldigt jungs kann ich euch mal sprechen,1
Justus,aber gern wenn wir den koffer draußen haben,2
REGIE,gekeuche türe knarrt,2
Peter,ganz schön schwer,2
Justus,ja ach,2
Fred Brown,ich bin fred brown reporter für die hollywood news ich mache gerade etwas für notizen,2
