Speaker,Text,Page
REGIE,die  drei      4  und   die  schwarze       katze,1
REGIE, hörspielskript von flukeskywater ,1
REGIE,anfangsmusik,1
REGIE,im hintergrund rummelplatzmusik und jahrmarktgeräusche,1
Peter,da ist es freunde der große iwan und radscha  die beste löwendressur der,1
Peter,welt,1
Bob,endlich länger kann ich dieses blöde bemalte fass auch nicht tragen,1
Justus,das ist kein fass bob  das ist nunmehr ein podest auf dem der löwe radscha,1
Justus,sitzen soll,1
Bob,ist mir klar justus für mich bleibt es aber ein fass,1
Peter,ein halbes bob,1
Bob,auch das peter außerdem will ich es loswerden,1
Justus,ah da kommt ja iwan der große hallo sir wir bringen das podest für ihren,1
Justus,löwen,1
Iwan,gut  sehr gut und so schön angemalt habt ihr es dafür habt ihr eine,1
Iwan,sonderbelohnung verdient ich lade euch zur löwenshow ein was haltet ihr,1
Iwan,davon,1
Peter,danke sir,1
Justus,prima,1
Bob,das ist großartig,1
Gabbo,das ist doch betrug her mit dem preis,1
Junge,hilfe hilfe haltet ihn,1
Mädchen,was ist denn,1
Junge,er hat mir die katze gestohlen hilfe,1
Justus,der da ist es  der mann mit dem schlapphut und dem bart,1
Gabbo,weg mit euch zur seite,1
Peter,vorsicht er hat ein messer,1
Gabbo,kommt mir nicht zu nah bleibt wo ihr seid,1
Justus,los ihm nach,1
Iwan,ja richtig verfolgt ihn ich kann hier nicht weg,1
Bob,bist du verrückt justus er hat ein messer,1
Justus,wir halten distanz kollegen ich will nur sehen wohin er läuft hastige schritte,1
REGIE,abnehmen der geräuschkulisse,1
Peter,hinter dem zaun ist schluss der zaun reicht bis zum wasser runter  da kann er,2
Peter,nicht weiter,2
Justus,vorsicht nicht zu nahe,2
Peter,die wachen kommen,2
Wachmann,wo ist er,2
Peter,he hierher hierher hier ist er  hinter dem zaun,2
Justus,wo los weiter  ich will ihn sehen kommt,2
Bob,vorsicht just vielleicht steht er hinter der ecke,2
Justus,nein  hier ist überhaupt niemand,2
Peter,aber  aber das gibts doch nicht er kann doch nicht verschwunden sein,2
Bob,wir haben gesehen dass er hierher gelaufen ist sehen sie  hier sind seine,2
Bob,spuren,2
Wachmann,er kann sich nicht in luft aufgelöst haben und ins wasser ist er wohl auch nicht,2
Wachmann,gesprungen  das würden wir sehen das wasser wäre bewegt,2
Peter,über den zaun kann er auch nicht geklettert sein der ist über vier meter hoch ,2
Peter,das schafft kein mensch,2
