Speaker,Text,Page
REGIE,die    drei        und    der    karpatenhund,1
REGIE, hörspielskript von graf zahl ,1
REGIE,anmerkung in den szenen die in der wohnung von mr prentice spielen ist immer das ticken von uhren zu,1
REGIE,hören bei den szenen außerhalb des hauses hört man vogelgezwitscher in der nähe des hauses leichtes,1
REGIE,wasserplätschern vom swimmingpool und weiter vom haus weg und auf dem balkon entferntes verkehrsrau,1
REGIE,schen dies alles wurde zur vereinfachung in den jeweiligen szenen weggelassen,1
REGIE,titelmusik,1
REGIE,kirchliche orgelmusik schritte,1
Justus,ah hier ist es paseo place hausnummer 402 und es ist genau sechs wir sind also,1
Justus,pünktlich zur stelle,1
REGIE,klingeln,1
Bob,es kommt schon jemand,1
Mr Prentice,erfreut oh ihr seid pünktlich justus jonas bob andrews und peter shaw oder irre,1
Mr Prentice,ich mich,1
Peter,sie irren sich nicht sir wir sinds die drei detektive,1
Mr Prentice,na dann kommt herein und macht die tür hinter euch zu,1
Justus,danke sir,1
REGIE,türschließen,1
REGIE,ende der orgelmusik,1
REGIE,schritte,1
Mr Prentice,gehen wir in mein büro hier ist es gleich,1
REGIE,türöffnen,1
REGIE,schritte,1
REGIE,türschließen,1
Justus,also was können wir für sie tun mr prentice,1
Mr Prentice,tja ja was könnt ihr für mich tun hm zögert na ja also  bei mir spukts wie ihr,1
Mr Prentice,glaubt mir nicht ich sehe euch an ihr sagt keinen ton es ist aber tatsächlich so,1
Mr Prentice,jemand verschafft sich zutritt zu meiner wohnung wenn ich nicht da bin ich habe,1
Mr Prentice,beweise,1
Justus,dies ist ein großes apartmenthaus gibt es einen hausverwalter und könnte dieser,1
Justus,verwalter einen zentralschlüssel haben,1
Bob,zustimmend ja,1
Mr Prentice,mrs boogle1 dieses widerliche weib ist die verwalterin aber zu dieser wohnung hat,1
Mr Prentice,sie keinen schlüssel ich habe mir extra ein neues schloß einbauen lassen um dieses,1
Mr Prentice,neugierige weibsbild fernzuhalten,1
Mr Prentice,1 im buch mrs boggle,1
Justus,und durch die fenster kann keiner einsteigen dafür liegt die wohnung zu hoch es,2
Justus,geht nur über die außentreppe und durch die wohnungstür,2
Peter,es muß einen zweitschlüssel geben es muß einfach,2
Bob,zustimmend ja,2
Mr Prentice,das ist aber noch nicht alles es kommt noch schlimmer,2
Justus,das müssen sie erklären sir,2
Mr Prentice,es blitzt mitten in meinem arbeitszimmer auf auch wenn ich da bin das habe ich,2
Mr Prentice,schon mehrmals gesehen,2
Justus,zögert und sie sind sich sicher daß ihre ,2
Mr Prentice,ich bin sicher daß mir meine phantasie keinen streich spielt ihr werdet den fall,2
Mr Prentice,übernehmen ja,2
Justus,das müssen wir noch miteinander besprechen wir rufen sie später an darf ich jetzt,2
Justus,mal die anderen räume der wohnung sehen,2
Mr Prentice,gern komm,2
REGIE,stühlerücken schritte,2
REGIE,geheimnisvolle töne,2
Justus,erschrocken peter,2
Peter,ja just was ist,2
Justus,da  da hat etwas aufgeleuchtet,2
Peter,was,2
Justus,ich hab es doch deutlich gesehen,2
Bob,na und du machst ein gesicht als hättest du n geist gesehen,2
Peter,zustimmend ja,2
Justus,da war ein blitz mitten im raum,2
REGIE,entfernter knall,2
Peter,was war das,2
Justus,ich weiß nicht schnell auf den balkon,2
REGIE,schritte,2
REGIE,öffnen einer schiebetür,2
REGIE,vogelzwitschern,2
Bob,nichts zu sehen,2
Justus,leise entfernte schritte da läuft doch jemand,2
Peter,justus er kommt zurück,2
Justus,ja,2
Bob,da ist er ich seh ihn,3
REGIE,bremsenquietschen,3
Justus,ja er hat einen anorak an und eine skimütze auf,3
REGIE,polizeisirene setzt ein,3
Bob,mann was für ein aufgebot,3
Justus,ja,3
Peter,ja wo kommen die vielen polizisten so schnell her,3
REGIE,stimmengewirr auf dem hof polizisten,3
Justus,ach zu spät bob den kerl erwischen sie nicht mehr er  ärgerlicher laut er ist,3
